#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
4909,32084900,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene ('Candida glycerinogenes'; Candida acidothermophilum; Candida krusei; Issatchenkia orientalis; Saccharomyces krusei).,other,-,-,-,-,20210109,-
4909,40382861,C5L36_0B03475,C5L36_0B03475,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382862,C5L36_0B03480,C5L36_0B03480,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382863,C5L36_0B03490,C5L36_0B03490,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40382864,C5L36_0B03500,C5L36_0B03500,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382865,C5L36_0B03510,C5L36_0B03510,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382866,C5L36_0B03520,C5L36_0B03520,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382867,C5L36_0B03530,C5L36_0B03530,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382868,C5L36_0B03540,C5L36_0B03540,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382869,C5L36_0B03550,C5L36_0B03550,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382870,C5L36_0B03560,C5L36_0B03560,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40382871,C5L36_0B03570,C5L36_0B03570,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382872,C5L36_0B03580,C5L36_0B03580,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382873,C5L36_0B03590,C5L36_0B03590,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382874,C5L36_0B03600,C5L36_0B03600,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382875,C5L36_0B03610,C5L36_0B03610,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40382876,C5L36_0B03620,C5L36_0B03620,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382877,C5L36_0B03630,C5L36_0B03630,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382878,C5L36_0B03640,C5L36_0B03640,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382879,C5L36_0B03650,C5L36_0B03650,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382880,C5L36_0B03660,C5L36_0B03660,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382881,C5L36_0B03670,C5L36_0B03670,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382882,C5L36_0B03680,C5L36_0B03680,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40382883,C5L36_0B03690,C5L36_0B03690,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382884,C5L36_0B03700,C5L36_0B03700,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40382885,C5L36_0B03710,C5L36_0B03710,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382886,C5L36_0B03720,C5L36_0B03720,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382887,C5L36_0B03740,C5L36_0B03740,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40382888,C5L36_0B03750,C5L36_0B03750,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382889,C5L36_0B03760,C5L36_0B03760,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382890,C5L36_0B03770,C5L36_0B03770,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382891,C5L36_0B03780,C5L36_0B03780,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382892,C5L36_0B03790,C5L36_0B03790,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382893,C5L36_0B03800,C5L36_0B03800,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40382894,C5L36_0B03810,C5L36_0B03810,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382895,C5L36_0B03820,C5L36_0B03820,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382896,C5L36_0B03830,C5L36_0B03830,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382897,C5L36_0B03840,C5L36_0B03840,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382898,C5L36_0B03850,C5L36_0B03850,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382899,C5L36_0B03860,C5L36_0B03860,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382900,C5L36_0B03870,C5L36_0B03870,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40382901,C5L36_0B03880,C5L36_0B03880,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40382902,C5L36_0B03890,C5L36_0B03890,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382903,C5L36_0B03900,C5L36_0B03900,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382904,C5L36_0B03910,C5L36_0B03910,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382905,C5L36_0B03920,C5L36_0B03920,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382906,C5L36_0B03930,C5L36_0B03930,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382907,C5L36_0B03940,C5L36_0B03940,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382908,C5L36_0B03950,C5L36_0B03950,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382909,C5L36_0B03960,C5L36_0B03960,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382910,C5L36_0B03970,C5L36_0B03970,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382911,C5L36_0B03980,C5L36_0B03980,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40382912,C5L36_0B03990,C5L36_0B03990,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382913,C5L36_0B04000,C5L36_0B04000,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382914,C5L36_0B04010,C5L36_0B04010,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382915,C5L36_0B04020,C5L36_0B04020,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382916,C5L36_0B04030,C5L36_0B04030,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382917,C5L36_0B04040,C5L36_0B04040,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382918,C5L36_0B04050,C5L36_0B04050,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382919,C5L36_0B04060,C5L36_0B04060,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382920,C5L36_0B04070,C5L36_0B04070,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382921,C5L36_0B04080,C5L36_0B04080,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382922,C5L36_0B04090,C5L36_0B04090,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382923,C5L36_0B04100,C5L36_0B04100,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40382924,C5L36_0B04110,C5L36_0B04110,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40382925,C5L36_0B04120,C5L36_0B04120,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382926,C5L36_0B04130,C5L36_0B04130,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382927,C5L36_0B04140,C5L36_0B04140,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382928,C5L36_0B04150,C5L36_0B04150,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382929,C5L36_0B04160,C5L36_0B04160,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382930,C5L36_0B04170,C5L36_0B04170,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382931,C5L36_0B04180,C5L36_0B04180,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40382932,C5L36_0B04190,C5L36_0B04190,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382933,C5L36_0B04200,C5L36_0B04200,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40382934,C5L36_0B04205,C5L36_0B04205,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40382935,C5L36_0B04210,C5L36_0B04210,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382936,C5L36_0B04220,C5L36_0B04220,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40382937,C5L36_0B04230,C5L36_0B04230,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382938,C5L36_0B04240,C5L36_0B04240,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382939,C5L36_0B04250,C5L36_0B04250,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382940,C5L36_0B04260,C5L36_0B04260,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382941,C5L36_0B04270,C5L36_0B04270,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40382942,C5L36_0B04280,C5L36_0B04280,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382943,C5L36_0B04290,C5L36_0B04290,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382944,C5L36_0B04300,C5L36_0B04300,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40382945,C5L36_0B04310,C5L36_0B04310,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382946,C5L36_0B04320,C5L36_0B04320,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382947,C5L36_0B04330,C5L36_0B04330,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382948,C5L36_0B04340,C5L36_0B04340,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382949,C5L36_0B04350,C5L36_0B04350,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382950,C5L36_0B04360,C5L36_0B04360,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382951,C5L36_0B04370,C5L36_0B04370,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382952,C5L36_0B04380,C5L36_0B04380,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382953,C5L36_0B04390,C5L36_0B04390,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40382954,C5L36_0B04400,C5L36_0B04400,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40382955,C5L36_0B04410,C5L36_0B04410,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40382956,C5L36_0B04420,C5L36_0B04420,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382957,C5L36_0B04430,C5L36_0B04430,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40382958,C5L36_0B04440,C5L36_0B04440,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382959,C5L36_0B04450,C5L36_0B04450,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382960,C5L36_0B04460,C5L36_0B04460,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382961,C5L36_0B04470,C5L36_0B04470,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382962,C5L36_0B04480,C5L36_0B04480,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382963,C5L36_0B04490,C5L36_0B04490,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40382964,C5L36_0B04500,C5L36_0B04500,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382965,C5L36_0B04510,C5L36_0B04510,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382966,C5L36_0B04520,C5L36_0B04520,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40382967,C5L36_0B04530,C5L36_0B04530,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40382968,C5L36_0B04540,C5L36_0B04540,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382969,C5L36_0B04550,C5L36_0B04550,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40382970,C5L36_0B04560,C5L36_0B04560,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40382971,C5L36_0B04570,C5L36_0B04570,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40382972,C5L36_0B04580,C5L36_0B04580,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382973,C5L36_0B04590,C5L36_0B04590,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382974,C5L36_0B04600,C5L36_0B04600,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382975,C5L36_0B04610,C5L36_0B04610,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382976,C5L36_0B04620,C5L36_0B04620,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382977,C5L36_0B04630,C5L36_0B04630,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382978,C5L36_0B04640,C5L36_0B04640,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40382979,C5L36_0B04650,C5L36_0B04650,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382980,C5L36_0B04660,C5L36_0B04660,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382981,C5L36_0B04670,C5L36_0B04670,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40382982,C5L36_0B04680,C5L36_0B04680,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40382983,C5L36_0B04690,C5L36_0B04690,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40382984,C5L36_0B04700,C5L36_0B04700,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40382985,C5L36_0B04710,C5L36_0B04710,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382986,C5L36_0B04720,C5L36_0B04720,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382987,C5L36_0B04730,C5L36_0B04730,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40382988,C5L36_0B04740,C5L36_0B04740,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382989,C5L36_0B04750,C5L36_0B04750,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382990,C5L36_0B04760,C5L36_0B04760,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40382991,C5L36_0B04765,C5L36_0B04765,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40382992,C5L36_0B04770,C5L36_0B04770,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40382993,C5L36_0B04780,C5L36_0B04780,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382994,C5L36_0B04790,C5L36_0B04790,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382995,C5L36_0B04800,C5L36_0B04800,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40382996,C5L36_0B04810,C5L36_0B04810,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382997,C5L36_0B04820,C5L36_0B04820,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40382998,C5L36_0B04830,C5L36_0B04830,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40382999,C5L36_0B04840,C5L36_0B04840,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40383000,C5L36_0B04850,C5L36_0B04850,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40383001,C5L36_0B04860,C5L36_0B04860,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40383002,C5L36_0B04870,C5L36_0B04870,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40383003,C5L36_0B04880,C5L36_0B04880,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40383004,C5L36_0B04890,C5L36_0B04890,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40383005,C5L36_0B04895,C5L36_0B04895,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40383006,C5L36_0B04900,C5L36_0B04900,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40383007,C5L36_0B04910,C5L36_0B04910,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40383008,C5L36_0B04920,C5L36_0B04920,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40383009,C5L36_0B04930,C5L36_0B04930,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40383010,C5L36_0B04940,C5L36_0B04940,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40383011,C5L36_0B04945,C5L36_0B04945,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40383012,C5L36_0B04950,C5L36_0B04950,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40383013,C5L36_0B04960,C5L36_0B04960,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40383014,C5L36_0B04970,C5L36_0B04970,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40383015,C5L36_0B04980,C5L36_0B04980,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40383016,C5L36_0B04990,C5L36_0B04990,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40383017,C5L36_0B05000,C5L36_0B05000,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40383018,C5L36_0B05010,C5L36_0B05010,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40383019,C5L36_0B05020,C5L36_0B05020,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40383020,C5L36_0B05030,C5L36_0B05030,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40383021,C5L36_0B05040,C5L36_0B05040,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40383022,C5L36_0B05050,C5L36_0B05050,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40383023,C5L36_0B05060,C5L36_0B05060,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40383024,C5L36_0B05070,C5L36_0B05070,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
