#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
48254,25015656,atp6,ADP02_gp02,-,-,MT,-,ATP synthase F0 subunit a,protein-coding,-,-,-,ATP synthase F0 subunit a,20201029,-
48254,59323734,HG536_0A04540,HG536_0A04540,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323735,HG536_0A04550,HG536_0A04550,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323736,HG536_0A04560,HG536_0A04560,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323737,HG536_0A04570,HG536_0A04570,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323738,HG536_0A04580,HG536_0A04580,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323739,HG536_0A04590,HG536_0A04590,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323740,HG536_0A04600,HG536_0A04600,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323741,HG536_0A04605,HG536_0A04605,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323742,HG536_0A04610,HG536_0A04610,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323743,HG536_0A04620,HG536_0A04620,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323744,HG536_0A04630,HG536_0A04630,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323745,HG536_0A04640,HG536_0A04640,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323746,HG536_0A04650,HG536_0A04650,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323747,HG536_0A04660,HG536_0A04660,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323748,HG536_0A04670,HG536_0A04670,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323749,HG536_0A04680,HG536_0A04680,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323750,HG536_0A04690,HG536_0A04690,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323751,HG536_0A04700,HG536_0A04700,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323752,HG536_0A04710,HG536_0A04710,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323753,HG536_0A04720,HG536_0A04720,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323754,HG536_0A04730,HG536_0A04730,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323755,HG536_0A04740,HG536_0A04740,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323756,HG536_0A04750,HG536_0A04750,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323757,HG536_0A04760,HG536_0A04760,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323758,HG536_0A04770,HG536_0A04770,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323759,HG536_0A04780,HG536_0A04780,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323760,HG536_0A04790,HG536_0A04790,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323761,HG536_0A04800,HG536_0A04800,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323762,HG536_0A04810,HG536_0A04810,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323763,HG536_0A04820,HG536_0A04820,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323764,HG536_0A04825,HG536_0A04825,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323765,HG536_0A04830,HG536_0A04830,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323766,HG536_0A04840,HG536_0A04840,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323767,HG536_0A04850,HG536_0A04850,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323768,HG536_0A04860,HG536_0A04860,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323769,HG536_0A04870,HG536_0A04870,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323770,HG536_0A04880,HG536_0A04880,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323771,HG536_0A04890,HG536_0A04890,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323772,HG536_0A04900,HG536_0A04900,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323773,HG536_0A04910,HG536_0A04910,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323774,HG536_0A04920,HG536_0A04920,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323775,HG536_0A04930,HG536_0A04930,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323776,HG536_0A04940,HG536_0A04940,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323777,HG536_0A04950,HG536_0A04950,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323778,HG536_0A04960,HG536_0A04960,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323779,HG536_0A04970,HG536_0A04970,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323780,HG536_0A04980,HG536_0A04980,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323781,HG536_0A04990,HG536_0A04990,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323782,HG536_0A05000,HG536_0A05000,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323783,HG536_0A05010,HG536_0A05010,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323784,HG536_0A05020,HG536_0A05020,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323785,HG536_0A05030,HG536_0A05030,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323786,HG536_0A05040,HG536_0A05040,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323787,HG536_0A05050,HG536_0A05050,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323788,HG536_0A05060,HG536_0A05060,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323789,HG536_0A05070,HG536_0A05070,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323790,HG536_0A05080,HG536_0A05080,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323791,HG536_0A05090,HG536_0A05090,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323792,HG536_0A05100,HG536_0A05100,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323793,HG536_0A05110,HG536_0A05110,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323794,HG536_0A05120,HG536_0A05120,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323795,HG536_0A05130,HG536_0A05130,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323796,HG536_0A05140,HG536_0A05140,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323797,HG536_0A05150,HG536_0A05150,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323798,HG536_0A05160,HG536_0A05160,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323799,HG536_0A05170,HG536_0A05170,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323800,HG536_0A05180,HG536_0A05180,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323801,HG536_0A05190,HG536_0A05190,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323802,HG536_0A05200,HG536_0A05200,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323803,HG536_0A05210,HG536_0A05210,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323804,HG536_0A05220,HG536_0A05220,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323805,HG536_0A05230,HG536_0A05230,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323806,HG536_0A05240,HG536_0A05240,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323807,HG536_0A05250,HG536_0A05250,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323808,HG536_0A05260,HG536_0A05260,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323809,HG536_0A05270,HG536_0A05270,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323810,HG536_0A05280,HG536_0A05280,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323811,HG536_0A05290,HG536_0A05290,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323812,HG536_0A05300,HG536_0A05300,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323813,HG536_0A05310,HG536_0A05310,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323814,HG536_0A05320,HG536_0A05320,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323815,HG536_0A05330,HG536_0A05330,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323816,HG536_0A05340,HG536_0A05340,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323817,HG536_0A05350,HG536_0A05350,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323818,HG536_0A05360,HG536_0A05360,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323819,HG536_0A05370,HG536_0A05370,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323820,HG536_0A05380,HG536_0A05380,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323821,HG536_0A05390,HG536_0A05390,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323822,HG536_0A05400,HG536_0A05400,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323823,HG536_0A05410,HG536_0A05410,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323824,HG536_0A05420,HG536_0A05420,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323825,HG536_0A05430,HG536_0A05430,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323826,HG536_0A05440,HG536_0A05440,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323827,HG536_0A05450,HG536_0A05450,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323828,HG536_0A05460,HG536_0A05460,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323829,HG536_0A05470,HG536_0A05470,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323830,HG536_0A05480,HG536_0A05480,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323831,HG536_0A05490,HG536_0A05490,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323832,HG536_0A05500,HG536_0A05500,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323833,HG536_0A05510,HG536_0A05510,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323834,HG536_0A05520,HG536_0A05520,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323835,HG536_0A05530,HG536_0A05530,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323836,HG536_0A05540,HG536_0A05540,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323837,HG536_0A05550,HG536_0A05550,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323838,HG536_0A05560,HG536_0A05560,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323839,HG536_0A05570,HG536_0A05570,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323840,HG536_0A05580,HG536_0A05580,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323841,HG536_0A05590,HG536_0A05590,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323842,HG536_0A05600,HG536_0A05600,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323843,HG536_0A05610,HG536_0A05610,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323844,HG536_0A05620,HG536_0A05620,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323845,HG536_0A05630,HG536_0A05630,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323846,HG536_0A05640,HG536_0A05640,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323847,HG536_0A05650,HG536_0A05650,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323848,HG536_0A05660,HG536_0A05660,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323849,HG536_0A05670,HG536_0A05670,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323850,HG536_0A05680,HG536_0A05680,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323851,HG536_0A05690,HG536_0A05690,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323852,HG536_0A05700,HG536_0A05700,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323853,HG536_0A05710,HG536_0A05710,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323854,HG536_0A05720,HG536_0A05720,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323855,HG536_0A05730,HG536_0A05730,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323856,HG536_0A05740,HG536_0A05740,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323857,HG536_0A05750,HG536_0A05750,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323858,HG536_0A05760,HG536_0A05760,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323859,HG536_0A05770,HG536_0A05770,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323860,HG536_0A05780,HG536_0A05780,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323861,HG536_0A05790,HG536_0A05790,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323862,HG536_0A05800,HG536_0A05800,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323863,HG536_0A05810,HG536_0A05810,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323864,HG536_0A05820,HG536_0A05820,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323865,HG536_0A05830,HG536_0A05830,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323866,HG536_0A05840,HG536_0A05840,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323867,HG536_0A05850,HG536_0A05850,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323868,HG536_0A05860,HG536_0A05860,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323869,HG536_0A05870,HG536_0A05870,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323870,HG536_0A05880,HG536_0A05880,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323871,HG536_0A05890,HG536_0A05890,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323872,HG536_0A05900,HG536_0A05900,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323873,HG536_0A05910,HG536_0A05910,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323874,HG536_0A05920,HG536_0A05920,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323875,HG536_0A05930,HG536_0A05930,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323876,HG536_0A05940,HG536_0A05940,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323877,HG536_0A05950,HG536_0A05950,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323878,HG536_0A05960,HG536_0A05960,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323879,HG536_0A05970,HG536_0A05970,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323880,HG536_0A05980,HG536_0A05980,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323881,HG536_0A05990,HG536_0A05990,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323882,HG536_0A06000,HG536_0A06000,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323883,HG536_0A06010,HG536_0A06010,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323884,HG536_0A06020,HG536_0A06020,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323885,HG536_0A06030,HG536_0A06030,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323886,HG536_0A06040,HG536_0A06040,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323887,HG536_0A06050,HG536_0A06050,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323888,HG536_0A06060,HG536_0A06060,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323889,HG536_0A06070,HG536_0A06070,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323890,HG536_0A06080,HG536_0A06080,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323891,HG536_0A06090,HG536_0A06090,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323892,HG536_0A06100,HG536_0A06100,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323893,HG536_0A06110,HG536_0A06110,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323894,HG536_0A06120,HG536_0A06120,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323895,HG536_0A06130,HG536_0A06130,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323896,HG536_0A06140,HG536_0A06140,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323897,HG536_0A06150,HG536_0A06150,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323898,HG536_0A06160,HG536_0A06160,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323899,HG536_0A06170,HG536_0A06170,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323900,HG536_0A06180,HG536_0A06180,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323901,HG536_0A06190,HG536_0A06190,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323902,HG536_0A06200,HG536_0A06200,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323903,HG536_0A06210,HG536_0A06210,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323904,HG536_0A06220,HG536_0A06220,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323905,HG536_0A06230,HG536_0A06230,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323906,HG536_0A06240,HG536_0A06240,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323907,HG536_0A06250,HG536_0A06250,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323908,HG536_0A06260,HG536_0A06260,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323909,HG536_0A06270,HG536_0A06270,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323910,HG536_0A06280,HG536_0A06280,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323911,HG536_0A06290,HG536_0A06290,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323912,HG536_0A06300,HG536_0A06300,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323913,HG536_0A06310,HG536_0A06310,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323914,HG536_0A06320,HG536_0A06320,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323915,HG536_0A06330,HG536_0A06330,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323916,HG536_0A06340,HG536_0A06340,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323917,HG536_0A06350,HG536_0A06350,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323918,HG536_0A06360,HG536_0A06360,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323919,HG536_0A06370,HG536_0A06370,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323920,HG536_0A06380,HG536_0A06380,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323921,HG536_0A06390,HG536_0A06390,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323922,HG536_0A06400,HG536_0A06400,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323923,HG536_0A06410,HG536_0A06410,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323924,HG536_0A06420,HG536_0A06420,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323925,HG536_0A06430,HG536_0A06430,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323926,HG536_0A06440,HG536_0A06440,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323927,HG536_0A06450,HG536_0A06450,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323928,HG536_0A06460,HG536_0A06460,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323929,HG536_0A06470,HG536_0A06470,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323930,HG536_0A06480,HG536_0A06480,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323931,HG536_0A06490,HG536_0A06490,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323932,HG536_0A06500,HG536_0A06500,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323933,HG536_0A06510,HG536_0A06510,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
