#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
764924,39413366,trnV-GAC,E2995_pgt012,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413367,ccsA,E2995_pgp066,-,-,-,-,cytochrome c heme attachment protein,protein-coding,-,-,-,cytochrome c heme attachment protein,20200911,-
764924,39413368,rbcL,E2995_pgp060,-,-,-,-,hypothetical protein RF2,protein-coding,-,-,-,hypothetical protein RF2,20200911,-
764924,39413369,atpE,E2995_pgp058,-,-,-,-,ATP synthase CF1 epsilon subunit,protein-coding,-,-,-,ATP synthase CF1 epsilon subunit,20200911,-
764924,39413370,atpB,E2995_pgp059,-,-,-,-,ATP synthase CF1 beta subunit,protein-coding,-,-,-,ATP synthase CF1 beta subunit,20200911,-
764924,39413371,psbH,E2995_pgp023,-,-,-,-,photosystem II phosphoprotein,protein-coding,-,-,-,photosystem II phosphoprotein,20200911,-
764924,39413372,psbD,E2995_pgp009,-,-,-,-,photosystem II protein D2,protein-coding,-,-,-,photosystem II protein D2,20200911,-
764924,39413373,rpl14,E2995_pgp030,-,-,-,-,ribosomal protein L14,protein-coding,-,-,-,ribosomal protein L14,20200911,-
764924,39413374,petB,E2995_pgp024,-,-,-,-,cytochrome b6,protein-coding,-,-,-,cytochrome b6,20200911,-
764924,39413375,ndhA,E2995_pgp072,-,-,-,-,NADH-plastoquinone oxidoreductase subunit 1,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit 1,20200911,-
764924,39413376,trnK-UUU,E2995_pgt014,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413377,trnT-GGU,E2995_pgt028,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413378,trnA-UGC,E2995_pgt004,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413379,rrn16,E2995_pgr001,-,-,-,-,16S ribosomal RNA,rRNA,-,-,-,-,20200911,-
764924,39413380,petD,E2995_pgp025,-,-,-,-,cytochrome b6/f complex subunit IV,protein-coding,-,-,-,cytochrome b6/f complex subunit IV,20200911,-
764924,39413381,psbJ,E2995_pgp041,-,-,-,-,photosystem II protein J,protein-coding,-,-,-,photosystem II protein J,20200911,-
764924,39413382,trnL-UAG,E2995_pgt007,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413383,rrn23,E2995_pgr007,-,-,-,-,23S ribosomal RNA,rRNA,-,-,-,-,20200911,-
764924,39413384,trnI-GAU,E2995_pgt011,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413385,trnS-UGA,E2995_pgt027,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413386,atpH,E2995_pgp013,-,-,-,-,ATP synthase CF0 subunit III,protein-coding,-,-,-,ATP synthase CF0 subunit III,20200911,-
764924,39413387,petA,E2995_pgp042,-,-,-,-,cytochrome f,protein-coding,-,-,-,cytochrome f,20200911,-
764924,39413388,ndhJ,E2995_pgp055,-,-,-,-,NADH-plastoquinone oxidoreductase subunit J,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit J,20200911,-
764924,39413389,rpl16,E2995_pgp031,-,-,-,-,50S ribosomal protein L16,protein-coding,-,-,-,50S ribosomal protein L16,20200911,-
764924,39413390,ndhC,E2995_pgp057,-,-,-,-,NADH-plastoquinone oxidoreductase subunit 3,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit 3,20200911,-
764924,39413391,trnT-UGU,E2995_pgt019,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413392,trnS-GGA,E2995_pgt020,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413393,ndhG,E2995_pgp070,-,-,-,-,NADH-plastoquinone oxidoreductase subunit 6,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit 6,20200911,-
764924,39413394,atpA,E2995_pgp011,-,-,-,-,ATP synthase CF1 alpha subunit,protein-coding,-,-,-,ATP synthase CF1 alpha subunit,20200911,-
764924,39413395,cemA,E2995_pgp043,-,-,-,-,envelope membrane protein,protein-coding,-,-,-,envelope membrane protein,20200911,-
764924,39413396,ndhE,E2995_pgp069,-,-,-,-,NADH-plastoquinone oxidoreductase subunit 4L,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit 4L,20200911,-
764924,39413397,rpoA,E2995_pgp026,-,-,-,-,RNA polymerase alpha subunit,protein-coding,-,-,-,RNA polymerase alpha subunit,20200911,-
764924,39413398,trnF-GAA,E2995_pgt017,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413399,rpl36,E2995_pgp028,-,-,-,-,ribosomal protein L36,protein-coding,-,-,-,ribosomal protein L36,20200911,-
764924,39413400,rps3,E2995_pgp032,-,-,-,-,ribosomal protein S3,protein-coding,-,-,-,ribosomal protein S3,20200911,-
764924,39413401,trnM-CAU,E2995_pgt015,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413402,rps8,E2995_pgp029,-,-,-,-,ribosomal protein S8,protein-coding,-,-,-,ribosomal protein S8,20200911,-
764924,39413403,ndhK,E2995_pgp056,-,-,-,-,NADH-plastoquinone oxidoreductase subunit K,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit K,20200911,-
764924,39413404,trnfM-CAU,E2995_pgt021,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413405,rpoB,E2995_pgp017,-,-,-,-,RNA polymerase beta subunit,protein-coding,-,-,-,RNA polymerase beta subunit,20200911,-
764924,39413406,psaC,E2995_pgp068,-,-,-,-,photosystem I subunit VII,protein-coding,-,-,-,photosystem I subunit VII,20200911,-
764924,39413407,ndhH,E2995_pgp073,-,-,-,-,NADH-plastoquinone oxidoreductase subunit 7,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit 7,20200911,-
764924,39413408,petL,E2995_pgp037,-,-,-,-,cytochrome b6/f complex subunit VI,protein-coding,-,-,-,cytochrome b6/f complex subunit VI,20200911,-
764924,39413409,atpF,E2995_pgp012,-,-,-,-,ATP synthase CF0 subunit I,protein-coding,-,-,-,ATP synthase CF0 subunit I,20200911,-
764924,39413410,ndhD,E2995_pgp067,-,-,-,-,NADH-plastoquinone oxidoreductase subunit 4,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit 4,20200911,-
764924,39413411,rpl22,E2995_pgp033,-,-,-,-,ribosomal protein L22,protein-coding,-,-,-,ribosomal protein L22,20200911,-
764924,39413412,psbN,E2995_pgp022,-,-,-,-,photosystem II protein N,protein-coding,-,-,-,photosystem II protein N,20200911,-
764924,39413413,psaJ,E2995_pgp004,-,-,-,-,photosystem I subunit IX,protein-coding,-,-,-,photosystem I subunit IX,20200911,-
764924,39413414,trnS-GCU,E2995_pgt023,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413415,trnQ-UUG,E2995_pgt024,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413416,ndhF,E2995_pgp064,-,-,-,-,NADH-plastoquinone oxidoreductase subunit 5,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit 5,20200911,-
764924,39413417,trnI-CAU,E2995_pgt035,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413418,rps19,E2995_pgp034,-,-,-,-,ribosomal protein S19,protein-coding,-,-,-,ribosomal protein S19,20200911,-
764924,39413419,trnP-UGG,E2995_pgt033,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413420,ycf4,E2995_pgp044,-,-,-,-,photosystem I assembly protein Ycf4,protein-coding,-,-,-,photosystem I assembly protein Ycf4,20200911,-
764924,39413421,psbT,E2995_pgp021,-,-,-,-,photosystem II protein T,protein-coding,-,-,-,photosystem II protein T,20200911,-
764924,39413422,psbL,E2995_pgp040,-,-,-,-,photosystem II protein L,protein-coding,-,-,-,photosystem II protein L,20200911,-
764924,39413423,trnN-GUU,E2995_pgt005,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413424,rrn4.5,E2995_pgr003,-,-,-,-,4.5S ribosomal RNA,rRNA,-,-,-,-,20200911,-
764924,39413425,psbE,E2995_pgp038,-,-,-,-,photosystem II cytochrome b559 alpha subunit,protein-coding,-,-,-,photosystem II cytochrome b559 alpha subunit,20200911,-
764924,39413426,psbF,E2995_pgp039,-,-,-,-,photosystem II cytochrome b559 beta subunit,protein-coding,-,-,-,photosystem II cytochrome b559 beta subunit,20200911,-
764924,39413427,rpl2,E2995_pgp035,-,-,-,-,ribosomal protein L2,protein-coding,-,-,-,ribosomal protein L2,20200911,-
764924,39413428,rps11,E2995_pgp027,-,-,-,-,ribosomal protein S11,protein-coding,-,-,-,ribosomal protein S11,20200911,-
764924,39413429,psbK,E2995_pgp047,-,-,-,-,photosystem II protein K,protein-coding,-,-,-,photosystem II protein K,20200911,-
764924,39413430,psbB,E2995_pgp020,-,-,-,-,photosystem II CP47 chlorophyll apoprotein,protein-coding,-,-,-,photosystem II CP47 chlorophyll apoprotein,20200911,-
764924,39413431,petN,E2995_pgp007,-,-,-,-,cytochrome b6/f complex subunit VIII,protein-coding,-,-,-,cytochrome b6/f complex subunit VIII,20200911,-
764924,39413432,rrn5,E2995_pgr005,-,-,-,-,5S ribosomal RNA,rRNA,-,-,-,-,20200911,-
764924,39413433,rrn23,E2995_pgr002,-,-,-,-,23S ribosomal RNA,rRNA,-,-,-,-,20200911,-
764924,39413434,petG,E2995_pgp036,-,-,-,-,cytochrome b6/f complex subunit V,protein-coding,-,-,-,cytochrome b6/f complex subunit V,20210212,-
764924,39413435,psbC,E2995_pgp010,-,-,-,-,photosystem II CP43 chlorophyll apoprotein,protein-coding,-,-,-,photosystem II CP43 chlorophyll apoprotein,20200911,-
764924,39413436,trnC-GCA,E2995_pgt032,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413437,rpl33,E2995_pgp005,-,-,-,-,ribosomal protein L33,protein-coding,-,-,-,ribosomal protein L33,20200911,-
764924,39413438,psbI,E2995_pgp048,-,-,-,-,photosystem II protein I,protein-coding,-,-,-,photosystem II protein I,20200911,-
764924,39413439,ycf3,E2995_pgp053,-,-,-,-,photosystem I assembly protein Ycf3,protein-coding,-,-,-,photosystem I assembly protein Ycf3,20200911,-
764924,39413440,trnD-GUC,E2995_pgt031,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413441,ndhB,E2995_pgp001,-,-,-,-,NADH-plastoquinone oxidoreductase subunit 2,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit 2,20200911,-
764924,39413442,rpl32,E2995_pgp065,-,-,-,-,ribosomal protein L32,protein-coding,-,-,-,ribosomal protein L32,20200911,-
764924,39413443,psbM,E2995_pgp008,-,-,-,-,photosystem II protein M,protein-coding,-,-,-,photosystem II protein M,20200911,-
764924,39413444,rps12,E2995_pgp076,-,-,-,-,ribosomal protein S12,protein-coding,-,-,-,ribosomal protein S12,20200911,-
764924,39413445,psbA,E2995_pgp062,-,-,-,-,photosystem II protein D1,protein-coding,-,-,-,photosystem II protein D1,20200911,-
764924,39413446,ycf2,E2995_pgp002,-,-,-,-,hypothetical protein RF2,protein-coding,-,-,-,hypothetical protein RF2,20200911,-
764924,39413447,trnW-CCA,E2995_pgt034,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413448,ndhF,E2995_pgp075,-,-,-,-,NADH-plastoquinone oxidoreductase subunit 5,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit 5,20200911,-
764924,39413449,trnN-GUU,E2995_pgt009,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413450,rpl23,E2995_pgp003,-,-,-,-,ribosomal protein L23,protein-coding,-,-,-,ribosomal protein L23,20200911,-
764924,39413451,trnY-GUA,E2995_pgt030,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413452,trnL-UAA,E2995_pgt018,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413453,trnV-UAC,E2995_pgt016,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413454,rps4,E2995_pgp054,-,-,-,-,ribosomal protein S4,protein-coding,-,-,-,ribosomal protein S4,20200911,-
764924,39413455,trnR-ACG,E2995_pgt006,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413456,rrn5,E2995_pgr004,-,-,-,-,5S ribosomal RNA,rRNA,-,-,-,-,20200911,-
764924,39413457,accD,E2995_pgp046,-,-,-,-,acetyl-CoA carboxylase carboxyltransferase beta subunit,protein-coding,-,-,-,acetyl-CoA carboxylase carboxyltransferase beta subunit,20200911,-
764924,39413458,trnG-UCC,E2995_pgt026,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413459,trnE-UUC,E2995_pgt029,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413460,rrn16,E2995_pgr008,-,-,-,-,16S ribosomal RNA,rRNA,-,-,-,-,20200911,-
764924,39413461,trnH-GUG,E2995_pgt013,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413462,trnG-GCC,E2995_pgt022,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
764924,39413463,rps18,E2995_pgp006,-,-,-,-,ribosomal protein S18,protein-coding,-,-,-,ribosomal protein S18,20200911,-
764924,39413464,psbZ,E2995_pgp049,-,-,-,-,photosystem II protein Z,protein-coding,-,-,-,photosystem II protein Z,20200911,-
