#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5480,2657763,cox2,CapafMp05,-,-,MT,-,cytochrome oxidase subunit 2,protein-coding,-,-,-,cytochrome oxidase subunit 2,20201029,-
5480,2657764,tRNA-Ser,CapafMt02,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657765,atp6,CapafMp17,-,-,MT,-,ATP synthase subunit 6,protein-coding,-,-,-,ATP synthase subunit 6,20201029,-
5480,2657766,tRNA-Ile,CapafMt10,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657767,cox1,CapafMp06,-,-,MT,-,cytochrome oxidase subunit 1;hypothetical protein,protein-coding,-,-,-,cytochrome oxidase subunit 1;hypothetical protein,20201029,-
5480,2657768,atp9,CapafMp10,-,-,MT,-,ATP synthase subunit 9,protein-coding,-,-,-,ATP synthase subunit 9,20201029,-
5480,2657769,ORF5,CapafMp07,-,-,MT,-,putative endonuclease,protein-coding,-,-,-,putative endonuclease,20201029,-
5480,2657770,tRNA-Arg,CapafMt12,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657771,tRNA-Leu,CapafMt17,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657772,ORF1,CapafMp04,-,-,MT,-,putative endonuclease,protein-coding,-,-,-,putative endonuclease,20201029,-
5480,2657773,tRNA-Val,CapafMt13,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657774,tRNA-Met,CapafMt08,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657775,cytb,CapafMp03,-,-,MT,-,apocytochrome b;putative RNA maturase,protein-coding,-,-,-,apocytochrome b;putative RNA maturase,20201029,-
5480,2657776,nad4L,CapafMp14,-,-,MT,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,NADH dehydrogenase subunit 4L,20201029,-
5480,2657777,nad4,CapafMp09,-,-,MT,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,NADH dehydrogenase subunit 4,20201029,-
5480,2657778,tRNA-Tyr,CapafMt18,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657779,nad5,CapafMp15,-,-,MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,NADH dehydrogenase subunit 5,20201029,-
5480,2657780,cox3,CapafMp13,-,-,MT,-,cytochrome oxidase subunit 3,protein-coding,-,-,-,cytochrome oxidase subunit 3,20201029,-
5480,2657781,ORF6,CapafMp08,-,-,MT,-,putative endonuclease,protein-coding,-,-,-,putative endonuclease,20201029,-
5480,2657782,tRNA-Ser,CapafMt06,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657783,tRNA-Cys,CapafMt23,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657784,tRNA-Asn,CapafMt11,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657785,tRNA-Met,CapafMt09,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657786,tRNA-Phe,CapafMt15,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657787,tRNA-Asp,CapafMt03,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657788,tRNA-Leu,CapafMt07,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657789,nad3,CapafMp01,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,NADH dehydrogenase subunit 3,20201029,-
5480,2657790,atp8,CapafMp16,-,-,MT,-,ATP synthase subunit 8,protein-coding,-,-,-,ATP synthase subunit 8,20201029,-
5480,2657791,tRNA-Gln,CapafMt04,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657792,nad2,CapafMp02,-,-,MT,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,NADH dehydrogenase subunit 2,20201029,-
5480,2657793,tRNA-Thr,CapafMt20,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657794,tRNA-Trp,CapafMt14,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657795,tRNA-Lys,CapafMt16,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657796,tRNA-Pro,CapafMt24,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657797,tRNA-Arg,CapafMt01,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657798,tRNA-Ala,CapafMt05,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657799,tRNA-His,CapafMt19,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657800,tRNA-Glu,CapafMt21,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657801,tRNA-Gly,CapafMt22,-,-,MT,-,tRNA,tRNA,-,-,-,-,20160724,-
5480,2657802,nad1,CapafMp12,-,-,MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,NADH dehydrogenase subunit 1,20201029,-
5480,2935009,CapafMr01,CapafMr01,-,-,MT,-,large subunit ribosomal RNA,rRNA,-,-,-,-,20160724,-
5480,2935010,CapafMp11,CapafMp11,-,-,MT,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,NADH dehydrogenase subunit 6,20201029,-
5480,2935011,CapafMr02,CapafMr02,-,-,MT,-,small subunit ribosomal RNA,rRNA,-,-,-,-,20160724,-
5480,3293225,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Monilia parapsilosis; Mycocandida parapsilosis; Mycotorula parapsilopsis).,other,-,-,-,-,20201121,-
5480,59381712,CPAR2_100010,CPAR2_100010,-,-,Unknown,-,pseudo,pseudo,-,-,-,-,20201029,-
5480,59381713,CPAR2_100020,CPAR2_100020,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381714,CPAR2_100030,CPAR2_100030,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381715,CPAR2_100040,CPAR2_100040,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381716,CPAR2_100050,CPAR2_100050,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381717,CPAR2_100060,CPAR2_100060,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381718,CPAR2_100070,CPAR2_100070,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381719,CPAR2_100080,CPAR2_100080,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59381720,CPAR2_100090,CPAR2_100090,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381721,CPAR2_100100,CPAR2_100100,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381722,CPAR2_100110,CPAR2_100110,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381723,CPAR2_100120,CPAR2_100120,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381724,CPAR2_100130,CPAR2_100130,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381725,CPAR2_100140,CPAR2_100140,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381726,CPAR2_100150,CPAR2_100150,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381727,CPAR2_100160,CPAR2_100160,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381728,CPAR2_100170,CPAR2_100170,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381729,CPAR2_100180,CPAR2_100180,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381730,CPAR2_100190,CPAR2_100190,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381731,CPAR2_100200,CPAR2_100200,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381732,CPAR2_100210,CPAR2_100210,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381733,CPAR2_100220,CPAR2_100220,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381734,CPAR2_100230,CPAR2_100230,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381735,CPAR2_100240,CPAR2_100240,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381736,CPAR2_100250,CPAR2_100250,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381737,CPAR2_100260,CPAR2_100260,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381738,CPAR2_100270,CPAR2_100270,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59381739,CPAR2_100280,CPAR2_100280,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381740,CPAR2_100290,CPAR2_100290,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59381741,CPAR2_100300,CPAR2_100300,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381742,CPAR2_100320,CPAR2_100320,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381743,CPAR2_100330,CPAR2_100330,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381744,CPAR2_100340,CPAR2_100340,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59381745,CPAR2_100350,CPAR2_100350,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59381746,CPAR2_100360,CPAR2_100360,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381747,CPAR2_100370,CPAR2_100370,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381748,CPAR2_100380,CPAR2_100380,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381749,CPAR2_100390,CPAR2_100390,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381750,CPAR2_100400,CPAR2_100400,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59381751,CPAR2_100410,CPAR2_100410,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381752,CPAR2_100420,CPAR2_100420,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381753,CPAR2_100430,CPAR2_100430,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381754,CPAR2_100440,CPAR2_100440,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381755,CPAR2_100450,CPAR2_100450,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381756,CPAR2_100460,CPAR2_100460,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381757,CPAR2_100470,CPAR2_100470,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381758,CPAR2_100480,CPAR2_100480,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381759,CPAR2_100490,CPAR2_100490,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381760,CPAR2_100500,CPAR2_100500,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381761,CPAR2_100510,CPAR2_100510,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381762,CPAR2_100520,CPAR2_100520,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381763,CPAR2_100530,CPAR2_100530,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381764,CPAR2_100540,CPAR2_100540,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381765,CPAR2_100550,CPAR2_100550,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381766,CPAR2_100560,CPAR2_100560,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381767,CPAR2_100565,CPAR2_100565,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59381768,CPAR2_100570,CPAR2_100570,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381769,CPAR2_100580,CPAR2_100580,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381770,CPAR2_100590,CPAR2_100590,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381771,CPAR2_100600,CPAR2_100600,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381772,CPAR2_100610,CPAR2_100610,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381773,CPAR2_100620,CPAR2_100620,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381774,CPAR2_100630,CPAR2_100630,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381775,CPAR2_100640,CPAR2_100640,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381776,CPAR2_100650,CPAR2_100650,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381777,CPAR2_100660,CPAR2_100660,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381778,CPAR2_100670,CPAR2_100670,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381779,CPAR2_100680,CPAR2_100680,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381780,CPAR2_100690,CPAR2_100690,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381781,CPAR2_100700,CPAR2_100700,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381782,CPAR2_100710,CPAR2_100710,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381783,CPAR2_100720,CPAR2_100720,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381784,CPAR2_100730,CPAR2_100730,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59381785,CPAR2_100740,CPAR2_100740,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381786,CPAR2_100750,CPAR2_100750,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381787,CPAR2_100760,CPAR2_100760,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381788,CPAR2_100770,CPAR2_100770,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59381789,CPAR2_100780,CPAR2_100780,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59381790,CPAR2_100790,CPAR2_100790,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381791,CPAR2_100800,CPAR2_100800,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381792,CPAR2_100810,CPAR2_100810,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381793,CPAR2_100820,CPAR2_100820,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381794,CPAR2_100830,CPAR2_100830,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381795,CPAR2_100840,CPAR2_100840,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381796,CPAR2_100850,CPAR2_100850,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381797,CPAR2_100860,CPAR2_100860,-,-,Unknown,-,pseudo,pseudo,-,-,-,-,20201029,-
5480,59381798,CPAR2_100870,CPAR2_100870,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381799,CPAR2_100880,CPAR2_100880,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381800,CPAR2_100890,CPAR2_100890,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381801,CPAR2_100900,CPAR2_100900,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381802,CPAR2_100910,CPAR2_100910,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381803,CPAR2_100920,CPAR2_100920,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381804,CPAR2_100930,CPAR2_100930,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381805,CPAR2_100940,CPAR2_100940,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381806,CPAR2_100950,CPAR2_100950,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59381807,CPAR2_100960,CPAR2_100960,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59381808,CPAR2_100970,CPAR2_100970,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381809,CPAR2_100980,CPAR2_100980,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59381810,CPAR2_100990,CPAR2_100990,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381811,CPAR2_101000,CPAR2_101000,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381812,CPAR2_101010,CPAR2_101010,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381813,CPAR2_101020,CPAR2_101020,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381814,CPAR2_101030,CPAR2_101030,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381815,CPAR2_101040,CPAR2_101040,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381816,CPAR2_101050,CPAR2_101050,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381817,CPAR2_101060,CPAR2_101060,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381818,CPAR2_101070,CPAR2_101070,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381819,CPAR2_101080,CPAR2_101080,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381820,CPAR2_101090,CPAR2_101090,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381821,CPAR2_101100,CPAR2_101100,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381822,CPAR2_101110,CPAR2_101110,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381823,CPAR2_101120,CPAR2_101120,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381824,CPAR2_101130,CPAR2_101130,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381825,CPAR2_101140,CPAR2_101140,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381826,CPAR2_101150,CPAR2_101150,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381827,CPAR2_101160,CPAR2_101160,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381828,CPAR2_101170,CPAR2_101170,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381829,CPAR2_101180,CPAR2_101180,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381830,CPAR2_101190,CPAR2_101190,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381831,CPAR2_101200,CPAR2_101200,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381832,CPAR2_101210,CPAR2_101210,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59381833,CPAR2_101220,CPAR2_101220,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381834,CPAR2_101230,CPAR2_101230,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381835,CPAR2_101240,CPAR2_101240,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381836,CPAR2_101250,CPAR2_101250,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381837,CPAR2_101260,CPAR2_101260,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381838,CPAR2_101270,CPAR2_101270,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381839,CPAR2_101280,CPAR2_101280,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381840,CPAR2_101290,CPAR2_101290,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381841,CPAR2_101300,CPAR2_101300,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59381842,CPAR2_101310,CPAR2_101310,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381843,CPAR2_101320,CPAR2_101320,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381844,CPAR2_101330,CPAR2_101330,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381845,CPAR2_101340,CPAR2_101340,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381846,CPAR2_101350,CPAR2_101350,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381847,CPAR2_101360,CPAR2_101360,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381848,CPAR2_101370,CPAR2_101370,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381849,CPAR2_101380,CPAR2_101380,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381850,CPAR2_101390,CPAR2_101390,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381851,CPAR2_101400,CPAR2_101400,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381852,CPAR2_101410,CPAR2_101410,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381853,CPAR2_101420,CPAR2_101420,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381854,CPAR2_101430,CPAR2_101430,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381855,CPAR2_101440,CPAR2_101440,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381856,CPAR2_101450,CPAR2_101450,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381857,CPAR2_101460,CPAR2_101460,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381858,CPAR2_101470,CPAR2_101470,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381859,CPAR2_101480,CPAR2_101480,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381860,CPAR2_101490,CPAR2_101490,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59381861,CPAR2_101500,CPAR2_101500,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381862,CPAR2_101510,CPAR2_101510,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59381863,CPAR2_101520,CPAR2_101520,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59381864,CPAR2_101530,CPAR2_101530,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
