#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5480,59383350,CPAR2_205890,CPAR2_205890,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383351,CPAR2_205900,CPAR2_205900,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383352,CPAR2_205910,CPAR2_205910,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383353,CPAR2_205920,CPAR2_205920,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383354,CPAR2_205930,CPAR2_205930,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383355,CPAR2_205940,CPAR2_205940,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383356,CPAR2_205950,CPAR2_205950,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383357,CPAR2_205960,CPAR2_205960,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383358,CPAR2_205970,CPAR2_205970,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383359,CPAR2_205980,CPAR2_205980,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383360,CPAR2_205990,CPAR2_205990,-,-,Unknown,-,BCR1,protein-coding,-,-,-,BCR1,20210424,-
5480,59383361,CPAR2_206000,CPAR2_206000,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383362,CPAR2_206010,CPAR2_206010,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383363,CPAR2_206020,CPAR2_206020,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383364,CPAR2_206030,CPAR2_206030,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383365,CPAR2_206040,CPAR2_206040,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383366,CPAR2_206050,CPAR2_206050,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383367,CPAR2_206060,CPAR2_206060,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383368,CPAR2_206070,CPAR2_206070,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383369,CPAR2_206080,CPAR2_206080,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383370,CPAR2_206090,CPAR2_206090,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383371,CPAR2_206100,CPAR2_206100,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383372,CPAR2_206110,CPAR2_206110,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383373,CPAR2_206120,CPAR2_206120,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383374,CPAR2_206130,CPAR2_206130,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383375,CPAR2_206140,CPAR2_206140,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383376,CPAR2_206150,CPAR2_206150,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383377,CPAR2_206160,CPAR2_206160,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383378,CPAR2_206170,CPAR2_206170,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383379,CPAR2_206180,CPAR2_206180,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383380,CPAR2_206190,CPAR2_206190,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383381,CPAR2_206200,CPAR2_206200,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383382,CPAR2_206210,CPAR2_206210,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383383,CPAR2_206220,CPAR2_206220,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383384,CPAR2_206230,CPAR2_206230,-,-,Unknown,-,pseudo,pseudo,-,-,-,-,20201029,-
5480,59383385,CPAR2_206240,CPAR2_206240,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383386,CPAR2_206250,CPAR2_206250,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383387,CPAR2_206270,CPAR2_206270,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383388,CPAR2_206280,CPAR2_206280,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383389,CPAR2_206290,CPAR2_206290,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383390,CPAR2_206300,CPAR2_206300,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383391,CPAR2_206310,CPAR2_206310,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383392,CPAR2_206320,CPAR2_206320,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383393,CPAR2_206330,CPAR2_206330,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383394,CPAR2_206340,CPAR2_206340,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383395,CPAR2_206350,CPAR2_206350,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383396,CPAR2_206360,CPAR2_206360,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383397,CPAR2_206370,CPAR2_206370,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383398,CPAR2_206380,CPAR2_206380,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383399,CPAR2_206390,CPAR2_206390,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383400,CPAR2_206400,CPAR2_206400,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383401,CPAR2_206410,CPAR2_206410,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383402,CPAR2_206420,CPAR2_206420,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383403,CPAR2_206430,CPAR2_206430,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383404,CPAR2_206440,CPAR2_206440,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383405,CPAR2_206450,CPAR2_206450,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383406,CPAR2_206460,CPAR2_206460,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383407,CPAR2_206470,CPAR2_206470,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383408,CPAR2_206480,CPAR2_206480,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383409,CPAR2_206490,CPAR2_206490,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383410,CPAR2_206500,CPAR2_206500,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383411,CPAR2_206510,CPAR2_206510,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383412,CPAR2_206520,CPAR2_206520,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383413,CPAR2_206530,CPAR2_206530,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383414,CPAR2_206540,CPAR2_206540,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383415,CPAR2_206550,CPAR2_206550,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383416,CPAR2_206560,CPAR2_206560,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383417,CPAR2_206570,CPAR2_206570,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383418,CPAR2_206580,CPAR2_206580,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383419,CPAR2_206590,CPAR2_206590,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383420,CPAR2_206600,CPAR2_206600,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383421,CPAR2_206610,CPAR2_206610,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383422,CPAR2_206620,CPAR2_206620,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383423,CPAR2_206630,CPAR2_206630,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383424,CPAR2_206640,CPAR2_206640,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383425,CPAR2_206650,CPAR2_206650,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383426,CPAR2_206660,CPAR2_206660,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383427,CPAR2_206670,CPAR2_206670,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383428,CPAR2_206680,CPAR2_206680,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383429,CPAR2_206690,CPAR2_206690,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383430,CPAR2_206700,CPAR2_206700,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383431,CPAR2_206710,CPAR2_206710,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383432,CPAR2_206720,CPAR2_206720,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383433,CPAR2_206730,CPAR2_206730,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383434,CPAR2_206740,CPAR2_206740,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383435,CPAR2_206750,CPAR2_206750,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383436,CPAR2_206760,CPAR2_206760,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383437,CPAR2_206770,CPAR2_206770,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383438,CPAR2_206780,CPAR2_206780,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383439,CPAR2_206790,CPAR2_206790,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383440,CPAR2_206800,CPAR2_206800,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383441,CPAR2_206810,CPAR2_206810,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383442,CPAR2_206820,CPAR2_206820,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383443,CPAR2_206830,CPAR2_206830,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383444,CPAR2_206840,CPAR2_206840,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383445,CPAR2_206850,CPAR2_206850,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383446,CPAR2_206860,CPAR2_206860,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383447,CPAR2_206870,CPAR2_206870,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383448,CPAR2_206880,CPAR2_206880,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383449,CPAR2_206890,CPAR2_206890,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383450,CPAR2_206900,CPAR2_206900,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383451,CPAR2_206910,CPAR2_206910,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383452,CPAR2_206920,CPAR2_206920,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383453,CPAR2_206930,CPAR2_206930,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383454,CPAR2_206940,CPAR2_206940,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383455,CPAR2_206950,CPAR2_206950,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383456,CPAR2_206960,CPAR2_206960,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383457,CPAR2_206970,CPAR2_206970,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383458,CPAR2_206980,CPAR2_206980,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383459,CPAR2_206990,CPAR2_206990,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383460,CPAR2_207000,CPAR2_207000,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383461,CPAR2_207010,CPAR2_207010,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383462,CPAR2_207020,CPAR2_207020,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383463,CPAR2_207030,CPAR2_207030,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383464,CPAR2_207040,CPAR2_207040,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383465,CPAR2_207050,CPAR2_207050,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383466,CPAR2_207060,CPAR2_207060,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383467,CPAR2_207070,CPAR2_207070,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383468,CPAR2_207080,CPAR2_207080,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383469,CPAR2_207090,CPAR2_207090,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383470,CPAR2_207100,CPAR2_207100,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383471,CPAR2_207110,CPAR2_207110,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383472,CPAR2_207120,CPAR2_207120,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383473,CPAR2_207130,CPAR2_207130,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383474,CPAR2_207140,CPAR2_207140,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383475,CPAR2_207150,CPAR2_207150,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383476,CPAR2_207160,CPAR2_207160,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383477,CPAR2_207170,CPAR2_207170,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383478,CPAR2_207180,CPAR2_207180,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383479,CPAR2_207190,CPAR2_207190,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383480,CPAR2_207200,CPAR2_207200,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383481,CPAR2_207210,CPAR2_207210,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383482,CPAR2_207220,CPAR2_207220,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383483,CPAR2_207230,CPAR2_207230,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383484,CPAR2_207240,CPAR2_207240,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383485,CPAR2_207250,CPAR2_207250,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383486,CPAR2_207260,CPAR2_207260,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383487,CPAR2_207270,CPAR2_207270,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383488,CPAR2_207280,CPAR2_207280,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383489,CPAR2_207290,CPAR2_207290,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383490,CPAR2_207300,CPAR2_207300,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383491,CPAR2_207310,CPAR2_207310,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383492,CPAR2_207320,CPAR2_207320,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383493,CPAR2_207330,CPAR2_207330,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383494,CPAR2_207340,CPAR2_207340,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383495,CPAR2_207350,CPAR2_207350,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383496,CPAR2_207360,CPAR2_207360,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383497,CPAR2_207370,CPAR2_207370,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383498,CPAR2_207380,CPAR2_207380,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383499,CPAR2_207390,CPAR2_207390,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383500,CPAR2_207400,CPAR2_207400,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383501,CPAR2_207410,CPAR2_207410,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383502,CPAR2_207420,CPAR2_207420,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383503,CPAR2_207430,CPAR2_207430,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383504,CPAR2_207440,CPAR2_207440,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383505,CPAR2_207450,CPAR2_207450,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383506,CPAR2_207460,CPAR2_207460,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383507,CPAR2_207470,CPAR2_207470,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383508,CPAR2_207480,CPAR2_207480,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383509,CPAR2_207490,CPAR2_207490,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383510,CPAR2_207500,CPAR2_207500,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383511,CPAR2_207510,CPAR2_207510,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383512,CPAR2_207520,CPAR2_207520,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383513,CPAR2_207530,CPAR2_207530,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383514,CPAR2_207540,CPAR2_207540,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383515,CPAR2_207550,CPAR2_207550,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383516,CPAR2_207560,CPAR2_207560,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383517,CPAR2_207570,CPAR2_207570,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383518,CPAR2_207580,CPAR2_207580,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383519,CPAR2_207590,CPAR2_207590,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383520,CPAR2_207600,CPAR2_207600,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383521,CPAR2_207610,CPAR2_207610,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383522,CPAR2_207620,CPAR2_207620,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383523,CPAR2_207630,CPAR2_207630,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383524,CPAR2_207640,CPAR2_207640,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383525,CPAR2_207650,CPAR2_207650,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383526,CPAR2_207660,CPAR2_207660,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383527,CPAR2_207670,CPAR2_207670,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383528,CPAR2_207680,CPAR2_207680,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383529,CPAR2_207690,CPAR2_207690,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383530,CPAR2_207700,CPAR2_207700,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383531,CPAR2_207710,CPAR2_207710,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383532,CPAR2_207720,CPAR2_207720,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383533,CPAR2_207730,CPAR2_207730,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383534,CPAR2_207740,CPAR2_207740,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383535,CPAR2_207750,CPAR2_207750,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383536,CPAR2_207760,CPAR2_207760,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383537,CPAR2_207770,CPAR2_207770,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383538,CPAR2_207780,CPAR2_207780,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383539,CPAR2_207790,CPAR2_207790,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383540,CPAR2_207800,CPAR2_207800,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5480,59383541,CPAR2_207810,CPAR2_207810,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5480,59383542,CPAR2_207820,CPAR2_207820,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
