#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
170924,44790479,psbA,HCR96_pgp086,-,-,-,-,photosystem II protein D1,protein-coding,-,-,-,photosystem II protein D1,20210129,-
170924,44790480,trnK-UUU,HCR96_pgt002,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
170924,44790481,matK,HCR96_pgp085,-,-,-,-,maturase K,protein-coding,-,-,-,maturase K,20200327,-
170924,44790482,rps16,HCR96_pgp084,-,-,-,-,ribosomal protein S16,protein-coding,-,-,-,ribosomal protein S16,20210212,-
170924,44790483,trnQ-UUG,HCR96_pgt003,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
170924,44790484,psbK,HCR96_pgp083,-,-,-,-,photosystem II protein K,protein-coding,-,-,-,photosystem II protein K,20210327,-
170924,44790485,psbI,HCR96_pgp082,-,-,-,-,photosystem II protein I,protein-coding,-,-,-,photosystem II protein I,20200327,-
170924,44790486,trnS-GCU,HCR96_pgt004,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
170924,44790487,trnG-UCC,HCR96_pgt005,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
170924,44790488,trnR-UCU,HCR96_pgt006,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
170924,44790489,atpA,HCR96_pgp081,-,-,-,-,ATP synthase CF1 alpha subunit,protein-coding,-,-,-,ATP synthase CF1 alpha subunit,20200327,-
170924,44790490,atpF,HCR96_pgp080,-,-,-,-,ATP synthase CF0 subunit I,protein-coding,-,-,-,ATP synthase CF0 subunit I,20200327,-
170924,44790491,atpH,HCR96_pgp079,-,-,-,-,ATP synthase CF0 subunit III,protein-coding,-,-,-,ATP synthase CF0 subunit III,20200801,-
170924,44790492,atpI,HCR96_pgp078,-,-,-,-,ATP synthase CF0 subunit IV,protein-coding,-,-,-,ATP synthase CF0 subunit IV,20200327,-
170924,44790493,rps2,HCR96_pgp077,-,-,-,-,ribosomal protein S2,protein-coding,-,-,-,ribosomal protein S2,20210212,-
170924,44790494,rpoC2,HCR96_pgp076,-,-,-,-,RNA polymerase beta' subunit,protein-coding,-,-,-,RNA polymerase beta' subunit,20200327,-
170924,44790495,rpoC1,HCR96_pgp075,-,-,-,-,RNA polymerase beta,protein-coding,-,-,-,RNA polymerase beta,20200327,-
170924,44790496,rpoB,HCR96_pgp074,-,-,-,-,RNA polymerase beta subunit,protein-coding,-,-,-,RNA polymerase beta subunit,20210212,-
170924,44790497,trnC-GCA,HCR96_pgt007,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
170924,44790498,petN,HCR96_pgp073,-,-,-,-,cytochrome b6/f complex subunit VIII,protein-coding,-,-,-,cytochrome b6/f complex subunit VIII,20200801,-
170924,44790499,psbM,HCR96_pgp072,-,-,-,-,photosystem II protein M,protein-coding,-,-,-,photosystem II protein M,20200327,-
170924,44790500,trnD-GUC,HCR96_pgt008,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
170924,44790501,trnY-GUA,HCR96_pgt009,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
