#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
418784,36565794,C7M61_002405,C7M61_002405,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565795,C7M61_002406,C7M61_002406,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565796,C7M61_002407,C7M61_002407,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565797,C7M61_002408,C7M61_002408,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565798,C7M61_002409,C7M61_002409,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565799,C7M61_002410,C7M61_002410,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565800,C7M61_002411,C7M61_002411,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565801,C7M61_002412,C7M61_002412,-,-,Unknown,-,ribosomal protein S16,protein-coding,-,-,-,ribosomal protein S16,20200919,-
418784,36565802,C7M61_002413,C7M61_002413,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565803,C7M61_002414,C7M61_002414,-,-,Unknown,-,60S acidic ribosomal protein P0,protein-coding,-,-,-,60S acidic ribosomal protein P0,20200919,-
418784,36565804,C7M61_002415,C7M61_002415,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565805,C7M61_002416,C7M61_002416,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565806,C7M61_002417,C7M61_002417,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565807,C7M61_002418,C7M61_002418,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565808,C7M61_002419,C7M61_002419,-,-,Unknown,-,translation initiation factor RLI1,protein-coding,-,-,-,translation initiation factor RLI1,20200919,-
418784,36565809,C7M61_002420,C7M61_002420,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565810,C7M61_002421,C7M61_002421,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565811,C7M61_002422,C7M61_002422,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565812,C7M61_002423,C7M61_002423,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565813,C7M61_002424,C7M61_002424,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565814,C7M61_002425,C7M61_002425,-,-,Unknown,-,U3 small nucleolar ribonucleoprotein IMP3,protein-coding,-,-,-,U3 small nucleolar ribonucleoprotein IMP3,20200919,-
418784,36565815,C7M61_002426,C7M61_002426,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565816,C7M61_002427,C7M61_002427,-,-,Unknown,-,50S ribosomal protein L3,protein-coding,-,-,-,50S ribosomal protein L3,20200919,-
418784,36565817,C7M61_002428,C7M61_002428,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565818,C7M61_002429,C7M61_002429,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565819,C7M61_002430,C7M61_002430,-,-,Unknown,-,"malate dehydrogenase, cytoplasmic",protein-coding,-,-,-,"malate dehydrogenase, cytoplasmic",20200919,-
418784,36565820,C7M61_002431,C7M61_002431,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565821,C7M61_002432,C7M61_002432,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565822,C7M61_002433,C7M61_002433,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565823,C7M61_002434,C7M61_002434,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565824,C7M61_002435,C7M61_002435,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565825,C7M61_002436,C7M61_002436,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565826,C7M61_002437,C7M61_002437,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565827,C7M61_002438,C7M61_002438,-,-,Unknown,-,argininosuccinate synthase,protein-coding,-,-,-,argininosuccinate synthase,20200919,-
418784,36565828,C7M61_002439,C7M61_002439,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565829,C7M61_002440,C7M61_002440,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565830,C7M61_002441,C7M61_002441,-,-,Unknown,-,hydroxyacylglutathione hydrolase,protein-coding,-,-,-,hydroxyacylglutathione hydrolase,20200919,-
418784,36565831,C7M61_002442,C7M61_002442,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565832,C7M61_002443,C7M61_002443,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565833,C7M61_002444,C7M61_002444,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565834,C7M61_002445,C7M61_002445,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565835,C7M61_002446,C7M61_002446,-,-,Unknown,-,arsenical-resistance protein,protein-coding,-,-,-,arsenical-resistance protein,20200919,-
418784,36565836,C7M61_002447,C7M61_002447,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565837,C7M61_002448,C7M61_002448,-,-,Unknown,-,"V-type ATPase, G subunit",protein-coding,-,-,-,"V-type ATPase, G subunit",20200919,-
418784,36565838,C7M61_002449,C7M61_002449,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565839,C7M61_002450,C7M61_002450,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565840,C7M61_002451,C7M61_002451,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565841,C7M61_002452,C7M61_002452,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
418784,36565842,C7M61_002453,C7M61_002453,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565843,C7M61_002454,C7M61_002454,-,-,Unknown,-,glutamate-tRNA ligase,protein-coding,-,-,-,glutamate-tRNA ligase,20200919,-
418784,36565844,C7M61_002455,C7M61_002455,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565845,C7M61_002456,C7M61_002456,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565846,C7M61_002457,C7M61_002457,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565847,C7M61_002458,C7M61_002458,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565848,C7M61_002459,C7M61_002459,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565849,C7M61_002460,C7M61_002460,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565850,C7M61_002461,C7M61_002461,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565851,C7M61_002462,C7M61_002462,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565852,C7M61_002463,C7M61_002463,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565853,C7M61_002464,C7M61_002464,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565854,C7M61_002465,C7M61_002465,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565855,C7M61_002466,C7M61_002466,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565856,C7M61_002467,C7M61_002467,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565857,C7M61_002468,C7M61_002468,-,-,Unknown,-,protein URE2,protein-coding,-,-,-,protein URE2,20200919,-
418784,36565858,C7M61_002469,C7M61_002469,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565859,C7M61_002470,C7M61_002470,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565860,C7M61_002471,C7M61_002471,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565861,C7M61_002472,C7M61_002472,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565862,C7M61_002473,C7M61_002473,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565863,C7M61_002474,C7M61_002474,-,-,Unknown,-,phenylalanine-tRNA ligase beta subunit,protein-coding,-,-,-,phenylalanine-tRNA ligase beta subunit,20200919,-
418784,36565864,C7M61_002475,C7M61_002475,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565865,C7M61_002476,C7M61_002476,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565866,C7M61_002477,C7M61_002477,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565867,C7M61_002478,C7M61_002478,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565868,C7M61_002479,C7M61_002479,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565869,C7M61_002480,C7M61_002480,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565870,C7M61_002481,C7M61_002481,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565871,C7M61_002482,C7M61_002482,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565872,C7M61_002483,C7M61_002483,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565873,C7M61_002484,C7M61_002484,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565874,C7M61_002485,C7M61_002485,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36565875,C7M61_002486,C7M61_002486,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
