#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
205073,35454421,matK,C2H39_pgp081,-,-,-,-,maturase K,protein-coding,-,-,-,-,20180221,-
205073,35454422,rps16,C2H39_pgp080,-,-,-,-,ribosomal protein S16,protein-coding,-,-,-,-,20180221,-
205073,35454423,trnQ-UUG,C2H39_pgt003,-,-,-,-,tRNA,tRNA,-,-,-,-,20180220,-
205073,35454424,trnK-UUU,C2H39_pgt002,-,-,-,-,tRNA,tRNA,-,-,-,-,20180220,-
205073,35454425,psbA,C2H39_pgp082,-,-,-,-,photosystem II protein D1,protein-coding,-,-,-,-,20180221,-
205073,35454426,atpF,C2H39_pgp076,-,-,-,-,ATP synthase CF0 B subunit,protein-coding,-,-,-,-,20180221,-
205073,35454427,trnR-UCU,C2H39_pgt006,-,-,-,-,tRNA,tRNA,-,-,-,-,20180220,-
205073,35454428,psbI,C2H39_pgp078,-,-,-,-,photosystem II protein I,protein-coding,-,-,-,-,20180221,-
205073,35454429,trnS-GGA,C2H39_pgt004,-,-,-,-,tRNA,tRNA,-,-,-,-,20180220,-
205073,35454430,trnG-UCC,C2H39_pgt005,-,-,-,-,tRNA,tRNA,-,-,-,-,20180220,-
205073,35454431,psbK,C2H39_pgp079,-,-,-,-,photosystem II protein K,protein-coding,-,-,-,-,20180221,-
205073,35454432,atpA,C2H39_pgp077,-,-,-,-,ATP synthase CF1 alpha subunit,protein-coding,-,-,-,-,20180221,-
205073,35454433,rpoC1,C2H39_pgp071,-,-,-,-,RNA polymerase beta' subunit,protein-coding,-,-,-,-,20180221,-
205073,35454434,atpH,C2H39_pgp075,-,-,-,-,ATP synthase CF0 C subunit,protein-coding,-,-,-,-,20180221,-
205073,35454435,rps2,C2H39_pgp073,-,-,-,-,ribosomal protein S2,protein-coding,-,-,-,-,20180221,-
205073,35454436,rpoC2,C2H39_pgp072,-,-,-,-,RNA polymerase beta'' subunit,protein-coding,-,-,-,-,20180221,-
205073,35454437,atpI,C2H39_pgp074,-,-,-,-,ATP synthase CF0 A subunit,protein-coding,-,-,-,-,20180221,-
205073,35454438,trnC-GCA,C2H39_pgt007,-,-,-,-,tRNA,tRNA,-,-,-,-,20180220,-
205073,35454439,rpoB,C2H39_pgp070,-,-,-,-,RNA polymerase beta subunit,protein-coding,-,-,-,-,20180221,-
205073,35454440,petN,C2H39_pgp069,ycf6,-,-,-,cytochrome b6/f complex subunit VIII,protein-coding,-,-,-,-,20180221,-
205073,35454441,trnS-UGA,C2H39_pgt012,-,-,-,-,tRNA,tRNA,-,-,-,-,20180220,-
205073,35454442,psbC,C2H39_pgp066,-,-,-,-,photosystem II 44 kDa protein,protein-coding,-,-,-,-,20180221,-
205073,35454443,trnD-GUC,C2H39_pgt008,-,-,-,-,tRNA,tRNA,-,-,-,-,20180220,-
205073,35454444,psbM,C2H39_pgp068,-,-,-,-,photosystem II protein M,protein-coding,-,-,-,-,20190608,-
205073,35454445,trnE-UUC,C2H39_pgt010,-,-,-,-,tRNA,tRNA,-,-,-,-,20180220,-
205073,35454446,trnT,C2H39_pgt011,-,-,-,-,tRNA,tRNA,-,-,-,-,20180220,-
205073,35454447,trnY-GUA,C2H39_pgt009,-,-,-,-,tRNA,tRNA,-,-,-,-,20180220,-
205073,35454448,psbD,C2H39_pgp067,-,-,-,-,photosystem II protein D2,protein-coding,-,-,-,-,20180221,-
205073,35454449,ycf3,C2H39_pgp061,-,-,-,-,photosystem I assembly protein Ycf3,protein-coding,-,-,-,-,20180221,-
205073,35454450,psaA,C2H39_pgp062,-,-,-,-,photosystem I P700 chlorophyll a apoprotein A1,protein-coding,-,-,-,-,20180221,-
205073,35454451,psaB,C2H39_pgp063,-,-,-,-,photosystem I P700 chlorophyll a apoprotein A2,protein-coding,-,-,-,-,20180221,-
205073,35454452,trnG-GCC,C2H39_pgt013,-,-,-,-,tRNA,tRNA,-,-,-,-,20180220,-
205073,35454453,psbZ,C2H39_pgp065,-,-,-,-,photosystem II protein Z,protein-coding,-,-,-,-,20180221,-
