#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
121839,37507877,trnQ(ttg),DXE72_mgt02,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507878,trnM(cat),DXE72_mgt03,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507879,ND2,DXE72_mgp13,-,-,MT,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,NADH dehydrogenase subunit 2,20181013,-
121839,37507880,trnW(tca),DXE72_mgt04,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507881,trnC(gca),DXE72_mgt05,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507882,trnY(gta),DXE72_mgt06,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507883,COX1,DXE72_mgp12,-,-,MT,-,cytochrome c oxidase subunit I,protein-coding,-,-,-,cytochrome c oxidase subunit I,20181013,-
121839,37507884,trnL2(taa),DXE72_mgt07,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507885,COX2,DXE72_mgp11,-,-,MT,-,cytochrome c oxidase subunit II,protein-coding,-,-,-,cytochrome c oxidase subunit II,20181013,-
121839,37507886,trnK(ctt),DXE72_mgt08,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507887,trnD(gtc),DXE72_mgt09,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507888,ATP8,DXE72_mgp10,-,-,MT,-,ATP synthase F0 subunit 8,protein-coding,-,-,-,ATP synthase F0 subunit 8,20180814,-
121839,37507889,ATP6,DXE72_mgp09,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,ATP synthase F0 subunit 6,20181013,-
121839,37507890,COX3,DXE72_mgp08,-,-,MT,-,cytochrome c oxidase subunit III,protein-coding,-,-,-,cytochrome c oxidase subunit III,20181013,-
121839,37507891,trnG(tcc),DXE72_mgt10,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507892,ND3,DXE72_mgp07,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,NADH dehydrogenase subunit 3,20181013,-
121839,37507893,trnA(tgc),DXE72_mgt11,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507894,trnR(tcg),DXE72_mgt12,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507895,trnN(gtt),DXE72_mgt13,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507896,trnS1(gct),DXE72_mgt14,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507897,trnE,DXE72_mgt15,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507898,ND5,DXE72_mgp06,-,-,MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,NADH dehydrogenase subunit 5,20181013,-
121839,37507899,trnH(gtg),DXE72_mgt17,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507900,ND4,DXE72_mgp05,-,-,MT,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,NADH dehydrogenase subunit 4,20181013,-
121839,37507901,ND4L,DXE72_mgp04,-,-,MT,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,NADH dehydrogenase subunit 4L,20181013,-
121839,37507902,trnT(tgt),DXE72_mgt18,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507903,trnP(tgg),DXE72_mgt19,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507904,ND6,DXE72_mgp03,-,-,MT,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,NADH dehydrogenase subunit 6,20181013,-
121839,37507905,CYTB,DXE72_mgp02,-,-,MT,-,cytochrome b,protein-coding,-,-,-,cytochrome b,20181013,-
121839,37507906,trnS2(tga),DXE72_mgt20,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507907,ND1,DXE72_mgp01,-,-,MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,NADH dehydrogenase subunit 1,20181013,-
121839,37507908,trnL1(tag),DXE72_mgt21,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507909,rrnL,DXE72_mgr02,-,-,MT,-,16S ribosomal RNA,rRNA,-,-,-,-,20200908,-
121839,37507910,trnV(tac),DXE72_mgt22,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507911,rrnS,DXE72_mgr01,-,-,MT,-,12S ribosomal RNA,rRNA,-,-,-,-,20200908,-
121839,37507912,trnI(gat),DXE72_mgt01,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
121839,37507913,trnF(gaa),DXE72_mgt16,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
