#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1051616,26834848,atp9,AYB92_gp14,-,-,MT,-,ATP synthase F0 subunit 9,protein-coding,-,-,-,ATP synthase F0 subunit 9,20210417,-
1051616,39610662,D7B24_006973,D7B24_006973,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610663,D7B24_006974,D7B24_006974,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200909,-
1051616,39610664,D7B24_006975,D7B24_006975,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610665,D7B24_006976,D7B24_006976,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610666,D7B24_006977,D7B24_006977,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200909,-
1051616,39610667,D7B24_006978,D7B24_006978,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610668,D7B24_006979,D7B24_006979,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610669,D7B24_006980,D7B24_006980,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610670,HSP90,D7B24_006981,-,-,Unknown,-,heat shock protein 90,protein-coding,-,-,-,heat shock protein 90,20200515,-
1051616,39610671,D7B24_006982,D7B24_006982,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610672,VPS5,D7B24_006983,-,-,Unknown,-,Vacuolar protein sorting-associated protein 5,protein-coding,-,-,-,Vacuolar protein sorting-associated protein 5,20200515,-
1051616,39610673,D7B24_006984,D7B24_006984,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610674,TAF5,D7B24_006985,-,-,Unknown,-,Transcription initiation factor TFIID subunit 5,protein-coding,-,-,-,Transcription initiation factor TFIID subunit 5,20200515,-
1051616,39610675,D7B24_006986,D7B24_006986,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610676,D7B24_006987,D7B24_006987,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610677,BBP1,D7B24_006988,-,-,Unknown,-,Branchpoint-bridging protein,protein-coding,-,-,-,Branchpoint-bridging protein,20200515,-
1051616,39610678,D7B24_006989,D7B24_006989,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610679,D7B24_006990,D7B24_006990,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610680,D7B24_006991,D7B24_006991,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610681,D7B24_006992,D7B24_006992,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610682,D7B24_006993,D7B24_006993,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610683,TIF11,D7B24_006994,-,-,Unknown,-,Translation initiation factor 1A,protein-coding,-,-,-,Translation initiation factor 1A,20200515,-
1051616,39610684,D7B24_006995,D7B24_006995,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610685,CHS5,D7B24_006996,-,-,Unknown,-,"Chitin synthase, class 5",protein-coding,-,-,-,"Chitin synthase, class 5",20200515,-
1051616,39610686,D7B24_006997,D7B24_006997,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610687,D7B24_006998,D7B24_006998,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610688,D7B24_006999,D7B24_006999,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610689,D7B24_007000,D7B24_007000,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610690,D7B24_007001,D7B24_007001,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610691,MRS2,D7B24_007002,-,-,Unknown,-,magnesium ion transporter,protein-coding,-,-,-,magnesium ion transporter,20200515,-
1051616,39610692,D7B24_007003,D7B24_007003,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610693,EFR3,D7B24_007004,-,-,Unknown,-,plasma membrane localization protein,protein-coding,-,-,-,plasma membrane localization protein,20200515,-
1051616,39610694,KEL2,D7B24_007005,-,-,Unknown,-,Negative regulator of mitotic exit,protein-coding,-,-,-,Negative regulator of mitotic exit,20200515,-
1051616,39610695,D7B24_007006,D7B24_007006,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610696,D7B24_007007,D7B24_007007,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610697,D7B24_007008,D7B24_007008,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1051616,39610698,D7B24_007009,D7B24_007009,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610699,D7B24_007010,D7B24_007010,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610700,D7B24_007011,D7B24_007011,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610701,D7B24_007012,D7B24_007012,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610702,D7B24_007013,D7B24_007013,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610703,D7B24_007014,D7B24_007014,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610704,D7B24_007015,D7B24_007015,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610705,D7B24_007016,D7B24_007016,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610706,D7B24_007017,D7B24_007017,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610707,D7B24_007018,D7B24_007018,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610708,D7B24_007019,D7B24_007019,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610709,D7B24_007020,D7B24_007020,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610710,D7B24_007021,D7B24_007021,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610711,D7B24_007022,D7B24_007022,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610712,D7B24_007023,D7B24_007023,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610713,D7B24_007024,D7B24_007024,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610714,ATPAF2,D7B24_007025,-,-,Unknown,-,ATP synthase mitochondrial F1 complex assembly factor 2,protein-coding,-,-,-,ATP synthase mitochondrial F1 complex assembly factor 2,20200515,-
1051616,39610715,D7B24_007026,D7B24_007026,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610716,D7B24_007027,D7B24_007027,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610717,SPO14,D7B24_007028,-,-,Unknown,-,Phospholipase D1,protein-coding,-,-,-,Phospholipase D1,20200515,-
1051616,39610718,TUB4,D7B24_007029,-,-,Unknown,-,gamma-tubulin,protein-coding,-,-,-,gamma-tubulin,20200515,-
1051616,39610719,D7B24_007030,D7B24_007030,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610720,D7B24_007031,D7B24_007031,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610721,D7B24_007032,D7B24_007032,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610722,D7B24_007033,D7B24_007033,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610723,D7B24_007034,D7B24_007034,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610724,D7B24_007035,D7B24_007035,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610725,UGT8,D7B24_007036,-,-,Unknown,-,UDP glycosyltransferase 8,protein-coding,-,-,-,UDP glycosyltransferase 8,20200515,-
1051616,39610726,D7B24_007037,D7B24_007037,-,-,Unknown,-,Type I Iterative Polyketide synthase (PKS),protein-coding,-,-,-,Type I Iterative Polyketide synthase (PKS),20200515,-
1051616,39610727,D7B24_007038,D7B24_007038,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610728,D7B24_007039,D7B24_007039,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610729,D7B24_007040,D7B24_007040,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610730,D7B24_007041,D7B24_007041,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610731,D7B24_007042,D7B24_007042,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610732,D7B24_007043,D7B24_007043,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610733,MAP2,D7B24_007044,-,-,Unknown,-,Methionine aminopeptidase 2,protein-coding,-,-,-,Methionine aminopeptidase 2,20200515,-
1051616,39610734,D7B24_007045,D7B24_007045,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610735,D7B24_007046,D7B24_007046,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610736,D7B24_007047,D7B24_007047,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610737,PCYT2,D7B24_007048,-,-,Unknown,-,Ethanolamine-phosphate cytidylyltransferase,protein-coding,-,-,-,Ethanolamine-phosphate cytidylyltransferase,20200515,-
1051616,39610738,D7B24_007049,D7B24_007049,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610739,GLE2,D7B24_007050,-,-,Unknown,-,RNA export factor gle2,protein-coding,-,-,-,RNA export factor gle2,20210313,-
1051616,39610740,D7B24_007051,D7B24_007051,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610741,D7B24_007052,D7B24_007052,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610742,D7B24_007053,D7B24_007053,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610743,D7B24_007054,D7B24_007054,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610744,D7B24_007055,D7B24_007055,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610745,MRPS9,D7B24_007056,-,-,Unknown,-,"37S ribosomal protein S9, mitochondrial",protein-coding,-,-,-,"37S ribosomal protein S9, mitochondrial",20200515,-
1051616,39610746,D7B24_007057,D7B24_007057,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610747,D7B24_007058,D7B24_007058,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610748,RRP36,D7B24_007059,-,-,Unknown,-,rRNA bioproteinsis protein rrp36,protein-coding,-,-,-,rRNA bioproteinsis protein rrp36,20200515,-
1051616,39610749,D7B24_007060,D7B24_007060,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610750,D7B24_007061,D7B24_007061,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610751,D7B24_007062,D7B24_007062,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610752,D7B24_007063,D7B24_007063,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610753,TRF2,D7B24_007064,-,-,Unknown,-,Transcription elongation factor SPT4,protein-coding,-,-,-,Transcription elongation factor SPT4,20200515,-
1051616,39610754,D7B24_007065,D7B24_007065,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610755,D7B24_007066,D7B24_007066,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610756,D7B24_007067,D7B24_007067,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610757,CBS1,D7B24_007068,-,-,Unknown,-,"Cytochrome B translational activator protein cbs1, mitochondrial",protein-coding,-,-,-,"Cytochrome B translational activator protein cbs1, mitochondrial",20200515,-
1051616,39610758,CNA1,D7B24_007069,-,-,Unknown,-,"3',5'-cyclic-nucleotide phosphodiesterase (PDEase) (3':5'-CNP)",protein-coding,-,-,-,"3',5'-cyclic-nucleotide phosphodiesterase (PDEase) (3':5'-CNP)",20200515,-
1051616,39610759,D7B24_007070,D7B24_007070,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610760,D7B24_007071,D7B24_007071,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610761,ECM16,D7B24_007072,-,-,Unknown,-,putative ATP-dependent RNA helicase DHR1,protein-coding,-,-,-,putative ATP-dependent RNA helicase DHR1,20200515,-
1051616,39610762,D7B24_007073,D7B24_007073,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610763,MED6,D7B24_007074,-,-,Unknown,-,Mediator of RNA polymerase II transcription subunit 6,protein-coding,-,-,-,Mediator of RNA polymerase II transcription subunit 6,20200515,-
1051616,39610764,D7B24_007075,D7B24_007075,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610765,D7B24_007076,D7B24_007076,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610766,D7B24_007077,D7B24_007077,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610767,D7B24_007078,D7B24_007078,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610768,D7B24_007079,D7B24_007079,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610769,D7B24_007080,D7B24_007080,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610770,D7B24_007081,D7B24_007081,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610771,SER1,D7B24_007082,-,-,Unknown,-,Phosphoserine transaminase,protein-coding,-,-,-,Phosphoserine transaminase,20200515,-
1051616,39610772,D7B24_007083,D7B24_007083,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610773,D7B24_007084,D7B24_007084,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610774,D7B24_007085,D7B24_007085,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610775,SEC22,D7B24_007086,-,-,Unknown,-,SNAP receptor,protein-coding,-,-,-,SNAP receptor,20200515,-
1051616,39610776,D7B24_007087,D7B24_007087,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610777,D7B24_007088,D7B24_007088,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610778,D7B24_007089,D7B24_007089,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610779,D7B24_007090,D7B24_007090,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610780,D7B24_007091,D7B24_007091,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610781,D7B24_007092,D7B24_007092,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610782,VPS55,D7B24_007093,-,-,Unknown,-,Vacuolar protein sorting-associated protein 55,protein-coding,-,-,-,Vacuolar protein sorting-associated protein 55,20200515,-
1051616,39610783,D7B24_007094,D7B24_007094,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610784,D7B24_007095,D7B24_007095,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610785,CWH41,D7B24_007096,-,-,Unknown,-,Processing alpha glucosidase I,protein-coding,-,-,-,Processing alpha glucosidase I,20200515,-
1051616,39610786,D7B24_007097,D7B24_007097,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610787,GTPBP3,D7B24_007098,-,-,Unknown,-,"tRNA modification GTPase gtpbp3, mitochondrial",protein-coding,-,-,-,"tRNA modification GTPase gtpbp3, mitochondrial",20200515,-
1051616,39610788,D7B24_007099,D7B24_007099,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610789,D7B24_007100,D7B24_007100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610790,D7B24_007101,D7B24_007101,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200909,-
1051616,39610791,D7B24_007102,D7B24_007102,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200909,-
1051616,39610792,D7B24_007103,D7B24_007103,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610793,GYP7,D7B24_007104,-,-,Unknown,-,GTPase activating protein,protein-coding,-,-,-,GTPase activating protein,20200515,-
1051616,39610794,D7B24_007105,D7B24_007105,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610795,SEC16,D7B24_007106,-,-,Unknown,-,vesicle coat component,protein-coding,-,-,-,vesicle coat component,20200515,-
1051616,39610796,NEO1,D7B24_007107,-,-,Unknown,-,putative aminophospholipid-translocase,protein-coding,-,-,-,putative aminophospholipid-translocase,20200515,-
1051616,39610797,D7B24_007108,D7B24_007108,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610798,D7B24_007109,D7B24_007109,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610799,D7B24_007110,D7B24_007110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610800,D7B24_007111,D7B24_007111,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610801,D7B24_007112,D7B24_007112,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610802,D7B24_007113,D7B24_007113,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610803,D7B24_007114,D7B24_007114,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610804,NAM2,D7B24_007115,-,-,Unknown,-,"Leucyl-tRNA synthetase, mitochondrial",protein-coding,-,-,-,"Leucyl-tRNA synthetase, mitochondrial",20200515,-
1051616,39610805,D7B24_007116,D7B24_007116,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610806,D7B24_007117,D7B24_007117,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610807,PNG1,D7B24_007118,-,-,Unknown,-,peptide-N4-(N-acetyl-beta- glucosaminyl)asparagine amidase,protein-coding,-,-,-,peptide-N4-(N-acetyl-beta- glucosaminyl)asparagine amidase,20200515,-
1051616,39610808,UTP4,D7B24_007119,-,-,Unknown,-,U3 small nucleolar RNA-associated protein,protein-coding,-,-,-,U3 small nucleolar RNA-associated protein,20200515,-
1051616,39610809,D7B24_007120,D7B24_007120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610810,D7B24_007121,D7B24_007121,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610811,D7B24_007122,D7B24_007122,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610812,D7B24_007123,D7B24_007123,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610813,D7B24_007124,D7B24_007124,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610814,D7B24_007125,D7B24_007125,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610815,D7B24_007126,D7B24_007126,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610816,D7B24_007127,D7B24_007127,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610817,D7B24_007128,D7B24_007128,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610818,D7B24_007129,D7B24_007129,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610819,D7B24_007130,D7B24_007130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610820,D7B24_007131,D7B24_007131,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610821,D7B24_007132,D7B24_007132,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610822,D7B24_007133,D7B24_007133,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610823,FPR2,D7B24_007134,-,-,Unknown,-,Peptidyl-prolyl cis-trans isomerase fpr2,protein-coding,-,-,-,Peptidyl-prolyl cis-trans isomerase fpr2,20200515,-
1051616,39610824,D7B24_007135,D7B24_007135,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610825,D7B24_007136,D7B24_007136,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1051616,39610826,D7B24_007137,D7B24_007137,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610827,D7B24_007138,D7B24_007138,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610828,D7B24_007139,D7B24_007139,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610829,ERG4_2,D7B24_007140,-,-,Unknown,-,C-24(28) sterol reductase,protein-coding,-,-,-,C-24(28) sterol reductase,20200515,-
1051616,39610830,D7B24_007141,D7B24_007141,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610831,D7B24_007142,D7B24_007142,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610832,D7B24_007143,D7B24_007143,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610833,D7B24_007144,D7B24_007144,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610834,D7B24_007145,D7B24_007145,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610835,D7B24_007146,D7B24_007146,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610836,D7B24_007147,D7B24_007147,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610837,D7B24_007148,D7B24_007148,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610838,FDFT1,D7B24_007149,-,-,Unknown,-,Farnesyl-diphosphate farnesyltransferase,protein-coding,-,-,-,Farnesyl-diphosphate farnesyltransferase,20200515,-
1051616,39610839,D7B24_007150,D7B24_007150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610840,D7B24_007151,D7B24_007151,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610841,D7B24_007152,D7B24_007152,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610842,D7B24_007153,D7B24_007153,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610843,D7B24_007154,D7B24_007154,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610844,GPI14,D7B24_007155,-,-,Unknown,-,GPI mannosyltransferase 1,protein-coding,-,-,-,GPI mannosyltransferase 1,20200515,-
1051616,39610845,D7B24_007156,D7B24_007156,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610846,D7B24_007157,D7B24_007157,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610847,D7B24_007158,D7B24_007158,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610848,RPN11,D7B24_007159,-,-,Unknown,-,multicatalytic endopeptidase,protein-coding,-,-,-,multicatalytic endopeptidase,20200515,-
1051616,39610849,RPD3,D7B24_007160,-,-,Unknown,-,histone deacetylase,protein-coding,-,-,-,histone deacetylase,20200515,-
1051616,39610850,D7B24_007161,D7B24_007161,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610851,D7B24_007162,D7B24_007162,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610852,D7B24_007163,D7B24_007163,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39610853,D7B24_007164,D7B24_007164,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
