#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2563118,40341462,trnR(UCU),FHM68_pgt005,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
2563118,40341463,trnF(GAA),FHM68_pgt017,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
2563118,40341464,rrn23,FHM68_pgr007,-,-,-,-,23S ribosomal RNA,rRNA,-,-,-,-,20200911,-
2563118,40341465,trnI(GAU),FHM68_pgt032,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
2563118,40341466,clpP,FHM68_pgp042,-,-,-,-,ATP-dependent Clp protease proteolytic subunit,protein-coding,-,-,-,ATP-dependent Clp protease proteolytic subunit,20200911,-
2563118,40341467,trnA(UGC),FHM68_pgt025,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
2563118,40341468,rrn16,FHM68_pgr001,-,-,-,-,16S ribosomal RNA,rRNA,-,-,-,-,20200911,-
2563118,40341469,atpH,FHM68_pgp081,-,-,-,-,ATP synthase CF0 C subunit,protein-coding,-,-,-,ATP synthase CF0 C subunit,20200911,-
2563118,40341470,rpoA,FHM68_pgp035,-,-,-,-,RNA polymerase alpha subunit,protein-coding,-,-,-,RNA polymerase alpha subunit,20200911,-
2563118,40341471,trnQ(UUG),FHM68_pgt002,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
2563118,40341472,petD,FHM68_pgp036,-,-,-,-,cytochrome b/f,protein-coding,-,-,-,cytochrome b/f,20200911,-
2563118,40341473,trnS(GGA),FHM68_pgt014,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
2563118,40341474,rpl23,FHM68_pgp024,-,-,-,-,ribosomal protein L23,protein-coding,-,-,-,ribosomal protein L23,20200911,-
2563118,40341475,rps3,FHM68_pgp028,-,-,-,-,ribosomal protein S3,protein-coding,-,-,-,ribosomal protein S3,20200911,-
2563118,40341476,rpoB,FHM68_pgp076,-,-,-,-,RNA polymerase beta subunit,protein-coding,-,-,-,RNA polymerase beta subunit,20200911,-
2563118,40341477,ndhH,FHM68_pgp009,-,-,-,-,NADH dehydrogenase subunit 7,protein-coding,-,-,-,NADH dehydrogenase subunit 7,20200911,-
2563118,40341478,psbB,FHM68_pgp041,-,-,-,-,photosystem II 47 kDa protein,protein-coding,-,-,-,photosystem II 47 kDa protein,20200911,-
2563118,40341479,rps7,FHM68_pgp020,-,-,-,-,ribosomal protein S7,protein-coding,-,-,-,ribosomal protein S7,20200911,-
2563118,40341480,trnL(CAA),FHM68_pgt034,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
2563118,40341481,rrn4.5,FHM68_pgr006,-,-,-,-,4.5S ribosomal RNA,rRNA,-,-,-,-,20200911,-
2563118,40341482,trnA(UGC),FHM68_pgt031,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
2563118,40341483,trnI(GAU),FHM68_pgt024,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
2563118,40341484,trnV(GAC),FHM68_pgt033,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
2563118,40341485,trnR(ACG),FHM68_pgt026,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
2563118,40341486,rrn4.5,FHM68_pgr003,-,-,-,-,4.5S ribosomal RNA,rRNA,-,-,-,-,20200911,-
2563118,40341487,rrn5,FHM68_pgr005,-,-,-,-,5S ribosomal RNA,rRNA,-,-,-,-,20200911,-
2563118,40341488,rrn23,FHM68_pgr002,-,-,-,-,23S ribosomal RNA,rRNA,-,-,-,-,20200911,-
2563118,40341489,psbZ,FHM68_pgp071,-,-,-,-,photosystem II protein Z,protein-coding,-,-,-,photosystem II protein Z,20200911,-
2563118,40341490,rps4,FHM68_pgp066,-,-,-,-,ribosomal protein S4,protein-coding,-,-,-,ribosomal protein S4,20200911,-
2563118,40341491,trnG(GCC),FHM68_pgt004,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
2563118,40341492,trnE(UUC),FHM68_pgt009,-,-,-,-,tRNA,tRNA,-,-,-,-,20200911,-
2563118,40341493,ndhB,FHM68_pgp021,-,-,-,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,NADH dehydrogenase subunit 2,20200911,-
2563118,40341494,ycf15,FHM68_pgp004,-,-,-,-,Ycf15 protein,protein-coding,-,-,-,Ycf15 protein,20200911,-
2563118,40341495,ccsA,FHM68_pgp016,-,-,-,-,cytochrome c biogenesis protein,protein-coding,-,-,-,cytochrome c biogenesis protein,20200911,-
