#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
798343,33080587,psbA,CD881_pgp001,-,-,-,-,photosystem II protein D1,protein-coding,-,-,-,-,20170908,-
798343,33080588,clpP,CD881_pgp039,-,-,-,-,clp protease proteolytic subunit,protein-coding,-,-,-,-,20170908,-
798343,33080589,trnK-UUU,CD881_pgt001,-,-,-,-,tRNA,tRNA,-,-,-,-,20170614,-
798343,33080590,matK,CD881_pgp083,-,-,-,-,maturase K,protein-coding,-,-,-,-,20170908,-
798343,33080591,rps16,CD881_pgp082,-,-,-,-,ribosomal protein S16,protein-coding,-,-,-,-,20170908,-
798343,33080592,trnQ-UUG,CD881_pgt002,-,-,-,-,tRNA,tRNA,-,-,-,-,20170614,-
798343,33080593,psbK,CD881_pgp081,-,-,-,-,photosystem II protein K,protein-coding,-,-,-,-,20170908,-
798343,33080594,psbI,CD881_pgp080,-,-,-,-,photosystem II protein I,protein-coding,-,-,-,-,20170908,-
798343,33080595,trnS-GCU,CD881_pgt003,-,-,-,-,tRNA,tRNA,-,-,-,-,20170614,-
798343,33080596,psbD,CD881_pgp079,-,-,-,-,photosystem II protein D2,protein-coding,-,-,-,-,20170908,-
798343,33080597,psbC,CD881_pgp078,-,-,-,-,photosystem II CP43 chlorophyll apoprotein,protein-coding,-,-,-,-,20170908,-
798343,33080598,trnS-UGA,CD881_pgt004,-,-,-,-,tRNA,tRNA,-,-,-,-,20170614,-
798343,33080599,psbZ,CD881_pgp077,-,-,-,-,photosystem II reaction center Z protein,protein-coding,-,-,-,-,20170908,-
798343,33080600,trnG-GCC,CD881_pgt005,-,-,-,-,tRNA,tRNA,-,-,-,-,20170614,-
798343,33080601,trnfM-CAU,CD881_pgt006,-,-,-,-,tRNA,tRNA,-,-,-,-,20170614,-
798343,33080602,trnG-UCC,CD881_pgt007,-,-,-,-,tRNA,tRNA,-,-,-,-,20170614,-
798343,33080603,trnT-GGU,CD881_pgt008,-,-,-,-,tRNA,tRNA,-,-,-,-,20170614,-
798343,33080604,trnE-UUC,CD881_pgt009,-,-,-,-,tRNA,tRNA,-,-,-,-,20170614,-
