#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
752253,63350147,rps12,J2C91_pgp044,-,-,-,-,ribosomal protein S12,protein-coding,-,-,-,ribosomal protein S12,20210529,-
752253,63350148,clpP,J2C91_pgp042,-,-,-,-,clp protease proteolytic subunit,protein-coding,-,-,-,clp protease proteolytic subunit,20210424,-
752253,63350149,psbA,J2C91_pgp001,-,-,-,-,photosystem II protein D1,protein-coding,-,-,-,photosystem II protein D1,20210424,-
752253,63350150,trnL-CAA,J2C91_pgt024,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350151,trnI-CAU,J2C91_pgt037,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350152,trnN-GUU,J2C91_pgt031,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350153,rps2,J2C91_pgp053,-,-,-,-,ribosomal protein S2,protein-coding,-,-,-,ribosomal protein S2,20210529,-
752253,63350154,rpoC1,J2C91_pgp055,-,-,-,-,RNA polymerase beta' subunit,protein-coding,-,-,-,RNA polymerase beta' subunit,20210529,-
752253,63350155,rpoC2,J2C91_pgp054,-,-,-,-,RNA polymerase beta'' subunit,protein-coding,-,-,-,RNA polymerase beta'' subunit,20210529,-
752253,63350156,rrn4.5,J2C91_pgr006,-,-,-,-,4.5S ribosomal RNA,rRNA,-,-,-,-,20210326,-
752253,63350157,trnA-UGC,J2C91_pgt033,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350158,psaB,J2C91_pgp063,-,-,-,-,photosystem I P700 chlorophyll a apoprotein A2,protein-coding,-,-,-,photosystem I P700 chlorophyll a apoprotein A2,20210424,-
752253,63350159,trnL-CAA,J2C91_pgt036,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350160,rps7,J2C91_pgp021,-,-,-,-,ribosomal protein S7,protein-coding,-,-,-,ribosomal protein S7,20210417,-
752253,63350161,rpl32,J2C91_pgp018,-,-,-,-,ribosomal protein L32,protein-coding,-,-,-,ribosomal protein L32,20210424,-
752253,63350162,rps14,J2C91_pgp062,-,-,-,-,ribosomal protein S14,protein-coding,-,-,-,ribosomal protein S14,20210424,-
752253,63350163,psaA,J2C91_pgp064,-,-,-,-,photosystem I P700 chlorophyll a apoprotein A1,protein-coding,-,-,-,photosystem I P700 chlorophyll a apoprotein A1,20210424,-
752253,63350164,psaC,J2C91_pgp015,-,-,-,-,photosystem I subunit VII,protein-coding,-,-,-,photosystem I subunit VII,20210424,-
752253,63350165,rps16,J2C91_pgp086,-,-,-,-,ribosomal protein S16,protein-coding,-,-,-,ribosomal protein S16,20210529,-
752253,63350166,psbT,J2C91_pgp040,-,-,-,-,photosystem II protein T,protein-coding,-,-,-,photosystem II protein T,20210417,-
752253,63350167,trnR-UCU,J2C91_pgt020,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350168,atpE,J2C91_pgp070,-,-,-,-,ATP synthase CF1 epsilon subunit,protein-coding,-,-,-,ATP synthase CF1 epsilon subunit,20210424,-
752253,63350169,rbcL,J2C91_pgp072,-,-,-,-,"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",protein-coding,-,-,-,"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",20210424,-
752253,63350170,trnI-GAU,J2C91_pgt026,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350171,trnV-GAC,J2C91_pgt035,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350172,trnH-GUG,J2C91_pgt038,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350173,rpl23,J2C91_pgp024,-,-,-,-,ribosomal protein L23,protein-coding,-,-,-,ribosomal protein L23,20210424,-
752253,63350174,rpoA,J2C91_pgp035,-,-,-,-,RNA polymerase alpha subunit,protein-coding,-,-,-,RNA polymerase alpha subunit,20210424,-
752253,63350175,ndhF,J2C91_pgp019,-,-,-,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,NADH dehydrogenase subunit 5,20210529,-
752253,63350176,atpB,J2C91_pgp071,-,-,-,-,ATP synthase CF1 beta subunit,protein-coding,-,-,-,ATP synthase CF1 beta subunit,20210424,-
752253,63350177,psbD,J2C91_pgp059,-,-,-,-,photosystem II protein D2,protein-coding,-,-,-,photosystem II protein D2,20210417,-
752253,63350178,petD,J2C91_pgp036,-,-,-,-,cytochrome b6/f complex subunit 4,protein-coding,-,-,-,cytochrome b6/f complex subunit 4,20210424,-
752253,63350179,rps15,J2C91_pgp009,-,-,-,-,ribosomal protein S15,protein-coding,-,-,-,ribosomal protein S15,20210529,-
752253,63350180,trnQ-UUG,J2C91_pgt002,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350181,trnK,J2C91_pgt001,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350182,trnT-GGU,J2C91_pgt015,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350183,rps11,J2C91_pgp034,-,-,-,-,ribosomal protein S11,protein-coding,-,-,-,ribosomal protein S11,20210424,-
752253,63350184,trnA-UGC,J2C91_pgt027,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350185,rrn16,J2C91_pgr001,-,-,-,-,16S ribosomal RNA,rRNA,-,-,-,-,20210326,-
752253,63350186,ndhD,J2C91_pgp016,-,-,-,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,NADH dehydrogenase subunit 4,20210529,-
752253,63350187,cemA,J2C91_pgp076,-,-,-,-,envelope membrane protein,protein-coding,-,-,-,envelope membrane protein,20210424,-
752253,63350188,rrn23,J2C91_pgr007,-,-,-,-,23S ribosomal RNA,rRNA,-,-,-,-,20210326,-
752253,63350189,trnI-GAU,J2C91_pgt034,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350190,psaJ,J2C91_pgp048,-,-,-,-,photosystem I subunit IX,protein-coding,-,-,-,photosystem I subunit IX,20210406,-
752253,63350191,ndhJ,J2C91_pgp067,-,-,-,-,NADH dehydrogenase subunit J,protein-coding,-,-,-,NADH dehydrogenase subunit J,20210424,-
752253,63350192,atpH,J2C91_pgp051,-,-,-,-,ATP synthase CF0 C subunit,protein-coding,-,-,-,ATP synthase CF0 C subunit,20210417,-
752253,63350193,atpI,J2C91_pgp052,-,-,-,-,ATP synthase CF0 A subunit,protein-coding,-,-,-,ATP synthase CF0 A subunit,20210529,-
752253,63350194,ycf4,J2C91_pgp075,-,-,-,-,photosystem I assembly protein Ycf4,protein-coding,-,-,-,photosystem I assembly protein Ycf4,20210529,-
752253,63350195,ndhC,J2C91_pgp069,-,-,-,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,NADH dehydrogenase subunit 3,20210424,-
752253,63350196,rpl22,J2C91_pgp027,-,-,-,-,ribosomal protein L22,protein-coding,-,-,-,ribosomal protein L22,20210424,-
752253,63350197,trnS-GGA,J2C91_pgt011,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350198,psaI,J2C91_pgp074,-,-,-,-,photosystem I reaction center subunit VIII,protein-coding,-,-,-,photosystem I reaction center subunit VIII,20210424,-
752253,63350199,ndhI,J2C91_pgp012,-,-,-,-,NADH dehydrogenase subunit I,protein-coding,-,-,-,NADH dehydrogenase subunit I,20210529,-
752253,63350200,J2C91_pgp011,J2C91_pgp011,-,-,-,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,NADH dehydrogenase subunit 1,20210529,-
752253,63350201,trnF-GAA,J2C91_pgt008,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350202,ndhB,J2C91_pgp006,-,-,-,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,NADH dehydrogenase subunit 2,20210424,-
752253,63350203,trnV-GAC,J2C91_pgt025,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350204,rpl36,J2C91_pgp033,-,-,-,-,ribosomal protein L36,protein-coding,-,-,-,ribosomal protein L36,20210417,-
752253,63350205,trnM-CAU,J2C91_pgt006,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350206,rpl14,J2C91_pgp030,-,-,-,-,ribosomal protein L14,protein-coding,-,-,-,ribosomal protein L14,20210424,-
752253,63350207,rps12,J2C91_pgp043,-,-,-,-,ribosomal protein S12,protein-coding,-,-,-,ribosomal protein S12,20210529,-
752253,63350208,rpl16,J2C91_pgp029,-,-,-,-,ribosomal protein L16,protein-coding,-,-,-,ribosomal protein L16,20210424,-
752253,63350209,ndhK,J2C91_pgp068,-,-,-,-,NADH dehydrogenase subunit K,protein-coding,-,-,-,NADH dehydrogenase subunit K,20210424,-
752253,63350210,rps19,J2C91_pgp026,-,-,-,-,ribosomal protein S19,protein-coding,-,-,-,ribosomal protein S19,20210417,-
752253,63350211,rpl20,J2C91_pgp045,-,-,-,-,ribosomal protein L20,protein-coding,-,-,-,ribosomal protein L20,20210529,-
752253,63350212,ndhG,J2C91_pgp013,-,-,-,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,NADH dehydrogenase subunit 6,20210529,-
752253,63350213,trnfM-CAU,J2C91_pgt012,-,-,-,-,tRNA,tRNA,-,-,-,-,20210326,-
752253,63350214,rpl2,J2C91_pgp003,-,-,-,-,ribosomal protein L2,protein-coding,-,-,-,ribosomal protein L2,20210424,-
