#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
53749,32230960,psbT,B9D61_pgp039,-,-,-,-,photosystem II protein T,protein-coding,-,-,-,-,20170908,-
53749,32230961,rps16,B9D61_pgp085,-,-,-,-,ribosomal protein S16,protein-coding,-,-,-,-,20170908,-
53749,32230962,ccsA,B9D61_pgp010,ycf5,-,-,-,cytochrome c biogenesis protein,protein-coding,-,-,-,-,20170714,-
53749,32230963,rbcL,B9D61_pgp059,-,-,-,-,"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",protein-coding,-,-,-,-,20170714,-
53749,32230964,trnI-GAU,B9D61_pgt025,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32230965,trnV-GAC,B9D61_pgt034,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32230966,rpl23,B9D61_pgp023,-,-,-,-,ribosomal protein L23,protein-coding,-,-,-,-,20170908,-
53749,32230967,rps19,B9D61_pgp001,-,-,-,-,pseudo,pseudo,-,-,-,-,20170419,-
53749,32230968,accD,B9D61_pgp058,-,-,-,-,acetyl-CoA carboxylase beta subunit,protein-coding,-,-,-,-,20170714,-
53749,32230969,psaI,B9D61_pgp057,-,-,-,-,photosystem I subunit VIII,protein-coding,-,-,-,-,20170908,-
53749,32230970,trnS-UGA,B9D61_pgt011,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32230971,petD,B9D61_pgp035,-,-,-,-,cytochrome b6/f complex subunit IV,protein-coding,-,-,-,-,20170908,-
53749,32230972,atpA,B9D61_pgp073,-,-,-,-,ATP synthase CF1 alpha subunit,protein-coding,-,-,-,-,20170908,-
53749,32230973,ndhA,B9D61_pgp016,ndh1,-,-,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,-,20170908,-
53749,32230974,rpoA,B9D61_pgp034,-,-,-,-,RNA polymerase alpha subunit,protein-coding,-,-,-,-,20170714,-
53749,32230975,trnQ-UUG,B9D61_pgt003,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32230976,trnK-UUU,B9D61_pgt002,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32230977,psbC,B9D61_pgp071,-,-,-,-,photosystem II 44 kDa protein,protein-coding,-,-,-,-,20170908,-
53749,32230978,trnL-UAG,B9D61_pgt029,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32230979,psbJ,B9D61_pgp053,-,-,-,-,photosystem II protein J,protein-coding,-,-,-,-,20170908,-
53749,32230980,rps11,B9D61_pgp033,-,-,-,-,ribosomal protein S11,protein-coding,-,-,-,-,20170908,-
53749,32230981,atpH,B9D61_pgp075,-,-,-,-,ATP synthase CF0 C subunit,protein-coding,-,-,-,-,20170908,-
53749,32230982,atpI,B9D61_pgp076,-,-,-,-,ATP synthase CF0 A subunit,protein-coding,-,-,-,-,20170908,-
53749,32230983,petA,B9D61_pgp054,-,-,-,-,cytochrome f,protein-coding,-,-,-,-,20170908,-
53749,32230984,ndhC,B9D61_pgp062,ndh3,-,-,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,-,20170908,-
53749,32230985,rpl22,B9D61_pgp026,-,-,-,-,ribosomal protein L22,protein-coding,-,-,-,-,20170908,-
53749,32230986,trnT-UGU,B9D61_pgt015,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32230987,trnN-GUU,B9D61_pgt030,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32230988,cemA,B9D61_pgp055,ycf10,-,-,-,envelope membrane protein,protein-coding,-,-,-,-,20170908,-
53749,32230989,ndhE,B9D61_pgp013,ndh4L,-,-,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,-,20170908,-
53749,32230990,ndhG,B9D61_pgp014,-,-,-,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,-,20170908,-
53749,32230991,ndhK,B9D61_pgp063,-,-,-,-,NADH dehydrogenase subunit K,protein-coding,-,-,-,-,20170908,-
53749,32230992,trnV-GAC,B9D61_pgt024,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32230993,ndhB,B9D61_pgp005,ndh2,-,-,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,-,20170908,-
53749,32230994,rps19,B9D61_pgp025,-,-,-,-,ribosomal protein S19,protein-coding,-,-,-,-,20170908,-
53749,32230995,rpl36,B9D61_pgp032,secX,-,-,-,ribosomal protein L36,protein-coding,-,-,-,-,20170908,-
53749,32230996,rps3,B9D61_pgp027,-,-,-,-,ribosomal protein S3,protein-coding,-,-,-,-,20170714,-
53749,32230997,rpl14,B9D61_pgp029,-,-,-,-,ribosomal protein L14,protein-coding,-,-,-,-,20170908,-
53749,32230998,atpB,B9D61_pgp060,-,-,-,-,ATP synthase CF1 beta subunit,protein-coding,-,-,-,-,20170908,-
53749,32230999,rps12,B9D61_pgp042,-,-,-,-,ribosomal protein S12,protein-coding,-,-,-,-,20170908,-
53749,32231000,rpl16,B9D61_pgp028,-,-,-,-,ribosomal protein L16,protein-coding,-,-,-,-,20170908,-
53749,32231001,trnV-UAC,B9D61_pgt018,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231002,rpl20,B9D61_pgp044,-,-,-,-,ribosomal protein L20,protein-coding,-,-,-,-,20170908,-
53749,32231003,psaC,B9D61_pgp012,-,-,-,-,photosystem I subunit VII,protein-coding,-,-,-,-,20170908,-
53749,32231004,psaB,B9D61_pgp068,-,-,-,-,photosystem I P700 chlorophyll a apoprotein A2,protein-coding,-,-,-,-,20170908,-
53749,32231005,trnI-CAU,B9D61_pgt022,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231006,rpl2,B9D61_pgp002,-,-,-,-,ribosomal protein L2,protein-coding,-,-,-,-,20170908,-
53749,32231007,rpl2,B9D61_pgp024,-,-,-,-,ribosomal protein L2,protein-coding,-,-,-,-,20170908,-
53749,32231008,ndhH,B9D61_pgp017,-,-,-,-,NADH dehydrogenase subunit 7,protein-coding,-,-,-,-,20170908,-
53749,32231009,petL,B9D61_pgp049,-,-,-,-,cytochrome b6/f complex subunit VI,protein-coding,-,-,-,-,20170908,-
53749,32231010,atpF,B9D61_pgp074,-,-,-,-,ATP synthase CF0 B subunit,protein-coding,-,-,-,-,20170908,-
53749,32231011,ndhD,B9D61_pgp011,ndh4,-,-,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,-,20170908,-
53749,32231012,rps8,B9D61_pgp030,-,-,-,-,ribosomal protein S8,protein-coding,-,-,-,-,20170908,-
53749,32231013,petB,B9D61_pgp036,-,-,-,-,cytochrome b6,protein-coding,-,-,-,-,20170908,-
53749,32231014,rps18,B9D61_pgp045,-,-,-,-,ribosomal protein S18,protein-coding,-,-,-,-,20170908,-
53749,32231015,trnG-GCC,B9D61_pgt012,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231016,psbI,B9D61_pgp083,-,-,-,-,photosystem II protein I,protein-coding,-,-,-,-,20170908,-
53749,32231017,ndhF,B9D61_pgp008,ndh5,-,-,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,-,20170714,-
53749,32231018,psbH,B9D61_pgp037,-,-,-,-,photosystem II protein H,protein-coding,-,-,-,-,20170908,-
53749,32231019,rpl33,B9D61_pgp046,-,-,-,-,ribosomal protein L33,protein-coding,-,-,-,-,20170908,-
53749,32231020,psbL,B9D61_pgp052,-,-,-,-,photosystem II protein L,protein-coding,-,-,-,-,20170908,-
53749,32231021,trnR-ACG,B9D61_pgt027,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231022,rrn4.5,B9D61_pgr003,-,-,-,-,4.5S ribosomal RNA,rRNA,-,-,-,-,20170419,-
53749,32231023,psbE,B9D61_pgp050,-,-,-,-,photosystem II protein V,protein-coding,-,-,-,-,20170908,-
53749,32231024,psbF,B9D61_pgp051,-,-,-,-,photosystem II protein VI,protein-coding,-,-,-,-,20170908,-
53749,32231025,trnW-CCA,B9D61_pgt020,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231026,infA,B9D61_pgp031,-,-,-,-,translation initiation factor 1,protein-coding,-,-,-,-,20170908,-
53749,32231027,trnS-GCU,B9D61_pgt004,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231028,ycf4,B9D61_pgp056,-,-,-,-,photosystem I assembly protein Ycf4,protein-coding,-,-,-,-,20170908,-
53749,32231029,trnD-GUC,B9D61_pgt006,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231030,rrn5,B9D61_pgr005,-,-,-,-,5S ribosomal RNA,rRNA,-,-,-,-,20170419,-
53749,32231031,rrn23,B9D61_pgr002,-,-,-,-,23S ribosomal RNA,rRNA,-,-,-,-,20170419,-
53749,32231032,psbN,B9D61_pgp038,-,-,-,-,photosystem II protein N,protein-coding,-,-,-,-,20170908,-
53749,32231033,petG,B9D61_pgp048,-,-,-,-,cytochrome b6/f complex subunit V,protein-coding,-,-,-,-,20210212,-
53749,32231034,psbM,B9D61_pgp081,-,-,-,-,photosystem II protein M,protein-coding,-,-,-,-,20190608,-
53749,32231035,trnC-GCA,B9D61_pgt005,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231036,rps4,B9D61_pgp065,-,-,-,-,ribosomal protein S4,protein-coding,-,-,-,-,20170908,-
53749,32231037,rpoB,B9D61_pgp080,-,-,-,-,RNA polymerase beta subunit,protein-coding,-,-,-,-,20170908,-
53749,32231038,psbZ,B9D61_pgp070,-,-,-,-,photosystem II protein Z,protein-coding,-,-,-,-,20170908,-
53749,32231039,ndhB,B9D61_pgp021,ndh2,-,-,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,-,20170908,-
53749,32231040,ycf2,B9D61_pgp004,-,-,-,-,Ycf2,protein-coding,-,-,-,-,20170714,-
53749,32231041,rpl32,B9D61_pgp009,-,-,-,-,ribosomal protein L32,protein-coding,-,-,-,-,20170908,-
53749,32231042,psbA,B9D61_pgp087,-,-,-,-,photosystem II protein D1,protein-coding,-,-,-,-,20170908,-
53749,32231043,trnY-GUA,B9D61_pgt007,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231044,rps14,B9D61_pgp069,-,-,-,-,ribosomal protein S14,protein-coding,-,-,-,-,20170908,-
53749,32231045,psaJ,B9D61_pgp047,-,-,-,-,photosystem I subunit IX,protein-coding,-,-,-,-,20170908,-
53749,32231046,ycf2,B9D61_pgp022,-,-,-,-,Ycf2,protein-coding,-,-,-,-,20170714,-
53749,32231047,trnN-GUU,B9D61_pgt028,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231048,rrn5,B9D61_pgr004,-,-,-,-,5S ribosomal RNA,rRNA,-,-,-,-,20170419,-
53749,32231049,rpl23,B9D61_pgp003,-,-,-,-,ribosomal protein L23,protein-coding,-,-,-,-,20170908,-
53749,32231050,trnL-UAA,B9D61_pgt016,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231051,ndhJ,B9D61_pgp064,-,-,-,-,NADH dehydrogenase subunit J,protein-coding,-,-,-,-,20170908,-
53749,32231052,atpE,B9D61_pgp061,-,-,-,-,ATP synthase CF1 epsilon subunit,protein-coding,-,-,-,-,20170908,-
53749,32231053,trnP-UGG,B9D61_pgt021,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231054,psbK,B9D61_pgp084,-,-,-,-,photosystem II protein K,protein-coding,-,-,-,-,20170908,-
53749,32231055,trnG-UCC,B9D61_pgt009,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231056,rrn16,B9D61_pgr008,-,-,-,-,16S ribosomal RNA,rRNA,-,-,-,-,20170419,-
53749,32231057,ycf1,B9D61_pgp019,-,-,-,-,hypothetical chloroplast RF1,protein-coding,-,-,-,-,20170714,-
53749,32231058,trnR-ACG,B9D61_pgt031,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231059,rps7,B9D61_pgp006,-,-,-,-,ribosomal protein S7,protein-coding,-,-,-,-,20170908,-
53749,32231060,petN,B9D61_pgp082,ycf6,-,-,-,cytochrome b6/f complex subunit VIII,protein-coding,-,-,-,-,20170908,-
53749,32231061,trnfM-CAU,B9D61_pgt013,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231062,psbD,B9D61_pgp072,-,-,-,-,photosystem II protein D2,protein-coding,-,-,-,-,20170908,-
53749,32231063,trnA-UGC,B9D61_pgt026,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231064,trnM-CAU,B9D61_pgt019,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231065,rrn23,B9D61_pgr007,-,-,-,-,23S ribosomal RNA,rRNA,-,-,-,-,20170419,-
53749,32231066,trnI-GAU,B9D61_pgt033,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231067,trnF-GAA,B9D61_pgt017,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
53749,32231068,rrn16,B9D61_pgr001,-,-,-,-,16S ribosomal RNA,rRNA,-,-,-,-,20170419,-
53749,32231069,trnT-GGU,B9D61_pgt010,-,-,-,-,tRNA,tRNA,-,-,-,-,20170419,-
