#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
3885,4961740,ycf3,PhvuCp13,-,-,-,-,photosystem I assembly protein Ycf3,protein-coding,-,-,-,photosystem I assembly protein Ycf3,20210424,-
3885,4961741,rps4,PhvuCp12,-,-,-,-,ribosomal protein S4,protein-coding,-,-,-,ribosomal protein S4,20200908,-
3885,4961742,ndhJ,PhvuCp11,-,-,-,-,NADH dehydrogenase subunit J,protein-coding,-,-,-,NADH dehydrogenase subunit J,20191106,-
3885,4961743,ndhK,PhvuCp10,-,-,-,-,NADH dehydrogenase subunit K,protein-coding,-,-,-,NADH dehydrogenase subunit K,20200908,-
3885,4961744,ndhC,PhvuCp09,-,-,-,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,NADH dehydrogenase subunit 3,20200908,-
3885,4961745,atpE,PhvuCp08,-,-,-,-,ATP synthase CF1 epsilon subunit,protein-coding,-,-,-,ATP synthase CF1 epsilon subunit,20200908,-
3885,4961746,ccsA,PhvuCp64,-,-,-,-,cytochrome c biogenesis protein,protein-coding,-,-,-,cytochrome c biogenesis protein,20200908,-
3885,4961747,psbF,PhvuCp40,-,-,-,-,photosystem II protein VI,protein-coding,-,-,-,photosystem II protein VI,20200908,-
3885,4961748,rps7,PhvuCp74,-,-,-,-,ribosomal protein S7,protein-coding,-,-,-,ribosomal protein S7,20200908,-
3885,4961749,atpB,PhvuCp07,-,-,-,-,ATP synthase CF1 beta subunit,protein-coding,-,-,-,ATP synthase CF1 beta subunit,20200908,-
3885,4961750,rbcL,PhvuCp06,-,-,-,-,"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",protein-coding,-,-,-,"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",20200908,-
3885,4961751,matK,PhvuCp05,-,-,-,-,maturase K,protein-coding,-,-,-,maturase K,20200908,-
3885,4961752,psaJ,PhvuCp44,-,-,-,-,photosystem I subunit IX,protein-coding,-,-,-,photosystem I subunit IX,20200908,-
3885,4961753,psbA,PhvuCp04,-,-,-,-,photosystem II protein D1,protein-coding,-,-,-,photosystem II protein D1,20200908,-
3885,4961754,rpl14,PhvuCp03,-,-,-,-,ribosomal protein L14,protein-coding,-,-,-,ribosomal protein L14,20200908,-
3885,4961755,atpA,PhvuCp29,-,-,-,-,ATP synthase CF1 alpha subunit,protein-coding,-,-,-,ATP synthase CF1 alpha subunit,20191106,-
3885,4961756,rpl16,PhvuCp02,-,-,-,-,ribosomal protein L16,protein-coding,-,-,-,ribosomal protein L16,20200908,-
3885,4961757,rps3,PhvuCp01,-,-,-,-,ribosomal protein S3,protein-coding,-,-,-,ribosomal protein S3,20200908,-
3885,4961758,clpP,PhvuCp49,-,-,-,-,ATP-dependent Clp protease proteolytic subunit,protein-coding,-,-,-,ATP-dependent Clp protease proteolytic subunit,20191106,-
3885,4961759,accD,PhvuCp33,-,-,-,-,acetyl-CoA carboxylase beta subunit,protein-coding,-,-,-,acetyl-CoA carboxylase beta subunit,20191106,-
3885,4961760,atpF,PhvuCp28,-,-,-,-,ATP synthase CF0 B subunit,protein-coding,-,-,-,ATP synthase CF0 B subunit,20200908,-
3885,4961761,rpl23,PhvuCp76,-,-,-,-,ribosomal protein L23,protein-coding,-,-,-,ribosomal protein L23,20200908,-
3885,4961762,psbH,PhvuCp53,-,-,-,-,photosystem II protein H,protein-coding,-,-,-,photosystem II protein H,20191106,-
3885,4961763,rps18,PhvuCp46,-,-,-,-,ribosomal protein S18,protein-coding,-,-,-,ribosomal protein S18,20200908,-
3885,4961764,psbB,PhvuCp50,-,-,-,-,photosystem II 47 kDa protein,protein-coding,-,-,-,photosystem II 47 kDa protein,20200908,-
3885,4961765,atpI,PhvuCp26,-,-,-,-,ATP synthase CF0 A subunit,protein-coding,-,-,-,ATP synthase CF0 A subunit,20200908,-
3885,4961766,rpl32,PhvuCp63,-,-,-,-,ribosomal protein L32,protein-coding,-,-,-,ribosomal protein L32,20191106,-
3885,4961767,ndhB,PhvuCp75,-,-,-,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,NADH dehydrogenase subunit 2,20200908,-
3885,4961768,rps11,PhvuCp57,-,-,-,-,ribosomal protein S11,protein-coding,-,-,-,ribosomal protein S11,20200908,-
3885,4961769,psaB,PhvuCp15,-,-,-,-,photosystem I P700 chlorophyll a apoprotein A2,protein-coding,-,-,-,photosystem I P700 chlorophyll a apoprotein A2,20200908,-
3885,4961770,psbK,PhvuCp31,-,-,-,-,photosystem II protein K,protein-coding,-,-,-,photosystem II protein K,20191106,-
3885,4961771,ndhF,PhvuCp62,-,-,-,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,NADH dehydrogenase subunit 5,20191106,-
3885,4961772,rps19,PhvuCp78,-,-,-,-,ribosomal protein S19,protein-coding,-,-,-,ribosomal protein S19,20200908,-
3885,4961773,rps12,PhvuCp48,-,-,-,-,ribosomal protein S12,protein-coding,-,-,-,ribosomal protein S12,20200908,-
3885,4961774,rpl20,PhvuCp47,-,-,-,-,ribosomal protein L20,protein-coding,-,-,-,ribosomal protein L20,20200908,-
3885,4961775,psbZ,PhvuCp17,-,-,-,-,photosystem II protein Z,protein-coding,-,-,-,photosystem II protein Z,20191106,-
3885,4961776,cemA,PhvuCp36,-,-,-,-,envelope membrane protein,protein-coding,-,-,-,envelope membrane protein,20200908,-
3885,4961777,psbJ,PhvuCp38,-,-,-,-,photosystem II protein J,protein-coding,-,-,-,photosystem II protein J,20200908,-
3885,4961778,psaA,PhvuCp14,-,-,-,-,photosystem I P700 chlorophyll a apoprotein A1,protein-coding,-,-,-,photosystem I P700 chlorophyll a apoprotein A1,20200908,-
3885,4961779,petA,PhvuCp37,-,-,-,-,cytochrome f,protein-coding,-,-,-,cytochrome f,20200908,-
3885,4961780,rps14,PhvuCp16,-,-,-,-,ribosomal protein S14,protein-coding,-,-,-,ribosomal protein S14,20200908,-
3885,4961781,psbD,PhvuCp19,-,-,-,-,photosystem II protein D2,protein-coding,-,-,-,photosystem II protein D2,20200908,-
3885,4961782,ndhI,PhvuCp69,-,-,-,-,NADH dehydrogenase subunit I,protein-coding,-,-,-,NADH dehydrogenase subunit I,20200908,-
3885,4961783,petL,PhvuCp42,-,-,-,-,cytochrome b6/f complex subunit VI,protein-coding,-,-,-,cytochrome b6/f complex subunit VI,20200908,-
3885,4961784,ndhH,PhvuCp71,-,-,-,-,NADH dehydrogenase subunit 7,protein-coding,-,-,-,NADH dehydrogenase subunit 7,20200908,-
3885,4961785,petB,PhvuCp54,-,-,-,-,cytochrome b6,protein-coding,-,-,-,cytochrome b6,20191106,-
3885,4961786,psbE,PhvuCp41,-,-,-,-,photosystem II protein V,protein-coding,-,-,-,photosystem II protein V,20210129,-
3885,4961787,rpl133,PhvuCp45,-,-,-,-,ribosomal protein L33,pseudo,-,-,-,-,20200908,-
3885,4961788,petG,PhvuCp43,-,-,-,-,cytochrome b6/f complex subunit V,protein-coding,-,-,-,cytochrome b6/f complex subunit V,20210212,-
3885,4961789,rpl36,PhvuCp58,-,-,-,-,ribosomal protein L36,protein-coding,-,-,-,ribosomal protein L36,20200908,-
3885,4961790,ycf2,PhvuCp60,-,-,-,-,Ycf2,protein-coding,-,-,-,Ycf2,20200908,-
3885,4961791,rps16,PhvuCp32,-,-,-,-,ribosomal protein S16,pseudo,-,-,-,-,20200908,-
3885,4961792,rps15,PhvuCp72,-,-,-,-,ribosomal protein S15,protein-coding,-,-,-,ribosomal protein S15,20191106,-
3885,4961793,ycf1b,PhvuCp73,-,-,-,-,hypothetical protein RF1,protein-coding,-,-,-,hypothetical protein RF1,20191106,-
3885,4961794,ndhD,PhvuCp65,-,-,-,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,NADH dehydrogenase subunit 4,20200908,-
3885,4961795,rpoB,PhvuCp22,-,-,-,-,RNA polymerase beta subunit,protein-coding,-,-,-,RNA polymerase beta subunit,20200908,-
3885,4961796,psbM,PhvuCp20,-,-,-,-,photosystem II protein M,protein-coding,-,-,-,photosystem II protein M,20191106,-
3885,4961797,atpH,PhvuCp27,-,-,-,-,ATP synthase CF0 C subunit,protein-coding,-,-,-,ATP synthase CF0 C subunit,20200908,-
3885,4961798,psbC,PhvuCp18,-,-,-,-,photosystem II 44 kDa protein,protein-coding,-,-,-,photosystem II 44 kDa protein,20191106,-
3885,4961799,rps2,PhvuCp25,-,-,-,-,ribosomal protein S2,protein-coding,-,-,-,ribosomal protein S2,20200908,-
3885,4961800,ndhG,PhvuCp68,-,-,-,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,NADH dehydrogenase subunit 6,20191106,-
3885,4961801,psbN,PhvuCp52,-,-,-,-,photosystem II protein N,protein-coding,-,-,-,photosystem II protein N,20200908,-
3885,4961802,ndhE,PhvuCp67,-,-,-,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,NADH dehydrogenase subunit 4L,20200908,-
3885,4961803,rpoC2,PhvuCp24,-,-,-,-,RNA polymerase beta'' subunit,protein-coding,-,-,-,RNA polymerase beta'' subunit,20191106,-
3885,4961804,petD,PhvuCp55,-,-,-,-,cytochrome b6/f complex subunit IV,protein-coding,-,-,-,cytochrome b6/f complex subunit IV,20200908,-
3885,4961805,rpoA,PhvuCp56,-,-,-,-,RNA polymerase alpha subunit,protein-coding,-,-,-,RNA polymerase alpha subunit,20200908,-
3885,4961806,psbI,PhvuCp30,-,-,-,-,photosystem II protein I,protein-coding,-,-,-,photosystem II protein I,20200908,-
3885,4961807,psaI,PhvuCp34,-,-,-,-,photosystem I subunit VIII,protein-coding,-,-,-,photosystem I subunit VIII,20200908,-
3885,4961808,petN,PhvuCp21,-,-,-,-,cytochrome b6/f complex subunit VIII,protein-coding,-,-,-,cytochrome b6/f complex subunit VIII,20200908,-
3885,4961809,psbL,PhvuCp39,-,-,-,-,photosystem II protein L,protein-coding,-,-,-,photosystem II protein L,20200908,-
3885,4961810,ycf4,PhvuCp35,-,-,-,-,photosystem I assembly protein Ycf4,protein-coding,-,-,-,photosystem I assembly protein Ycf4,20200908,-
3885,4961811,rpoC1,PhvuCp23,-,-,-,-,RNA polymerase beta' subunit,protein-coding,-,-,-,RNA polymerase beta' subunit,20200908,-
3885,4961812,ndhA,PhvuCp70,-,-,-,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,NADH dehydrogenase subunit 1,20200908,-
3885,4961813,psaC,PhvuCp66,-,-,-,-,photosystem I subunit VII,protein-coding,-,-,-,photosystem I subunit VII,20200908,-
3885,4961814,ycf1,PhvuCp61,-,-,-,-,hypothetical protein RF1,protein-coding,-,-,-,hypothetical protein RF1,20191106,-
3885,4961815,rpl2,PhvuCp77,-,-,-,-,ribosomal protein L2,protein-coding,-,-,-,ribosomal protein L2,20210424,-
3885,4961816,rps8,PhvuCp59,-,-,-,-,ribosomal protein S8,protein-coding,-,-,-,ribosomal protein S8,20200908,-
3885,4961817,psbT,PhvuCp51,-,-,-,-,photosystem II protein T,protein-coding,-,-,-,photosystem II protein T,20200908,-
3885,5075282,trnD-GUC,PhvuCt92,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075283,trnI-GAU,PhvuCt106,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075284,trnL-CAA,PhvuCt123,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075285,trnL-UAG,PhvuCt113,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075286,trnR-UCU,PhvuCt94,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075287,trnL-CAA,PhvuCt103,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075288,trnC-GCA,PhvuCt93,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075289,trnW-CCA,PhvuCt134,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075290,trnT-UGU,PhvuCt85,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075291,trnN-GUU,PhvuCt-114,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075292,trnfM-CAU,PhvuCt86,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075293,trnV,PhvuCt122,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075294,ycf2,PhvuCp124,-,-,-,-,Ycf2,protein-coding,-,-,-,Ycf2,20200908,-
3885,5075295,trnA-UGC,PhvuCt107,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075296,trnV-GAC,PhvuCt104,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075297,trnG-GCC,PhvuCt87,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075298,trnG-UCC,PhvuCt95,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075299,rps7,PhvuCp136,-,-,-,-,ribosomal protein S7,protein-coding,-,-,-,ribosomal protein S7,20200908,-
3885,5075300,trnH-GUG,PhvuCt80,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075301,rpl2,PhvuCp100,-,-,-,-,ribosomal protein L2,protein-coding,-,-,-,ribosomal protein L2,20210424,-
3885,5075302,rpl23,PhvuCp101,-,-,-,-,ribosomal protein L23,protein-coding,-,-,-,ribosomal protein L23,20200908,-
3885,5075303,rrn16,PhvuCr121,-,-,-,-,16S ribosomal RNA,rRNA,-,-,-,-,20200908,-
3885,5075304,rrn4.5,PhvuCr117,-,-,-,-,4.5S ribosomal RNA,rRNA,-,-,-,-,20200908,-
3885,5075305,trnP-UGG,PhvuCt98,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075306,trnF-GAA,Phvuct130,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075307,trnR-ACG,PhvuCt111,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075308,trnN-GUU,PhvuCt112,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075309,rrn5,PhvuCr116,-,-,-,-,5S ribosomal RNA,rRNA,-,-,-,-,20200908,-
3885,5075310,trnY-GUA,PhvuCt91,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075311,trnT-GGU,PhvuCt89,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075312,trnQ-UUG,PhvuCt97,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075313,trnV-UAC,PhvuCt83,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075314,trnM-CAU,PhvuCt82,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075315,rps19,PhvuCp99,-,-,-,-,ribosomal protein S19,protein-coding,-,-,-,ribosomal protein S19,20200908,-
3885,5075316,trnK-UUU,PhvuCt81,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075317,rrn23,PhvuCr118,-,-,-,-,23S ribosomal RNA,rRNA,-,-,-,-,20200908,-
3885,5075318,rrn23,PhvuCr108,-,-,-,-,23S ribosomal RNA,rRNA,-,-,-,-,20200908,-
3885,5075319,trnS-GAA,PhvuCt131,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075320,rrn16,PhvuCr105,-,-,-,-,16S ribosomal RNA,rRNA,-,-,-,-,20200908,-
3885,5075321,trnI-CAU,PhvuCt102,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075322,trnA-UGC,PhvuCt119,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075323,trnR,PhvuCt115,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075324,trnS-GUA,PhvuCt88,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075325,ndhB,PhvuCp103,-,-,-,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,NADH dehydrogenase subunit 2,20200908,-
3885,5075326,trnI-GAU,PhvuCt120,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075327,trnS-GCU,PhvuCt96,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075328,trnL-UAA,PhvuCt84,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075329,rrn4.5,PhvuCr109,-,-,-,-,4.5S ribosomal RNA,rRNA,-,-,-,-,20200908,-
3885,5075330,rrn5,PhvuCr110,-,-,-,-,5S ribosomal RNA,rRNA,-,-,-,-,20200908,-
3885,5075331,trnE-UUC,PhvuCt90,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
3885,5075332,rps12,PhvuCp79,-,-,-,-,ribosomal protein S12,protein-coding,-,-,-,ribosomal protein S12,20200908,-
3885,18614692,PHAVU_011G000200g,PHAVU_011G000200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614693,PHAVU_011G000300g,PHAVU_011G000300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614694,PHAVU_011G000400g,PHAVU_011G000400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614695,PHAVU_011G000500g,PHAVU_011G000500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614696,PHAVU_011G000600g,PHAVU_011G000600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614697,PHAVU_011G000700g,PHAVU_011G000700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614698,PHAVU_011G000800g,PHAVU_011G000800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614699,PHAVU_011G000900g,PHAVU_011G000900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614700,PHAVU_011G001000g,PHAVU_011G001000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614701,PHAVU_011G0011001g,PHAVU_011G0011001g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614702,PHAVU_011G0011000g,PHAVU_011G0011000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614703,PHAVU_011G001200g,PHAVU_011G001200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614704,PHAVU_011G001300g,PHAVU_011G001300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614705,PHAVU_011G001400g,PHAVU_011G001400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614706,PHAVU_011G001500g,PHAVU_011G001500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614707,PHAVU_011G001600g,PHAVU_011G001600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614708,PHAVU_011G001700g,PHAVU_011G001700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614709,PHAVU_011G001800g,PHAVU_011G001800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614710,PHAVU_011G001900g,PHAVU_011G001900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614711,PHAVU_011G002000g,PHAVU_011G002000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614712,PHAVU_011G002100g,PHAVU_011G002100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614713,PHAVU_011G002200g,PHAVU_011G002200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614714,PHAVU_011G002300g,PHAVU_011G002300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614715,PHAVU_011G002400g,PHAVU_011G002400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614716,PHAVU_011G002500g,PHAVU_011G002500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614717,PHAVU_011G002600g,PHAVU_011G002600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614718,PHAVU_011G002700g,PHAVU_011G002700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614719,PHAVU_011G002800g,PHAVU_011G002800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614720,PHAVU_011G002900g,PHAVU_011G002900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614721,PHAVU_011G003000g,PHAVU_011G003000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614722,PHAVU_011G003100g,PHAVU_011G003100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614723,PHAVU_011G003200g,PHAVU_011G003200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614724,PHAVU_011G003300g,PHAVU_011G003300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614725,PHAVU_011G003400g,PHAVU_011G003400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614726,PHAVU_011G003500g,PHAVU_011G003500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614727,PHAVU_011G003600g,PHAVU_011G003600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614728,PHAVU_011G003700g,PHAVU_011G003700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614729,PHAVU_011G003800g,PHAVU_011G003800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614730,PHAVU_011G003900g,PHAVU_011G003900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614731,PHAVU_011G004000g,PHAVU_011G004000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614732,PHAVU_011G004100g,PHAVU_011G004100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614733,PHAVU_011G004200g,PHAVU_011G004200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614734,PHAVU_011G004300g,PHAVU_011G004300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614735,PHAVU_011G004400g,PHAVU_011G004400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614736,PHAVU_011G004500g,PHAVU_011G004500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614737,PHAVU_011G004600g,PHAVU_011G004600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614738,PHAVU_011G004700g,PHAVU_011G004700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614739,PHAVU_011G004800g,PHAVU_011G004800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614740,PHAVU_011G004900g,PHAVU_011G004900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614741,PHAVU_011G005000g,PHAVU_011G005000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614742,PHAVU_011G005100g,PHAVU_011G005100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614743,PHAVU_011G005200g,PHAVU_011G005200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614744,PHAVU_011G005300g,PHAVU_011G005300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614745,PHAVU_011G005400g,PHAVU_011G005400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614746,PHAVU_011G005500g,PHAVU_011G005500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614747,PHAVU_011G005600g,PHAVU_011G005600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614748,PHAVU_011G005700g,PHAVU_011G005700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614749,PHAVU_011G005800g,PHAVU_011G005800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614750,PHAVU_011G005900g,PHAVU_011G005900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614751,PHAVU_011G006000g,PHAVU_011G006000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614752,PHAVU_011G006100g,PHAVU_011G006100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614753,PHAVU_011G006200g,PHAVU_011G006200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614754,PHAVU_011G006300g,PHAVU_011G006300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614755,PHAVU_011G006400g,PHAVU_011G006400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614756,PHAVU_011G006500g,PHAVU_011G006500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614757,PHAVU_011G006600g,PHAVU_011G006600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614758,PHAVU_011G006700g,PHAVU_011G006700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614759,PHAVU_011G006800g,PHAVU_011G006800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614760,PHAVU_011G006900g,PHAVU_011G006900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614761,PHAVU_011G007000g,PHAVU_011G007000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614762,PHAVU_011G007100g,PHAVU_011G007100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614763,PHAVU_011G007200g,PHAVU_011G007200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614764,PHAVU_011G0073001g,PHAVU_011G0073001g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614765,PHAVU_011G0073002g,PHAVU_011G0073002g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
