#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
3885,18628203,PHAVU_006G086300g,PHAVU_006G086300g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628204,PHAVU_006G0864001g,PHAVU_006G0864001g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628205,PHAVU_006G0864000g,PHAVU_006G0864000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628206,PHAVU_006G0865001g,PHAVU_006G0865001g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628207,PHAVU_006G0865002g,PHAVU_006G0865002g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628208,PHAVU_006G0865000g,PHAVU_006G0865000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628209,PHAVU_006G086600g,PHAVU_006G086600g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628210,PHAVU_006G086700g,PHAVU_006G086700g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628211,PHAVU_006G086800g,PHAVU_006G086800g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628212,PHAVU_006G086900g,PHAVU_006G086900g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628213,PHAVU_006G087000g,PHAVU_006G087000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628214,PHAVU_006G087100g,PHAVU_006G087100g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628215,PHAVU_006G087200g,PHAVU_006G087200g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628216,PHAVU_006G087300g,PHAVU_006G087300g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628217,PHAVU_006G087400g,PHAVU_006G087400g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628218,PHAVU_006G087500g,PHAVU_006G087500g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628219,PHAVU_006G087600g,PHAVU_006G087600g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628220,PHAVU_006G087700g,PHAVU_006G087700g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628221,PHAVU_006G087800g,PHAVU_006G087800g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628222,PHAVU_006G087900g,PHAVU_006G087900g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628223,PHAVU_006G088000g,PHAVU_006G088000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628224,PHAVU_006G088100g,PHAVU_006G088100g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628225,PHAVU_006G088200g,PHAVU_006G088200g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628226,PHAVU_006G088300g,PHAVU_006G088300g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628227,PHAVU_006G088400g,PHAVU_006G088400g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628228,PHAVU_006G088500g,PHAVU_006G088500g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628229,PHAVU_006G088600g,PHAVU_006G088600g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628230,PHAVU_006G088700g,PHAVU_006G088700g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628231,PHAVU_006G088800g,PHAVU_006G088800g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628232,PHAVU_006G088900g,PHAVU_006G088900g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628233,PHAVU_006G089000g,PHAVU_006G089000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628234,PHAVU_006G089100g,PHAVU_006G089100g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628235,PHAVU_006G089200g,PHAVU_006G089200g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628236,PHAVU_006G089300g,PHAVU_006G089300g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628237,PHAVU_006G089400g,PHAVU_006G089400g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628238,PHAVU_006G089500g,PHAVU_006G089500g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628239,PHAVU_006G089600g,PHAVU_006G089600g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628240,PHAVU_006G089700g,PHAVU_006G089700g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628241,PHAVU_006G089800g,PHAVU_006G089800g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628242,PHAVU_006G089900g,PHAVU_006G089900g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628243,PHAVU_006G090000g,PHAVU_006G090000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628244,PHAVU_006G090100g,PHAVU_006G090100g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628245,PHAVU_006G090200g,PHAVU_006G090200g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628246,PHAVU_006G090300g,PHAVU_006G090300g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628247,PHAVU_006G090400g,PHAVU_006G090400g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628248,PHAVU_006G090500g,PHAVU_006G090500g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628249,PHAVU_006G090600g,PHAVU_006G090600g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628250,PHAVU_006G090700g,PHAVU_006G090700g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628251,PHAVU_006G090800g,PHAVU_006G090800g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628252,PHAVU_006G090900g,PHAVU_006G090900g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628253,PHAVU_006G091000g,PHAVU_006G091000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628254,PHAVU_006G091100g,PHAVU_006G091100g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628255,PHAVU_006G091200g,PHAVU_006G091200g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628256,PHAVU_006G091300g,PHAVU_006G091300g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628257,PHAVU_006G091400g,PHAVU_006G091400g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628258,PHAVU_006G091500g,PHAVU_006G091500g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628259,PHAVU_006G091600g,PHAVU_006G091600g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628260,PHAVU_006G091700g,PHAVU_006G091700g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628261,PHAVU_006G091800g,PHAVU_006G091800g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628262,PHAVU_006G091900g,PHAVU_006G091900g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628263,PHAVU_006G092000g,PHAVU_006G092000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628264,PHAVU_006G092100g,PHAVU_006G092100g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628265,PHAVU_006G092200g,PHAVU_006G092200g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628266,PHAVU_006G092300g,PHAVU_006G092300g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628267,PHAVU_006G092400g,PHAVU_006G092400g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628268,PHAVU_006G092500g,PHAVU_006G092500g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628269,PHAVU_006G092600g,PHAVU_006G092600g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628270,PHAVU_006G092700g,PHAVU_006G092700g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628271,PHAVU_006G092800g,PHAVU_006G092800g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628272,PHAVU_006G092900g,PHAVU_006G092900g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628273,PHAVU_006G093000g,PHAVU_006G093000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628274,PHAVU_006G093100g,PHAVU_006G093100g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628275,PHAVU_006G093200g,PHAVU_006G093200g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628276,PHAVU_006G093300g,PHAVU_006G093300g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628277,PHAVU_006G093400g,PHAVU_006G093400g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628278,PHAVU_006G093500g,PHAVU_006G093500g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628279,PHAVU_006G093600g,PHAVU_006G093600g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628280,PHAVU_006G093700g,PHAVU_006G093700g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628281,PHAVU_006G093800g,PHAVU_006G093800g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628282,PHAVU_006G093900g,PHAVU_006G093900g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628283,PHAVU_006G094000g,PHAVU_006G094000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628284,PHAVU_006G094100g,PHAVU_006G094100g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628285,PHAVU_006G094200g,PHAVU_006G094200g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628286,PHAVU_006G094300g,PHAVU_006G094300g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628287,PHAVU_006G094400g,PHAVU_006G094400g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628288,PHAVU_006G094500g,PHAVU_006G094500g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628289,PHAVU_006G094600g,PHAVU_006G094600g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628290,PHAVU_006G094700g,PHAVU_006G094700g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628291,PHAVU_006G094800g,PHAVU_006G094800g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628292,PHAVU_006G094900g,PHAVU_006G094900g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628293,PHAVU_006G095000g,PHAVU_006G095000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628294,PHAVU_006G095100g,PHAVU_006G095100g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628295,PHAVU_006G095200g,PHAVU_006G095200g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628296,PHAVU_006G095300g,PHAVU_006G095300g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628297,PHAVU_006G095400g,PHAVU_006G095400g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628298,PHAVU_006G095500g,PHAVU_006G095500g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628299,PHAVU_006G095600g,PHAVU_006G095600g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628300,PHAVU_006G095700g,PHAVU_006G095700g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628301,PHAVU_006G095800g,PHAVU_006G095800g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628302,PHAVU_006G095900g,PHAVU_006G095900g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628303,PHAVU_006G096000g,PHAVU_006G096000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628304,PHAVU_006G0961001g,PHAVU_006G0961001g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628305,PHAVU_006G0961002g,PHAVU_006G0961002g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628306,PHAVU_006G0961000g,PHAVU_006G0961000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628307,PHAVU_006G096200g,PHAVU_006G096200g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628308,PHAVU_006G096300g,PHAVU_006G096300g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628309,PHAVU_006G096400g,PHAVU_006G096400g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628310,PHAVU_006G096500g,PHAVU_006G096500g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628311,PHAVU_006G096600g,PHAVU_006G096600g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628312,PHAVU_006G096700g,PHAVU_006G096700g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628313,PHAVU_006G096800g,PHAVU_006G096800g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628314,PHAVU_006G096900g,PHAVU_006G096900g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628315,PHAVU_006G097000g,PHAVU_006G097000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628316,PHAVU_006G097100g,PHAVU_006G097100g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628317,PHAVU_006G097200g,PHAVU_006G097200g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628318,PHAVU_006G097300g,PHAVU_006G097300g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628319,PHAVU_006G0974001g,PHAVU_006G0974001g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628320,PHAVU_006G0974000g,PHAVU_006G0974000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628321,PHAVU_006G097500g,PHAVU_006G097500g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628322,PHAVU_006G097600g,PHAVU_006G097600g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628323,PHAVU_006G0977001g,PHAVU_006G0977001g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628324,PHAVU_006G0977000g,PHAVU_006G0977000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628325,PHAVU_006G097800g,PHAVU_006G097800g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628326,PHAVU_006G097900g,PHAVU_006G097900g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628327,PHAVU_006G098000g,PHAVU_006G098000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628328,PHAVU_006G098100g,PHAVU_006G098100g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628329,PHAVU_006G0982001g,PHAVU_006G0982001g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628330,PHAVU_006G0982000g,PHAVU_006G0982000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628331,PHAVU_006G098300g,PHAVU_006G098300g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628332,PHAVU_006G098400g,PHAVU_006G098400g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628333,PHAVU_006G098500g,PHAVU_006G098500g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628334,PHAVU_006G098600g,PHAVU_006G098600g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628335,PHAVU_006G098700g,PHAVU_006G098700g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628336,PHAVU_006G098800g,PHAVU_006G098800g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628337,PHAVU_006G098900g,PHAVU_006G098900g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628338,PHAVU_006G099000g,PHAVU_006G099000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628339,PHAVU_006G099100g,PHAVU_006G099100g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628340,PHAVU_006G0992001g,PHAVU_006G0992001g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628341,PHAVU_006G0992000g,PHAVU_006G0992000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628342,PHAVU_006G099300g,PHAVU_006G099300g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628343,PHAVU_006G0994001g,PHAVU_006G0994001g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628344,PHAVU_006G0994000g,PHAVU_006G0994000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628345,PHAVU_006G099500g,PHAVU_006G099500g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628346,PHAVU_006G099600g,PHAVU_006G099600g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628347,PHAVU_006G099700g,PHAVU_006G099700g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628348,PHAVU_006G099800g,PHAVU_006G099800g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628349,PHAVU_006G099900g,PHAVU_006G099900g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628350,PHAVU_006G100000g,PHAVU_006G100000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628351,PHAVU_006G100100g,PHAVU_006G100100g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628352,PHAVU_006G100200g,PHAVU_006G100200g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628353,PHAVU_006G100300g,PHAVU_006G100300g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628354,PHAVU_006G100400g,PHAVU_006G100400g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628355,PHAVU_006G100500g,PHAVU_006G100500g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628356,PHAVU_006G100600g,PHAVU_006G100600g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628357,PHAVU_006G100700g,PHAVU_006G100700g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628358,PHAVU_006G100800g,PHAVU_006G100800g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628359,PHAVU_006G1009001g,PHAVU_006G1009001g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628360,PHAVU_006G1009000g,PHAVU_006G1009000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628361,PHAVU_006G101000g,PHAVU_006G101000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628362,PHAVU_006G101100g,PHAVU_006G101100g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628363,PHAVU_006G101200g,PHAVU_006G101200g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628364,PHAVU_006G101300g,PHAVU_006G101300g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628365,PHAVU_006G101400g,PHAVU_006G101400g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628366,PHAVU_006G101500g,PHAVU_006G101500g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628367,PHAVU_006G101600g,PHAVU_006G101600g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628368,PHAVU_006G101700g,PHAVU_006G101700g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628369,PHAVU_006G101800g,PHAVU_006G101800g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628370,PHAVU_006G101900g,PHAVU_006G101900g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628371,PHAVU_006G102000g,PHAVU_006G102000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628372,PHAVU_006G102100g,PHAVU_006G102100g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628373,PHAVU_006G102200g,PHAVU_006G102200g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628374,PHAVU_006G102300g,PHAVU_006G102300g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628375,PHAVU_006G1024001g,PHAVU_006G1024001g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628376,PHAVU_006G1024002g,PHAVU_006G1024002g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628377,PHAVU_006G1024000g,PHAVU_006G1024000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628378,PHAVU_006G102500g,PHAVU_006G102500g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628379,PHAVU_006G102600g,PHAVU_006G102600g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628380,PHAVU_006G102700g,PHAVU_006G102700g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628381,PHAVU_006G102800g,PHAVU_006G102800g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628382,PHAVU_006G102900g,PHAVU_006G102900g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628383,PHAVU_006G103000g,PHAVU_006G103000g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628384,PHAVU_006G103100g,PHAVU_006G103100g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628385,PHAVU_006G103200g,PHAVU_006G103200g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628386,PHAVU_006G103300g,PHAVU_006G103300g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628387,PHAVU_006G103400g,PHAVU_006G103400g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628388,PHAVU_006G103500g,PHAVU_006G103500g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628389,PHAVU_006G103600g,PHAVU_006G103600g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628390,PHAVU_006G103700g,PHAVU_006G103700g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18628391,PHAVU_006G103800g,PHAVU_006G103800g,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
