#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
48117,54106579,rps12,HGF73_pgp044,-,-,-,-,ribosomal protein S12,protein-coding,-,-,-,ribosomal protein S12,20200908,-
48117,54106580,psbB,HGF73_pgp041,-,-,-,-,photosystem II 47 kDa protein,protein-coding,-,-,-,photosystem II 47 kDa protein,20210320,-
48117,54106581,trnH_gug,HGF73_pgt001,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
48117,54106582,trnL_caa,HGF73_pgt024,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
48117,54106583,trnI_cau,HGF73_pgt037,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
48117,54106584,trnN_guu,HGF73_pgt031,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
48117,54106585,rpoC1,HGF73_pgp077,-,-,-,-,RNA polymerase beta' subunit,protein-coding,-,-,-,RNA polymerase beta' subunit,20210320,-
48117,54106586,trnC_gca,HGF73_pgt007,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
48117,54106587,5S,HGF73_pgr005,-,-,-,-,5S ribosomal RNA,rRNA,-,-,-,-,20200908,-
48117,54106588,trnA_ugc,HGF73_pgt033,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
48117,54106589,rpoB,HGF73_pgp076,-,-,-,-,RNA polymerase beta subunit,protein-coding,-,-,-,RNA polymerase beta subunit,20210320,-
48117,54106590,matK,HGF73_pgp087,-,-,-,-,maturase K,protein-coding,-,-,-,maturase K,20210320,-
48117,54106591,ycf3,HGF73_pgp067,-,-,-,-,photosystem I assembly protein Ycf3,protein-coding,-,-,-,photosystem I assembly protein Ycf3,20201217,-
48117,54106592,trnL_uag,HGF73_pgt030,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
48117,54106593,trnV_gac,HGF73_pgt025,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
48117,54106594,trnL_caa,HGF73_pgt036,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
48117,54106595,psaA,HGF73_pgp068,-,-,-,-,photosystem I P700 chlorophyll a apoprotein A1,protein-coding,-,-,-,photosystem I P700 chlorophyll a apoprotein A1,20200919,-
48117,54106596,ndhH,HGF73_pgp009,-,-,-,-,NADH dehydrogenase subunit 7,protein-coding,-,-,-,NADH dehydrogenase subunit 7,20210123,-
48117,54106597,rpl32,HGF73_pgp017,-,-,-,-,ribosomal protein L32,protein-coding,-,-,-,ribosomal protein L32,20200919,-
48117,54106598,psbT,HGF73_pgp040,-,-,-,-,photosystem II protein T,protein-coding,-,-,-,photosystem II protein T,20200801,-
48117,54106599,trnS_gga,HGF73_pgt015,-,-,-,-,tRNA,tRNA,-,-,-,-,20200908,-
48117,54106600,rps16,HGF73_pgp086,-,-,-,-,ribosomal protein S16,protein-coding,-,-,-,ribosomal protein S16,20210129,-
48117,54106601,psbN,HGF73_pgp039,-,-,-,-,photosystem II protein N,protein-coding,-,-,-,photosystem II protein N,20200801,-
48117,54106602,atpF,HGF73_pgp082,-,-,-,-,ATP synthase CF0 B subunit,protein-coding,-,-,-,ATP synthase CF0 B subunit,20210129,-
