#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5857,7668573,cox1,PlfroM_p2,-,-,MT,-,cytochrome oxidase subunit 1,protein-coding,-,-,-,cytochrome oxidase subunit 1,20210226,-
5857,24268637,AK88_03323,AK88_03323,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268638,AK88_03324,AK88_03324,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268639,AK88_03325,AK88_03325,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268640,AK88_03326,AK88_03326,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268641,AK88_03327,AK88_03327,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20210226,-
5857,24268642,AK88_03328,AK88_03328,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20210226,-
5857,24268643,AK88_03329,AK88_03329,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268644,AK88_03330,AK88_03330,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268645,AK88_03331,AK88_03331,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268646,AK88_03332,AK88_03332,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268647,AK88_03333,AK88_03333,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268648,AK88_03334,AK88_03334,-,-,Unknown,-,chaperone DnaJ,protein-coding,-,-,-,chaperone DnaJ,20210301,-
5857,24268649,AK88_03335,AK88_03335,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268650,AK88_03336,AK88_03336,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268651,AK88_03337,AK88_03337,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268652,AK88_03338,AK88_03338,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268653,AK88_03339,AK88_03339,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268654,AK88_03340,AK88_03340,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268655,AK88_03341,AK88_03341,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268656,AK88_03342,AK88_03342,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268657,AK88_03343,AK88_03343,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268658,AK88_03344,AK88_03344,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268659,AK88_03345,AK88_03345,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268660,AK88_03346,AK88_03346,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268661,AK88_03347,AK88_03347,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268662,AK88_03348,AK88_03348,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268663,AK88_03349,AK88_03349,-,-,Unknown,-,histone,protein-coding,-,-,-,histone,20210301,-
5857,24268664,AK88_03350,AK88_03350,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268665,AK88_03351,AK88_03351,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268666,AK88_03352,AK88_03352,-,-,Unknown,-,transketolase,protein-coding,-,-,-,transketolase,20210301,-
5857,24268667,AK88_03353,AK88_03353,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268668,AK88_03354,AK88_03354,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268669,AK88_03355,AK88_03355,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268670,AK88_03356,AK88_03356,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268671,AK88_03357,AK88_03357,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268672,AK88_03358,AK88_03358,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268673,AK88_03359,AK88_03359,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268674,AK88_03360,AK88_03360,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268675,AK88_03361,AK88_03361,-,-,Unknown,-,60S ribosomal protein L39,protein-coding,-,-,-,60S ribosomal protein L39,20210301,-
5857,24268676,AK88_03362,AK88_03362,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268677,AK88_03363,AK88_03363,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268678,AK88_03364,AK88_03364,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268679,AK88_03365,AK88_03365,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268680,AK88_03366,AK88_03366,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268681,AK88_03367,AK88_03367,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268682,AK88_03368,AK88_03368,-,-,Unknown,-,cytoplasmic tRNA 2-thiolation protein 1,protein-coding,-,-,-,cytoplasmic tRNA 2-thiolation protein 1,20210301,-
5857,24268683,AK88_03369,AK88_03369,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268684,AK88_03370,AK88_03370,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268685,AK88_03371,AK88_03371,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268686,AK88_03372,AK88_03372,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268687,AK88_03373,AK88_03373,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268688,AK88_03374,AK88_03374,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268689,AK88_03375,AK88_03375,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268690,AK88_03376,AK88_03376,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268691,AK88_03377,AK88_03377,-,-,Unknown,-,ribosomal protein L18,protein-coding,-,-,-,ribosomal protein L18,20210301,-
5857,24268692,AK88_03378,AK88_03378,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268693,AK88_03379,AK88_03379,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268694,AK88_03380,AK88_03380,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268695,AK88_03381,AK88_03381,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268696,AK88_03382,AK88_03382,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268697,AK88_03383,AK88_03383,-,-,Unknown,-,thiamine-phosphate pyrophosphorylase,protein-coding,-,-,-,thiamine-phosphate pyrophosphorylase,20210301,-
5857,24268698,AK88_03384,AK88_03384,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268699,AK88_03385,AK88_03385,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268700,AK88_03386,AK88_03386,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268701,AK88_03387,AK88_03387,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268702,AK88_03388,AK88_03388,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268703,AK88_03389,AK88_03389,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268704,AK88_03390,AK88_03390,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268705,AK88_03391,AK88_03391,-,-,Unknown,-,endonuclease III,protein-coding,-,-,-,endonuclease III,20210301,-
5857,24268706,AK88_03392,AK88_03392,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268707,AK88_03393,AK88_03393,-,-,Unknown,-,endonuclease III,protein-coding,-,-,-,endonuclease III,20210301,-
5857,24268708,AK88_03394,AK88_03394,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268709,AK88_03395,AK88_03395,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268710,AK88_03396,AK88_03396,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268711,AK88_03397,AK88_03397,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268712,AK88_03398,AK88_03398,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268713,AK88_03399,AK88_03399,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268714,AK88_03400,AK88_03400,-,-,Unknown,-,CMGC protein kinase,protein-coding,-,-,-,CMGC protein kinase,20210301,-
5857,24268715,AK88_03401,AK88_03401,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268716,AK88_03402,AK88_03402,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268717,AK88_03403,AK88_03403,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268718,AK88_03404,AK88_03404,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268719,AK88_03405,AK88_03405,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268720,AK88_03406,AK88_03406,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268721,AK88_03407,AK88_03407,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268722,AK88_03408,AK88_03408,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268723,AK88_03409,AK88_03409,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268724,AK88_03410,AK88_03410,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268725,AK88_03411,AK88_03411,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268726,AK88_03412,AK88_03412,-,-,Unknown,-,6-phosphogluconate dehydrogenase (decarboxylating),protein-coding,-,-,-,6-phosphogluconate dehydrogenase (decarboxylating),20210301,-
5857,24268727,AK88_03413,AK88_03413,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268728,AK88_03414,AK88_03414,-,-,Unknown,-,FeS cluster assembly scaffold IscU,protein-coding,-,-,-,FeS cluster assembly scaffold IscU,20210301,-
5857,24268729,AK88_03415,AK88_03415,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268730,AK88_03416,AK88_03416,-,-,Unknown,-,CAMK/CAMKL/AMPK protein kinase,protein-coding,-,-,-,CAMK/CAMKL/AMPK protein kinase,20210301,-
5857,24268731,AK88_03417,AK88_03417,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268732,AK88_03418,AK88_03418,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268733,AK88_03419,AK88_03419,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268734,AK88_03420,AK88_03420,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268735,AK88_03421,AK88_03421,-,-,Unknown,-,glucose-6-phosphate dehydrogenase,protein-coding,-,-,-,glucose-6-phosphate dehydrogenase,20210301,-
5857,24268736,AK88_03422,AK88_03422,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268737,AK88_03423,AK88_03423,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268738,AK88_03424,AK88_03424,-,-,Unknown,-,"NAD(P)(+) transhydrogenase (AB-specific), alpha subunit",protein-coding,-,-,-,"NAD(P)(+) transhydrogenase (AB-specific), alpha subunit",20210301,-
5857,24268739,AK88_03425,AK88_03425,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268740,AK88_03426,AK88_03426,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268741,AK88_03427,AK88_03427,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268742,AK88_03428,AK88_03428,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268743,AK88_03429,AK88_03429,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268744,AK88_03430,AK88_03430,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268745,AK88_03431,AK88_03431,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268746,AK88_03432,AK88_03432,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268747,AK88_03433,AK88_03433,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268748,AK88_03434,AK88_03434,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268749,AK88_03435,AK88_03435,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268750,AK88_03436,AK88_03436,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268751,AK88_03437,AK88_03437,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268752,AK88_03438,AK88_03438,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268753,AK88_03439,AK88_03439,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268754,AK88_03440,AK88_03440,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268755,AK88_03441,AK88_03441,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268756,AK88_03442,AK88_03442,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268757,AK88_03443,AK88_03443,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268758,AK88_03444,AK88_03444,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268759,AK88_03445,AK88_03445,-,-,Unknown,-,elongation factor 2,protein-coding,-,-,-,elongation factor 2,20210301,-
5857,24268760,AK88_03446,AK88_03446,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268761,AK88_03447,AK88_03447,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268762,AK88_03448,AK88_03448,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268763,AK88_03449,AK88_03449,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268764,AK88_03450,AK88_03450,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268765,AK88_03451,AK88_03451,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268766,AK88_03452,AK88_03452,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268767,AK88_03453,AK88_03453,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268768,AK88_03454,AK88_03454,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268769,AK88_03455,AK88_03455,-,-,Unknown,-,signal recognition particle protein SRP54,protein-coding,-,-,-,signal recognition particle protein SRP54,20210301,-
5857,24268770,AK88_03456,AK88_03456,-,-,Unknown,-,CAMK protein kinase,protein-coding,-,-,-,CAMK protein kinase,20210301,-
5857,24268771,AK88_03457,AK88_03457,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268772,AK88_03458,AK88_03458,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268773,AK88_03459,AK88_03459,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268774,AK88_03460,AK88_03460,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268775,AK88_03461,AK88_03461,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268776,AK88_03462,AK88_03462,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268777,AK88_03463,AK88_03463,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268778,AK88_03464,AK88_03464,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268779,AK88_03465,AK88_03465,-,-,Unknown,-,tryptophan-tRNA ligase,protein-coding,-,-,-,tryptophan-tRNA ligase,20210301,-
5857,24268780,AK88_03466,AK88_03466,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268781,AK88_03467,AK88_03467,-,-,Unknown,-,CMGC/CDK protein kinase,protein-coding,-,-,-,CMGC/CDK protein kinase,20210301,-
5857,24268782,AK88_03468,AK88_03468,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268783,AK88_03469,AK88_03469,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268784,AK88_03470,AK88_03470,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268785,AK88_03471,AK88_03471,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268786,AK88_03472,AK88_03472,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20210226,-
5857,24268787,AK88_03473,AK88_03473,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268788,AK88_03474,AK88_03474,-,-,Unknown,-,CAMK/CDPK protein kinase,protein-coding,-,-,-,CAMK/CDPK protein kinase,20210301,-
5857,24268789,AK88_03475,AK88_03475,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268790,AK88_03476,AK88_03476,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268791,AK88_03477,AK88_03477,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268792,AK88_03478,AK88_03478,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268793,AK88_03479,AK88_03479,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268794,AK88_03480,AK88_03480,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268795,AK88_03481,AK88_03481,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268796,AK88_03482,AK88_03482,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268797,AK88_03483,AK88_03483,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268798,AK88_03484,AK88_03484,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268799,AK88_03485,AK88_03485,-,-,Unknown,-,CMGC/CDK protein kinase,protein-coding,-,-,-,CMGC/CDK protein kinase,20210301,-
5857,24268800,AK88_03486,AK88_03486,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20210226,-
5857,24268801,AK88_03487,AK88_03487,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20210226,-
5857,24268802,AK88_03488,AK88_03488,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268803,AK88_03489,AK88_03489,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268804,AK88_03490,AK88_03490,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268805,AK88_03491,AK88_03491,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268806,AK88_03492,AK88_03492,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268807,AK88_03493,AK88_03493,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268808,AK88_03494,AK88_03494,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268809,AK88_03495,AK88_03495,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268810,AK88_03496,AK88_03496,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268811,AK88_03497,AK88_03497,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268812,AK88_03498,AK88_03498,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268813,AK88_03499,AK88_03499,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268814,AK88_03500,AK88_03500,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268815,AK88_03501,AK88_03501,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268816,AK88_03502,AK88_03502,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268817,AK88_03503,AK88_03503,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268818,AK88_03504,AK88_03504,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20210226,-
5857,24268819,AK88_03505,AK88_03505,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268820,AK88_03506,AK88_03506,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268821,AK88_03507,AK88_03507,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268822,AK88_03508,AK88_03508,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268823,AK88_03509,AK88_03509,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268824,AK88_03510,AK88_03510,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268825,AK88_03511,AK88_03511,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268826,AK88_03512,AK88_03512,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268827,AK88_03513,AK88_03513,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268828,AK88_03514,AK88_03514,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268829,AK88_03515,AK88_03515,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268830,AK88_03516,AK88_03516,-,-,Unknown,-,ribosomal protein S15,protein-coding,-,-,-,ribosomal protein S15,20210301,-
5857,24268831,AK88_03517,AK88_03517,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268832,AK88_03518,AK88_03518,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268833,AK88_03519,AK88_03519,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268834,AK88_03520,AK88_03520,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268835,AK88_03521,AK88_03521,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24268836,AK88_03522,AK88_03522,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
