#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5082,24703209,nad5,CE93_gp02,-,-,MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,NADH dehydrogenase subunit 5,20210116,-
5082,62335816,LCP9604111_1926,LCP9604111_1926,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335817,LCP9604111_1927,LCP9604111_1927,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335818,LCP9604111_1928,LCP9604111_1928,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335819,LCP9604111_1929,LCP9604111_1929,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335820,LCP9604111_193,LCP9604111_193,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335821,LCP9604111_1930,LCP9604111_1930,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335822,LCP9604111_1931,LCP9604111_1931,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335823,LCP9604111_1932,LCP9604111_1932,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335824,LCP9604111_1933,LCP9604111_1933,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335825,LCP9604111_1934,LCP9604111_1934,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335826,LCP9604111_1935,LCP9604111_1935,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335827,LCP9604111_1936,LCP9604111_1936,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335828,LCP9604111_1937,LCP9604111_1937,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335829,LCP9604111_1938,LCP9604111_1938,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335830,LCP9604111_1939,LCP9604111_1939,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335831,LCP9604111_194,LCP9604111_194,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335832,LCP9604111_1940,LCP9604111_1940,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335833,LCP9604111_1941,LCP9604111_1941,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335834,LCP9604111_1942,LCP9604111_1942,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335835,LCP9604111_1943,LCP9604111_1943,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335836,LCP9604111_1944,LCP9604111_1944,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335837,LCP9604111_1945,LCP9604111_1945,-,-,Unknown,-,CAZyme family AA9,protein-coding,-,-,-,CAZyme family AA9,20210529,-
5082,62335838,LCP9604111_1946,LCP9604111_1946,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335839,LCP9604111_1947,LCP9604111_1947,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335840,LCP9604111_1948,LCP9604111_1948,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335841,LCP9604111_1949,LCP9604111_1949,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335842,LCP9604111_195,LCP9604111_195,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335843,LCP9604111_1950,LCP9604111_1950,-,-,Unknown,-,CAZyme family GT2,protein-coding,-,-,-,CAZyme family GT2,20210529,-
5082,62335844,LCP9604111_1951,LCP9604111_1951,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335845,LCP9604111_1952,LCP9604111_1952,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335846,LCP9604111_1953,LCP9604111_1953,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335847,LCP9604111_1954,LCP9604111_1954,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335848,LCP9604111_1955,LCP9604111_1955,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335849,LCP9604111_1956,LCP9604111_1956,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335850,LCP9604111_1957,LCP9604111_1957,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335851,LCP9604111_1958,LCP9604111_1958,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335852,LCP9604111_1959,LCP9604111_1959,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335853,LCP9604111_196,LCP9604111_196,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335854,LCP9604111_1960,LCP9604111_1960,-,-,Unknown,-,CAZyme family GH71,protein-coding,-,-,-,CAZyme family GH71,20210529,-
5082,62335855,LCP9604111_1961,LCP9604111_1961,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335856,LCP9604111_1962,LCP9604111_1962,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335857,LCP9604111_1963,LCP9604111_1963,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335858,LCP9604111_1964,LCP9604111_1964,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335859,LCP9604111_1965,LCP9604111_1965,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335860,LCP9604111_1966,LCP9604111_1966,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335861,LCP9604111_1967,LCP9604111_1967,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335862,LCP9604111_1968,LCP9604111_1968,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335863,LCP9604111_1969,LCP9604111_1969,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335864,LCP9604111_197,LCP9604111_197,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335865,LCP9604111_1970,LCP9604111_1970,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335866,LCP9604111_1971,LCP9604111_1971,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335867,LCP9604111_1972,LCP9604111_1972,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335868,LCP9604111_1973,LCP9604111_1973,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335869,LCP9604111_1974,LCP9604111_1974,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335870,LCP9604111_1975,LCP9604111_1975,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335871,LCP9604111_1976,LCP9604111_1976,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335872,LCP9604111_1977,LCP9604111_1977,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335873,LCP9604111_1978,LCP9604111_1978,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335874,LCP9604111_1979,LCP9604111_1979,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335875,LCP9604111_198,LCP9604111_198,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335876,LCP9604111_1980,LCP9604111_1980,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335877,LCP9604111_1981,LCP9604111_1981,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335878,LCP9604111_1982,LCP9604111_1982,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335879,LCP9604111_1983,LCP9604111_1983,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335880,LCP9604111_1984,LCP9604111_1984,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335881,LCP9604111_1985,LCP9604111_1985,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335882,LCP9604111_1986,LCP9604111_1986,-,-,Unknown,-,transcriptional regulator family: Fungal Specific TF,protein-coding,-,-,-,transcriptional regulator family: Fungal Specific TF,20210424,-
5082,62335883,LCP9604111_1987,LCP9604111_1987,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335884,LCP9604111_1988,LCP9604111_1988,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335885,LCP9604111_1989,LCP9604111_1989,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335886,LCP9604111_199,LCP9604111_199,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335887,LCP9604111_1990,LCP9604111_1990,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335888,LCP9604111_1991,LCP9604111_1991,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335889,LCP9604111_1992,LCP9604111_1992,-,-,Unknown,-,transcriptional regulator family: Fungal Specific TF,protein-coding,-,-,-,transcriptional regulator family: Fungal Specific TF,20210529,-
5082,62335890,LCP9604111_1993,LCP9604111_1993,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335891,LCP9604111_1994,LCP9604111_1994,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335892,LCP9604111_1995,LCP9604111_1995,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335893,LCP9604111_1996,LCP9604111_1996,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335894,LCP9604111_1997,LCP9604111_1997,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335895,LCP9604111_1998,LCP9604111_1998,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335896,LCP9604111_1999,LCP9604111_1999,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335897,LCP9604111_2,LCP9604111_2,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335898,LCP9604111_20,LCP9604111_20,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335899,LCP9604111_200,LCP9604111_200,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335900,LCP9604111_2000,LCP9604111_2000,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335901,LCP9604111_2001,LCP9604111_2001,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335902,LCP9604111_2002,LCP9604111_2002,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335903,LCP9604111_2003,LCP9604111_2003,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335904,LCP9604111_2004,LCP9604111_2004,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335905,LCP9604111_2005,LCP9604111_2005,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335906,LCP9604111_2006,LCP9604111_2006,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335907,LCP9604111_2007,LCP9604111_2007,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335908,LCP9604111_2008,LCP9604111_2008,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335909,LCP9604111_2009,LCP9604111_2009,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335910,LCP9604111_201,LCP9604111_201,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335911,LCP9604111_2010,LCP9604111_2010,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210417,-
5082,62335912,LCP9604111_2011,LCP9604111_2011,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335913,LCP9604111_2012,LCP9604111_2012,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335914,LCP9604111_2013,LCP9604111_2013,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335915,LCP9604111_2014,LCP9604111_2014,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335916,LCP9604111_2015,LCP9604111_2015,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335917,LCP9604111_2016,LCP9604111_2016,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335918,LCP9604111_2017,LCP9604111_2017,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335919,LCP9604111_2018,LCP9604111_2018,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335920,LCP9604111_2019,LCP9604111_2019,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335921,LCP9604111_202,LCP9604111_202,-,-,Unknown,-,CAZyme family GT15,protein-coding,-,-,-,CAZyme family GT15,20210424,-
5082,62335922,LCP9604111_2020,LCP9604111_2020,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335923,LCP9604111_2021,LCP9604111_2021,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335924,LCP9604111_2022,LCP9604111_2022,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335925,LCP9604111_2023,LCP9604111_2023,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335926,LCP9604111_2024,LCP9604111_2024,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335927,LCP9604111_2025,LCP9604111_2025,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335928,LCP9604111_2026,LCP9604111_2026,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335929,LCP9604111_2027,LCP9604111_2027,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335930,LCP9604111_2028,LCP9604111_2028,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335931,LCP9604111_2029,LCP9604111_2029,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335932,LCP9604111_203,LCP9604111_203,-,-,Unknown,-,transcriptional regulator family: MADS-box,protein-coding,-,-,-,transcriptional regulator family: MADS-box,20210529,-
5082,62335933,LCP9604111_2030,LCP9604111_2030,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335934,LCP9604111_2031,LCP9604111_2031,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335935,LCP9604111_2032,LCP9604111_2032,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335936,LCP9604111_2033,LCP9604111_2033,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335937,LCP9604111_2034,LCP9604111_2034,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335938,LCP9604111_2035,LCP9604111_2035,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335939,LCP9604111_2036,LCP9604111_2036,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335940,LCP9604111_2037,LCP9604111_2037,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335941,LCP9604111_2038,LCP9604111_2038,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335942,LCP9604111_2039,LCP9604111_2039,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335943,LCP9604111_204,LCP9604111_204,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335944,LCP9604111_2040,LCP9604111_2040,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335945,LCP9604111_2041,LCP9604111_2041,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335946,LCP9604111_2042,LCP9604111_2042,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335947,LCP9604111_2043,LCP9604111_2043,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335948,LCP9604111_2044,LCP9604111_2044,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335949,LCP9604111_2045,LCP9604111_2045,-,-,Unknown,-,CAZyme family CE10,protein-coding,-,-,-,CAZyme family CE10,20210529,-
5082,62335950,LCP9604111_2046,LCP9604111_2046,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335951,LCP9604111_2047,LCP9604111_2047,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335952,LCP9604111_2048,LCP9604111_2048,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335953,LCP9604111_2049,LCP9604111_2049,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335954,LCP9604111_205,LCP9604111_205,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335955,LCP9604111_2050,LCP9604111_2050,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335956,LCP9604111_2051,LCP9604111_2051,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335957,LCP9604111_2052,LCP9604111_2052,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335958,LCP9604111_2053,LCP9604111_2053,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335959,LCP9604111_2054,LCP9604111_2054,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335960,LCP9604111_2055,LCP9604111_2055,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335961,LCP9604111_2056,LCP9604111_2056,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335962,LCP9604111_2057,LCP9604111_2057,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335963,LCP9604111_2058,LCP9604111_2058,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335964,LCP9604111_2059,LCP9604111_2059,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210417,-
5082,62335965,LCP9604111_206,LCP9604111_206,-,-,Unknown,-,transcriptional regulator family: Fungal Specific TF,protein-coding,-,-,-,transcriptional regulator family: Fungal Specific TF,20210529,-
5082,62335966,LCP9604111_2060,LCP9604111_2060,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335967,LCP9604111_2061,LCP9604111_2061,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335968,LCP9604111_2062,LCP9604111_2062,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335969,LCP9604111_2063,LCP9604111_2063,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335970,LCP9604111_2064,LCP9604111_2064,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335971,LCP9604111_2065,LCP9604111_2065,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335972,LCP9604111_2066,LCP9604111_2066,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335973,LCP9604111_2067,LCP9604111_2067,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335974,LCP9604111_2068,LCP9604111_2068,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335975,LCP9604111_2069,LCP9604111_2069,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335976,LCP9604111_207,LCP9604111_207,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335977,LCP9604111_2070,LCP9604111_2070,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335978,LCP9604111_2071,LCP9604111_2071,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335979,LCP9604111_2072,LCP9604111_2072,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335980,LCP9604111_2073,LCP9604111_2073,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335981,LCP9604111_2074,LCP9604111_2074,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335982,LCP9604111_2075,LCP9604111_2075,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335983,LCP9604111_2076,LCP9604111_2076,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335984,LCP9604111_2077,LCP9604111_2077,-,-,Unknown,-,CAZyme family GT35,protein-coding,-,-,-,CAZyme family GT35,20210529,-
5082,62335985,LCP9604111_2078,LCP9604111_2078,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335986,LCP9604111_2079,LCP9604111_2079,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335987,LCP9604111_208,LCP9604111_208,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335988,LCP9604111_2080,LCP9604111_2080,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335989,LCP9604111_2081,LCP9604111_2081,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335990,LCP9604111_2082,LCP9604111_2082,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335991,LCP9604111_2083,LCP9604111_2083,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335992,LCP9604111_2084,LCP9604111_2084,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62335993,LCP9604111_2085,LCP9604111_2085,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335994,LCP9604111_2086,LCP9604111_2086,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335995,LCP9604111_2087,LCP9604111_2087,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335996,LCP9604111_2088,LCP9604111_2088,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335997,LCP9604111_2089,LCP9604111_2089,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62335998,LCP9604111_209,LCP9604111_209,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62335999,LCP9604111_2090,LCP9604111_2090,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62336000,LCP9604111_2091,LCP9604111_2091,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
