#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
146654,40870111,rpoB,FPH99_pgp075,-,-,-,-,RNA polymerase beta subunit,protein-coding,-,-,-,RNA polymerase beta subunit,20200912,-
146654,40870112,rpoC1,FPH99_pgp074,-,-,-,-,RNA polymerase beta,protein-coding,-,-,-,RNA polymerase beta,20200912,-
146654,40870113,rpoC2,FPH99_pgp073,-,-,-,-,RNA polymerase beta' subunit,protein-coding,-,-,-,RNA polymerase beta' subunit,20200905,-
146654,40870114,rps2,FPH99_pgp072,-,-,-,-,ribosomal protein S2,protein-coding,-,-,-,ribosomal protein S2,20200912,-
146654,40870115,atpI,FPH99_pgp071,-,-,-,-,ATP synthase CF0 subunit IV,protein-coding,-,-,-,ATP synthase CF0 subunit IV,20200912,-
146654,40870116,atpH,FPH99_pgp070,-,-,-,-,ATP synthase CF0 subunit III,protein-coding,-,-,-,ATP synthase CF0 subunit III,20191025,-
146654,40870117,atpF,FPH99_pgp069,-,-,-,-,ATP synthase CF0 subunit I,protein-coding,-,-,-,ATP synthase CF0 subunit I,20200905,-
146654,40870118,atpA,FPH99_pgp068,-,-,-,-,ATP synthase CF1 alpha subunit,protein-coding,-,-,-,ATP synthase CF1 alpha subunit,20200905,-
146654,40870119,trnR-UCU,FPH99_pgt013,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870120,trnfM-CAU,FPH99_pgt014,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870121,rps14,FPH99_pgp067,-,-,-,-,ribosomal protein S14,protein-coding,-,-,-,ribosomal protein S14,20200905,-
146654,40870122,psaB,FPH99_pgp066,-,-,-,-,photosystem I P700 apoprotein A2,protein-coding,-,-,-,photosystem I P700 apoprotein A2,20200905,-
146654,40870123,psaA,FPH99_pgp065,-,-,-,-,photosystem I P700 apoprotein A1,protein-coding,-,-,-,photosystem I P700 apoprotein A1,20200905,-
146654,40870124,ycf3,FPH99_pgp064,-,-,-,-,hypothetical chloroplast RF34,protein-coding,-,-,-,hypothetical chloroplast RF34,20200912,-
146654,40870125,trnS-GGA,FPH99_pgt015,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870126,rps4,FPH99_pgp063,-,-,-,-,ribosomal protein S4,protein-coding,-,-,-,ribosomal protein S4,20200905,-
146654,40870127,trnT-UGU,FPH99_pgt016,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870128,trnL-UAA,FPH99_pgt017,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870129,trnF-GAA,FPH99_pgt018,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870130,ndhJ,FPH99_pgp062,-,-,-,-,NADH-plastoquinone oxidoreductase subunit J,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit J,20191025,-
146654,40870131,ndhK,FPH99_pgp061,-,-,-,-,NADH-plastoquinone oxidoreductase subunit K,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit K,20200905,-
146654,40870132,ndhC,FPH99_pgp060,-,-,-,-,NADH-plastoquinone oxidoreductase subunit 3,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit 3,20200905,-
146654,40870133,trnV-UAC,FPH99_pgt019,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870134,trnM-CAU,FPH99_pgt020,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870135,atpE,FPH99_pgp059,-,-,-,-,ATP synthase CF1 epsilon subunit,protein-coding,-,-,-,ATP synthase CF1 epsilon subunit,20200919,-
146654,40870136,atpB,FPH99_pgp058,-,-,-,-,ATP synthase CF1 beta subunit,protein-coding,-,-,-,ATP synthase CF1 beta subunit,20200905,-
146654,40870137,rbcL,FPH99_pgp057,-,-,-,-,"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",protein-coding,-,-,-,"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",20200905,-
146654,40870138,psaI,FPH99_pgp056,-,-,-,-,photosystem I subunit VIII,protein-coding,-,-,-,photosystem I subunit VIII,20200919,-
146654,40870139,ycf4,FPH99_pgp055,-,-,-,-,photosystem I assembly protein ycf4,protein-coding,-,-,-,photosystem I assembly protein ycf4,20200919,-
146654,40870140,cemA,FPH99_pgp054,-,-,-,-,chloroplast envelope membrane protein,protein-coding,-,-,-,chloroplast envelope membrane protein,20200905,-
146654,40870141,petA,FPH99_pgp053,-,-,-,-,cytochrome f,protein-coding,-,-,-,cytochrome f,20200905,-
146654,40870142,psbJ,FPH99_pgp052,-,-,-,-,photosystem II protein J,protein-coding,-,-,-,photosystem II protein J,20191025,-
146654,40870143,psbL,FPH99_pgp051,-,-,-,-,photosystem II protein L,protein-coding,-,-,-,photosystem II protein L,20191025,-
146654,40870144,psbF,FPH99_pgp050,-,-,-,-,photosystem II cytochrome b559 beta subunit,protein-coding,-,-,-,photosystem II cytochrome b559 beta subunit,20191025,-
146654,40870145,psbE,FPH99_pgp049,-,-,-,-,photosystem II cytochrome b559 alpha subunit,protein-coding,-,-,-,photosystem II cytochrome b559 alpha subunit,20191025,-
146654,40870146,petL,FPH99_pgp048,-,-,-,-,cytochrome b6/f complex subunit VI,protein-coding,-,-,-,cytochrome b6/f complex subunit VI,20191025,-
146654,40870147,petG,FPH99_pgp047,-,-,-,-,cytochrome b6/f complex subunit V,protein-coding,-,-,-,cytochrome b6/f complex subunit V,20210212,-
146654,40870148,trnW-CCA,FPH99_pgt021,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870149,trnP-GGG,FPH99_pgt022,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870150,psaJ,FPH99_pgp046,-,-,-,-,photosystem I subunit IX,protein-coding,-,-,-,photosystem I subunit IX,20191025,-
146654,40870151,rpl33,FPH99_pgp045,-,-,-,-,ribosomal protein L33,protein-coding,-,-,-,ribosomal protein L33,20200905,-
146654,40870152,rps18,FPH99_pgp044,-,-,-,-,ribosomal protein S18,protein-coding,-,-,-,ribosomal protein S18,20200905,-
146654,40870153,rpl20,FPH99_pgp043,-,-,-,-,ribosomal protein L20,protein-coding,-,-,-,ribosomal protein L20,20200905,-
146654,40870154,clpP,FPH99_pgp041,-,-,-,-,clp protease proteolytic subunit,protein-coding,-,-,-,clp protease proteolytic subunit,20200905,-
146654,40870155,psbB,FPH99_pgp040,-,-,-,-,photosystem II CP47 chlorophyll apoprotein,protein-coding,-,-,-,photosystem II CP47 chlorophyll apoprotein,20200919,-
146654,40870156,psbT,FPH99_pgp039,-,-,-,-,photosystem II protein T,protein-coding,-,-,-,photosystem II protein T,20191025,-
146654,40870157,psbN,FPH99_pgp038,-,-,-,-,photosystem II protein N,protein-coding,-,-,-,photosystem II protein N,20191025,-
146654,40870158,psbH,FPH99_pgp037,-,-,-,-,photosystem II phosphoprotein,protein-coding,-,-,-,photosystem II phosphoprotein,20200905,-
146654,40870159,petB,FPH99_pgp036,-,-,-,-,cytochrome b6,protein-coding,-,-,-,cytochrome b6,20200905,-
146654,40870160,petD,FPH99_pgp035,-,-,-,-,cytochrome b6/f complex subunit IV,protein-coding,-,-,-,cytochrome b6/f complex subunit IV,20191025,-
146654,40870161,rpoA,FPH99_pgp034,-,-,-,-,RNA polymerase alpha subunit,protein-coding,-,-,-,RNA polymerase alpha subunit,20200912,-
146654,40870162,rps11,FPH99_pgp033,-,-,-,-,ribosomal protein S11,protein-coding,-,-,-,ribosomal protein S11,20200919,-
146654,40870163,rpl36,FPH99_pgp032,-,-,-,-,ribosomal protein L36,protein-coding,-,-,-,ribosomal protein L36,20210212,-
146654,40870164,infA,FPH99_pgp031,-,-,-,-,translational initiation factor 1,protein-coding,-,-,-,translational initiation factor 1,20200905,-
146654,40870165,rps8,FPH99_pgp030,-,-,-,-,ribosomal protein S8,protein-coding,-,-,-,ribosomal protein S8,20201003,-
146654,40870166,rpl14,FPH99_pgp029,-,-,-,-,ribosomal protein L14,protein-coding,-,-,-,ribosomal protein L14,20201003,-
146654,40870167,rpl16,FPH99_pgp028,-,-,-,-,ribosomal protein L16,protein-coding,-,-,-,ribosomal protein L16,20200905,-
146654,40870168,rps3,FPH99_pgp027,-,-,-,-,ribosomal protein S3,protein-coding,-,-,-,ribosomal protein S3,20200905,-
146654,40870169,rpl22,FPH99_pgp026,-,-,-,-,ribosomal protein L22,protein-coding,-,-,-,ribosomal protein L22,20200919,-
146654,40870170,rps19,FPH99_pgp025,-,-,-,-,ribosomal protein S19,protein-coding,-,-,-,ribosomal protein S19,20201003,-
146654,40870171,trnH-GUG,FPH99_pgt023,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870172,rpl2,FPH99_pgp024,-,-,-,-,ribosomal protein L2,protein-coding,-,-,-,ribosomal protein L2,20200919,-
146654,40870173,rpl23,FPH99_pgp023,-,-,-,-,ribosomal protein L23,protein-coding,-,-,-,ribosomal protein L23,20200909,-
146654,40870174,trnI-CAU,FPH99_pgt024,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870175,trnL-CAA,FPH99_pgt025,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870176,ndhB,FPH99_pgp022,-,-,-,-,NADH-plastoquinone oxidoreductase subunit 2,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit 2,20200909,-
146654,40870177,rps7,FPH99_pgp021,-,-,-,-,ribosomal protein S7,protein-coding,-,-,-,ribosomal protein S7,20200909,-
146654,40870178,trnV-GAC,FPH99_pgt026,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870179,rrn16,FPH99_pgr008,-,-,-,-,16S ribosomal RNA,rRNA,-,-,-,-,20200909,-
146654,40870180,trnI-GAU,FPH99_pgt027,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870181,ycf68,FPH99_pgp020,-,-,-,-,hypothetical chloroplast RF68,protein-coding,-,-,-,hypothetical chloroplast RF68,20200905,-
146654,40870182,trnA-UGC,FPH99_pgt028,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870183,rrn23,FPH99_pgr007,-,-,-,-,23S ribosomal RNA,rRNA,-,-,-,-,20200909,-
146654,40870184,rrn4.5,FPH99_pgr006,-,-,-,-,4.5S ribosomal RNA,rRNA,-,-,-,-,20200909,-
146654,40870185,rrn5,FPH99_pgr005,-,-,-,-,5S ribosomal RNA,rRNA,-,-,-,-,20200909,-
146654,40870186,trnR-ACG,FPH99_pgt029,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870187,trnN-GUU,FPH99_pgt030,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870188,rps15,FPH99_pgp019,-,-,-,-,ribosomal protein S15,protein-coding,-,-,-,ribosomal protein S15,20200905,-
146654,40870189,ndhF,FPH99_pgp018,-,-,-,-,NADH-plastoquinone oxidoreductase subunit 5,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit 5,20201117,-
146654,40870190,rpl32,FPH99_pgp017,-,-,-,-,ribosomal protein L32,protein-coding,-,-,-,ribosomal protein L32,20200905,-
146654,40870191,trnL-UAG,FPH99_pgt031,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870192,ccsA,FPH99_pgp016,-,-,-,-,cytochrome c heme attachment protein,protein-coding,-,-,-,cytochrome c heme attachment protein,20200905,-
146654,40870193,ndhD,FPH99_pgp015,-,-,-,-,NADH-plastoquinone oxidoreductase subunit 4,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit 4,20200905,-
146654,40870194,psaC,FPH99_pgp014,-,-,-,-,photosystem I subunit VII,protein-coding,-,-,-,photosystem I subunit VII,20191025,-
146654,40870195,ndhE,FPH99_pgp013,-,-,-,-,NADH-plastoquinone oxidoreductase subunit 4L,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit 4L,20200905,-
146654,40870196,ndhG,FPH99_pgp012,-,-,-,-,NADH-plastoquinone oxidoreductase subunit 6,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit 6,20200905,-
146654,40870197,ndhI,FPH99_pgp011,-,-,-,-,NADH-plastoquinone oxidoreductase subunit I,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit I,20200905,-
146654,40870198,ndhA,FPH99_pgp010,-,-,-,-,NADH-plastoquinone oxidoreductase subunit 1,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit 1,20200905,-
146654,40870199,ndhH,FPH99_pgp009,-,-,-,-,NADH-plastoquinone oxidoreductase subunit 7,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit 7,20200926,-
146654,40870200,rps15,FPH99_pgp008,-,-,-,-,ribosomal protein S15,protein-coding,-,-,-,ribosomal protein S15,20200905,-
146654,40870201,trnN-GUU,FPH99_pgt032,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870202,trnR-ACG,FPH99_pgt033,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870203,rrn5,FPH99_pgr004,-,-,-,-,5S ribosomal RNA,rRNA,-,-,-,-,20200909,-
146654,40870204,rrn4.5,FPH99_pgr003,-,-,-,-,4.5S ribosomal RNA,rRNA,-,-,-,-,20200909,-
146654,40870205,rrn23,FPH99_pgr002,-,-,-,-,23S ribosomal RNA,rRNA,-,-,-,-,20200909,-
146654,40870206,trnA-UGC,FPH99_pgt034,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870207,trnI-GAU,FPH99_pgt035,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870208,ycf68,FPH99_pgp007,-,-,-,-,hypothetical chloroplast RF68,protein-coding,-,-,-,hypothetical chloroplast RF68,20200905,-
146654,40870209,rrn16,FPH99_pgr001,-,-,-,-,16S ribosomal RNA,rRNA,-,-,-,-,20200909,-
146654,40870210,trnV-GAC,FPH99_pgt036,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870211,rps7,FPH99_pgp006,-,-,-,-,ribosomal protein S7,protein-coding,-,-,-,ribosomal protein S7,20200909,-
146654,40870212,ndhB,FPH99_pgp005,-,-,-,-,NADH-plastoquinone oxidoreductase subunit 2,protein-coding,-,-,-,NADH-plastoquinone oxidoreductase subunit 2,20200909,-
146654,40870213,trnL-CAA,FPH99_pgt037,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870214,trnI-CAU,FPH99_pgt038,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870215,rpl23,FPH99_pgp004,-,-,-,-,ribosomal protein L23,protein-coding,-,-,-,ribosomal protein L23,20200909,-
146654,40870216,rpl2,FPH99_pgp003,-,-,-,-,ribosomal protein L2,protein-coding,-,-,-,ribosomal protein L2,20200919,-
146654,40870217,trnH-GUG,FPH99_pgt039,-,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
146654,40870218,rps19,FPH99_pgp002,-,-,-,-,ribosomal protein S19,protein-coding,-,-,-,ribosomal protein S19,20201003,-
146654,40870219,rps12,FPH99_pgp042,-,-,-,-,ribosomal protein S12,protein-coding,-,-,-,ribosomal protein S12,20200912,-
