#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1069201,38573598,cob,EJ508_mgp01,-,-,MT,-,cytochrome b,protein-coding,-,-,-,cytochrome b,20210417,-
1069201,64961391,AKAW2_50411S,AKAW2_50411S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961392,AKAW2_50412A,AKAW2_50412A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961393,AKAW2_50413A,AKAW2_50413A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961394,AKAW2_50414S,AKAW2_50414S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961395,AKAW2_50415A,AKAW2_50415A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961396,AKAW2_50416S,AKAW2_50416S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961397,AKAW2_50417A,AKAW2_50417A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961398,AKAW2_50418A,AKAW2_50418A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961399,AKAW2_50419A,AKAW2_50419A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961400,AKAW2_50420A,AKAW2_50420A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961401,AKAW2_50421S,AKAW2_50421S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961402,AKAW2_50422A,AKAW2_50422A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961403,AKAW2_50423S,AKAW2_50423S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961404,AKAW2_50424S,AKAW2_50424S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961405,AKAW2_50425A,AKAW2_50425A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961406,AKAW2_50426A,AKAW2_50426A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961407,AKAW2_50427A,AKAW2_50427A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961408,AKAW2_50428A,AKAW2_50428A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961409,AKAW2_50429A,AKAW2_50429A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961410,AKAW2_50430A,AKAW2_50430A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961411,AKAW2_50431A,AKAW2_50431A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961412,AKAW2_50432S,AKAW2_50432S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961413,AKAW2_50433S,AKAW2_50433S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961414,AKAW2_50434A,AKAW2_50434A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961415,AKAW2_50435A,AKAW2_50435A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961416,AKAW2_50436A,AKAW2_50436A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961417,AKAW2_50437S,AKAW2_50437S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961418,AKAW2_50438A,AKAW2_50438A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961419,AKAW2_50439S,AKAW2_50439S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961420,AKAW2_50440A,AKAW2_50440A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961421,AKAW2_50441A,AKAW2_50441A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961422,AKAW2_50442S,AKAW2_50442S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961423,AKAW2_50443A,AKAW2_50443A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961424,AKAW2_50444A,AKAW2_50444A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961425,AKAW2_50445A,AKAW2_50445A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961426,AKAW2_50446A,AKAW2_50446A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961427,AKAW2_50447S,AKAW2_50447S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961428,AKAW2_50448A,AKAW2_50448A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961429,AKAW2_50449S,AKAW2_50449S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961430,AKAW2_50450S,AKAW2_50450S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961431,AKAW2_50451A,AKAW2_50451A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961432,AKAW2_50452S,AKAW2_50452S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961433,AKAW2_50453A,AKAW2_50453A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961434,AKAW2_50454S,AKAW2_50454S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961435,AKAW2_50455S,AKAW2_50455S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961436,AKAW2_50456S,AKAW2_50456S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961437,AKAW2_50457A,AKAW2_50457A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961438,AKAW2_50458S,AKAW2_50458S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961439,AKAW2_50459A,AKAW2_50459A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961440,AKAW2_50460S,AKAW2_50460S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961441,AKAW2_50461A,AKAW2_50461A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961442,AKAW2_50462A,AKAW2_50462A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961443,AKAW2_50463A,AKAW2_50463A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961444,AKAW2_50464A,AKAW2_50464A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961445,AKAW2_50465A,AKAW2_50465A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961446,AKAW2_50466A,AKAW2_50466A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961447,AKAW2_50467A,AKAW2_50467A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961448,AKAW2_50468A,AKAW2_50468A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961449,AKAW2_50469S,AKAW2_50469S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961450,AKAW2_50470A,AKAW2_50470A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961451,AKAW2_50471A,AKAW2_50471A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961452,AKAW2_50472S,AKAW2_50472S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961453,AKAW2_50473S,AKAW2_50473S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961454,AKAW2_50474A,AKAW2_50474A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961455,AKAW2_50475S,AKAW2_50475S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961456,AKAW2_50476S,AKAW2_50476S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961457,AKAW2_50477S,AKAW2_50477S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961458,AKAW2_50478S,AKAW2_50478S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961459,AKAW2_50479S,AKAW2_50479S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961460,AKAW2_50480S,AKAW2_50480S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961461,AKAW2_50481S,AKAW2_50481S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961462,AKAW2_50482A,AKAW2_50482A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961463,AKAW2_50483S,AKAW2_50483S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961464,AKAW2_50484S,AKAW2_50484S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961465,AKAW2_50485S,AKAW2_50485S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961466,AKAW2_50486S,AKAW2_50486S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961467,AKAW2_50487A,AKAW2_50487A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961468,AKAW2_50488S,AKAW2_50488S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961469,AKAW2_50489A,AKAW2_50489A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961470,AKAW2_50490S,AKAW2_50490S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961471,AKAW2_50491S,AKAW2_50491S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961472,AKAW2_50492A,AKAW2_50492A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961473,AKAW2_50493A,AKAW2_50493A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961474,AKAW2_50494S,AKAW2_50494S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961475,AKAW2_50495A,AKAW2_50495A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961476,AKAW2_50496S,AKAW2_50496S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961477,AKAW2_50497A,AKAW2_50497A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961478,AKAW2_50498S,AKAW2_50498S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961479,AKAW2_50499S,AKAW2_50499S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961480,AKAW2_50500A,AKAW2_50500A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961481,AKAW2_50501A,AKAW2_50501A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961482,AKAW2_50502S,AKAW2_50502S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961483,AKAW2_50503S,AKAW2_50503S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961484,AKAW2_50504A,AKAW2_50504A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961485,AKAW2_50505S,AKAW2_50505S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961486,AKAW2_50506A,AKAW2_50506A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961487,AKAW2_50507S,AKAW2_50507S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961488,AKAW2_50508S,AKAW2_50508S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961489,AKAW2_50509A,AKAW2_50509A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961490,AKAW2_50510A,AKAW2_50510A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961491,AKAW2_50511A,AKAW2_50511A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961492,AKAW2_50512A,AKAW2_50512A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961493,AKAW2_50513S,AKAW2_50513S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961494,AKAW2_50514A,AKAW2_50514A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961495,AKAW2_50515A,AKAW2_50515A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961496,AKAW2_50516S,AKAW2_50516S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961497,AKAW2_50517S,AKAW2_50517S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961498,AKAW2_50518S,AKAW2_50518S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961499,AKAW2_50519S,AKAW2_50519S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961500,AKAW2_50520S,AKAW2_50520S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961501,AKAW2_50521A,AKAW2_50521A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961502,AKAW2_50522S,AKAW2_50522S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961503,AKAW2_50523A,AKAW2_50523A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961504,AKAW2_50524S,AKAW2_50524S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961505,AKAW2_50525A,AKAW2_50525A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961506,AKAW2_50526S,AKAW2_50526S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961507,AKAW2_50527A,AKAW2_50527A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961508,AKAW2_50528S,AKAW2_50528S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961509,AKAW2_50529S,AKAW2_50529S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961510,AKAW2_50530S,AKAW2_50530S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961511,AKAW2_50531S,AKAW2_50531S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961512,AKAW2_50532S,AKAW2_50532S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961513,AKAW2_50533S,AKAW2_50533S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961514,AKAW2_50534S,AKAW2_50534S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961515,AKAW2_50535S,AKAW2_50535S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961516,AKAW2_50536A,AKAW2_50536A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961517,AKAW2_50537S,AKAW2_50537S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961518,AKAW2_50538S,AKAW2_50538S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961519,AKAW2_50539S,AKAW2_50539S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961520,AKAW2_50540A,AKAW2_50540A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961521,AKAW2_50541A,AKAW2_50541A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961522,AKAW2_50542A,AKAW2_50542A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961523,AKAW2_50543S,AKAW2_50543S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961524,AKAW2_50544S,AKAW2_50544S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961525,AKAW2_50545S,AKAW2_50545S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961526,AKAW2_50546S,AKAW2_50546S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961527,AKAW2_50547A,AKAW2_50547A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961528,AKAW2_50548S,AKAW2_50548S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961529,AKAW2_50549A,AKAW2_50549A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961530,AKAW2_50550A,AKAW2_50550A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961531,AKAW2_50551S,AKAW2_50551S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961532,AKAW2_50552A,AKAW2_50552A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961533,AKAW2_50553A,AKAW2_50553A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961534,AKAW2_50554S,AKAW2_50554S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961535,AKAW2_50555S,AKAW2_50555S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961536,AKAW2_50556S,AKAW2_50556S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961537,AKAW2_50557A,AKAW2_50557A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961538,AKAW2_50558S,AKAW2_50558S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961539,CHIT42,AKAW2_50559A,-,-,5,-,endochitinase 42,protein-coding,-,-,-,endochitinase 42,20210605,-
1069201,64961540,CHIB1_1,AKAW2_50560A,-,-,5,-,endochitinase B1,protein-coding,-,-,-,endochitinase B1,20210605,-
1069201,64961541,AKAW2_50561A,AKAW2_50561A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961542,AKAW2_50562A,AKAW2_50562A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961543,AKAW2_50563A,AKAW2_50563A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961544,AKAW2_50564A,AKAW2_50564A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961545,AKAW2_50565S,AKAW2_50565S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961546,AKAW2_50566A,AKAW2_50566A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961547,AKAW2_50567S,AKAW2_50567S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961548,AKAW2_50568A,AKAW2_50568A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961549,AKAW2_50569A,AKAW2_50569A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961550,AKAW2_50570S,AKAW2_50570S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961551,AKAW2_50571S,AKAW2_50571S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961552,AKAW2_50572A,AKAW2_50572A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961553,AKAW2_50573S,AKAW2_50573S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961554,AKAW2_50574A,AKAW2_50574A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961555,AKAW2_50575S,AKAW2_50575S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961556,AKAW2_50576A,AKAW2_50576A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961557,AKAW2_50577S,AKAW2_50577S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961558,AKAW2_50578A,AKAW2_50578A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961559,AKAW2_50579A,AKAW2_50579A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961560,AKAW2_50580S,AKAW2_50580S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961561,AKAW2_50581S,AKAW2_50581S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961562,AKAW2_50582A,AKAW2_50582A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961563,AKAW2_50583S,AKAW2_50583S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961564,AKAW2_50584A,AKAW2_50584A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961565,AKAW2_50585A,AKAW2_50585A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961566,AKAW2_50586S,AKAW2_50586S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961567,AKAW2_50587A,AKAW2_50587A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961568,AKAW2_50588A,AKAW2_50588A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961569,AKAW2_50589S,AKAW2_50589S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961570,AKAW2_50590S,AKAW2_50590S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961571,AKAW2_50591A,AKAW2_50591A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961572,AKAW2_50592A,AKAW2_50592A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961573,AKAW2_50593A,AKAW2_50593A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961574,AKAW2_50594A,AKAW2_50594A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961575,AKAW2_50595A,AKAW2_50595A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961576,AKAW2_50596S,AKAW2_50596S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961577,AKAW2_50597S,AKAW2_50597S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961578,AKAW2_50598S,AKAW2_50598S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961579,AKAW2_50599S,AKAW2_50599S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961580,AKAW2_50600A,AKAW2_50600A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64961581,AKAW2_50601A,AKAW2_50601A,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64961582,AKAW2_50602S,AKAW2_50602S,-,-,5,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
